,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
lncRNA_001,3.59438500888114,1.00742039535044,1.06910454906318,0.00694075743755731,0.994462121264065,1
lncRNA_002,0.991661831091778,-0.154824006380159,1.96337119521738,0,1,1
lncRNA_004,0.0180499194423207,0,4.18119954707296,0,1,1
lncRNA_005,14.852462909801,1.78897073035533,1.29053007605028,0.611354004836535,0.540965245587687,1
lncRNA_006,15.6279387068528,0.711726365160187,0.725534877819059,0,1,1
lncRNA_007,4.8330640481365,-0.771411885345883,1.23321898008666,0,1,1
lncRNA_009,0.0236702416453233,0,4.18119954707296,0,1,1
lncRNA_010,0.0438427457377868,0.550547164438371,4.18028031803677,0,1,1
lncRNA_012,2.47483929768632,0.722965157206497,4.16276803980857,0,1,1
lncRNA_013,0.139834440828702,0.726545338832934,4.17584350553339,0,1,1
lncRNA_014,0.145801259019016,1.00768257709815,4.17678705610451,0.00183935091613594,0.998532411129644,1
lncRNA_015,0.0370855661486881,0,4.18119954707296,0,1,1
lncRNA_016,1.93953534237837,5.00944429085401,2.48999168374754,1.61022396862773,0.107348970624752,1
lncRNA_017,33.7293568467848,2.23068688964672,1.32085140891165,0.931737575735927,0.351472162330217,1
lncRNA_018,5.0253790856702,1.93446167430938,1.68527335990065,0.554486706159329,0.579245801151123,1
lncRNA_021,0.188641455014911,0.657122887260887,4.18014086951464,0,1,1
lncRNA_028,25.6450949985667,0.70215400948374,0.773948021616948,0,1,1
lncRNA_029,611.276359933146,0.109274561326918,0.166981966429623,0,1,1
lncRNA_030,125.141443747843,-0.0498436726791995,0.508723581689861,0,1,1
lncRNA_031,7.6103523257678,0.224695902071926,1.52483559007352,0,1,1
lncRNA_032,103.915114647218,-0.0410531051907174,0.534736460133202,0,1,1
lncRNA_033,0.100690496706963,0.826219739162654,4.1797933563576,0,1,1
lncRNA_034,1135.35545389833,-0.525254403099017,0.327495793149978,0,1,1
lncRNA_035,92.3343271048203,-0.212514360526368,0.42688902939636,0,1,1
lncRNA_036,54.6340966529305,-0.66713002893104,0.419863468012426,0,1,1
lncRNA_037,1367.5280374901,0.145704918962761,0.323248119067556,0,1,1
lncRNA_038,44.845580491954,-0.746345899686105,0.750400959334958,0,1,1
lncRNA_039,1.72634337310727,-0.167345418744138,1.35986879800601,0,1,1
lncRNA_040,861.981729861008,-0.152542717402479,0.268007979821431,0,1,1
lncRNA_041,213.743558768318,-0.121850758805062,0.409307765386839,0,1,1
lncRNA_042,1.40043619121985,0.47755618451817,2.0183952410621,0,1,1
lncRNA_043,2.27096165676744,-0.266747674992573,1.44898144888829,0,1,1
lncRNA_045,1.43716496100854,-0.206850885414262,4.16431875576173,0,1,1
lncRNA_046,2.85632287358552,-0.540301473670003,2.28004616907407,0,1,1
lncRNA_048,24.4502717367199,-0.136884268596115,0.548789443748948,0,1,1
lncRNA_049,270.651598245124,-0.0413445078277823,0.1856775461558,0,1,1
lncRNA_050,42.8033082422142,0.698664633699858,0.513563602649569,0,1,1
lncRNA_051,1.62959780775098,0.515038033980977,1.37215829675485,0,1,1
lncRNA_052,33.2084624333125,0.616606209524926,1.01098678711643,0,1,1
lncRNA_053,1593.58239129363,-0.158225817728011,0.291146321071163,0,1,1
lncRNA_054,2486.83166290285,-0.451067764505611,0.238241632413446,0,1,1
lncRNA_055,982.053016268248,0.283314610080263,0.198318682925333,0,1,1
lncRNA_056,431.645534201508,0.0849925453320712,0.255659302833162,0,1,1
lncRNA_057,1165.87757927759,-0.388207801314695,0.216649603122554,0,1,1
lncRNA_058,1.94765813469493,-0.0938104133435468,2.53204972766036,0,1,1
lncRNA_059,649.179485189222,-0.0491518543297886,0.313520024124827,0,1,1
lncRNA_060,32.4967696277305,1.20889740510774,0.842200562889299,0.248037598539579,0.80410531614147,1
lncRNA_064,0.0775184405972392,0.0472773538092074,4.18119954707296,0,1,1
lncRNA_073,5.36194026539993,0.259644578408425,0.902374304348168,0,1,1
lncRNA_074,11.3788675901932,0.775695011339342,0.805038631807475,0,1,1
lncRNA_075,942.593593128463,-0.0982758043692861,0.471280941246387,0,1,1
lncRNA_076,8.33955360373331,0.541709497199748,1.72327842358769,0,1,1
