,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
lncRNA_001,3.59438500888114,1.02284761906536,1.07032441820396,0.0213464428885009,0.982969296199598,1
lncRNA_002,0.991661831091778,-1.69462417403052,1.99767640036769,-0.347716063473878,0.728053431695917,1
lncRNA_004,0.0180499194423207,0.290982842583645,4.18129092167749,0,1,1
lncRNA_005,14.852462909801,3.71029746962324,1.2826658025892,2.11301920122311,0.0345991244636985,1
lncRNA_006,15.6279387068528,-1.04024099233056,0.743160438982268,-0.0541484586903833,0.956816884399276,1
lncRNA_007,4.8330640481365,-0.794289021815746,1.23052162393797,0,1,1
lncRNA_009,0.0236702416453233,0.290982842583645,4.18129092167749,0,1,1
lncRNA_010,0.0438427457377868,0,4.18129092167749,0,1,1
lncRNA_012,2.47483929768632,1.49660395471865,4.1573178634746,0.11945296728011,0.904916499831627,1
lncRNA_013,0.139834440828702,0,4.1766613412261,0,1,1
lncRNA_014,0.145801259019016,0.615811836902915,4.17903770364381,0,1,1
lncRNA_015,0.0370855661486881,0.579171290495126,4.18127828415048,0,1,1
lncRNA_016,1.93953534237837,4.41917752531515,2.49559445762758,1.37008539783566,0.170660245466936,1
lncRNA_017,33.7293568467848,2.75071345366098,1.31805868794332,1.32825151844549,0.18409503007482,1
lncRNA_018,5.0253790856702,0.272503815038974,1.7102215462892,0,1,1
lncRNA_021,0.188641455014911,1.46276298070031,4.1735877268427,0.110878939413209,0.911712346522548,1
lncRNA_028,25.6450949985667,-2.39692701300008,0.793352683661641,-1.76078942161348,0.0782740509453568,1
lncRNA_029,611.276359933146,0.263619637302615,0.166818510376229,0,1,1
lncRNA_030,125.141443747843,-0.0224449506618737,0.506111004085722,0,1,1
lncRNA_031,7.6103523257678,1.57891659803482,1.51185962775724,0.3829168974461,0.701781382166996,1
lncRNA_032,103.915114647218,-0.628928817320507,0.535374850743945,0,1,1
lncRNA_033,0.100690496706963,0.293875986202738,4.18118717268949,0,1,1
lncRNA_034,1135.35545389833,0.351111865672663,0.32729175435274,0,1,1
lncRNA_035,92.3343271048203,0.455841181264688,0.424873653221266,0,1,1
lncRNA_036,54.6340966529305,-0.703954051027619,0.419679508371574,0,1,1
lncRNA_037,1367.5280374901,1.25601186571325,0.323008578050848,0.792585346364866,0.428019449026357,1
lncRNA_038,44.845580491954,-2.41600674690591,0.757455857741742,-1.8694247756266,0.0615637402981394,1
lncRNA_039,1.72634337310727,1.41524125984439,1.31054637033889,0.316845911935963,0.751360524932481,1
lncRNA_040,861.981729861008,-0.111242191683559,0.267976472537395,0,1,1
lncRNA_041,213.743558768318,0.0245232929999768,0.409109407862089,0,1,1
lncRNA_042,1.40043619121985,2.35129078051985,1.97896420074333,0.682827299257,0.494715977293089,1
lncRNA_043,2.27096165676744,-0.0409684290217103,1.44354570505351,0,1,1
lncRNA_045,1.43716496100854,-0.243251422366959,4.16400367795065,0,1,1
lncRNA_046,2.85632287358552,-1.05948833590866,2.28308902077016,-0.0260560737524785,0.979212613222936,1
lncRNA_048,24.4502717367199,-1.14887415467256,0.55447153558973,-0.26849738014814,0.788316491202326,1
lncRNA_049,270.651598245124,0.109913346502231,0.18540625031183,0,1,1
lncRNA_050,42.8033082422142,1.01366669413432,0.512256610775438,0.02667939045947,0.97871545131175,1
lncRNA_051,1.62959780775098,1.40762868852286,1.34234497872158,0.303669097724098,0.761380003304621,1
lncRNA_052,33.2084624333125,2.50405359867853,0.999718103019794,1.50447770640075,0.132458409367159,1
lncRNA_053,1593.58239129363,-0.537597194768536,0.291190757858345,0,1,1
lncRNA_054,2486.83166290285,0.967542546868445,0.238010074589471,0,1,1
lncRNA_055,982.053016268248,0.512701866728202,0.198213278193244,0,1,1
lncRNA_056,431.645534201508,0.841027380185233,0.255153383908969,0,1,1
lncRNA_057,1165.87757927759,0.284480217164801,0.216425597096094,0,1,1
lncRNA_058,1.94765813469493,-1.39708483643715,2.54947537332235,-0.155751587401955,0.876228832450497,1
lncRNA_059,649.179485189222,-1.21298497942058,0.313923265055145,-0.678461914516489,0.497478863908427,1
lncRNA_060,32.4967696277305,1.30111216906693,0.841446813584802,0.357850507252031,0.720455190686285,1
lncRNA_064,0.0775184405972392,0.00244635671959755,4.18129092167749,0,1,1
