group_id,max_val,apul,peve,ptua,type,avg_identity,query,accession,id,reviewed,protein_name,organism,pident,length,evalue,bitscore,title,go_ids,go_bp,go_cc,go_mf,goslim_ids,goslim_names
OG_00044,0.3500016582680391,FUN_000272-T1,Peve_00027798,Pocillopora_meandrina_HIv1___RNAseq.g28985.t1,three_way,70.59733333333334,FUN_000272-T1,O75031,HSF2B_HUMAN,,Heat shock factor 2-binding protein,Homo sapiens (Human),43.2,190.0,5.9e-32,139.0,sp|O75031|HSF2B_HUMAN Heat shock factor 2-binding protein OS=Homo sapiens OX=9606 GN=HSF2BP PE=1 SV=1,GO:0005654; GO:0005694; GO:0005829; GO:0006366; GO:0007141; GO:0007144; GO:0007283; GO:1990918,double-strand break repair involved in meiotic recombination [GO:1990918]; female meiosis I [GO:0007144]; male meiosis I [GO:0007141]; spermatogenesis [GO:0007283]; transcription by RNA polymerase II [GO:0006366],chromosome [GO:0005694]; cytosol [GO:0005829]; nucleoplasm [GO:0005654],,GO:0005654; GO:0005694; GO:0005829; GO:0006281; GO:0006351; GO:0022414; GO:0043226; GO:0140013,nucleoplasm; chromosome; cytosol; DNA repair; DNA-templated transcription; reproductive process; organelle; meiotic nuclear division
OG_00176,0.1378270411337855,FUN_000867-T1,Peve_00021321,Pocillopora_meandrina_HIv1___RNAseq.g1836.t1,three_way,73.21166666666667,FUN_000867-T1,P14272,KLKB1_RAT,,Plasma kallikrein (EC 3.4.21.34) (Fletcher factor) (Kininogenin) (Plasma prekallikrein) [Cleaved into: Plasma kallikrein heavy chain; Plasma kallikrein light chain],Rattus norvegicus (Rat),32.8,238.0,4.2000000000000005e-33,144.1,sp|P14272|KLKB1_RAT Plasma kallikrein OS=Rattus norvegicus OX=10116 GN=Klkb1 PE=1 SV=1,GO:0004252; GO:0005615; GO:0006954; GO:0007596; GO:0031639; GO:0042730; GO:0051919; GO:0097421,blood coagulation [GO:0007596]; fibrinolysis [GO:0042730]; inflammatory response [GO:0006954]; liver regeneration [GO:0097421]; plasminogen activation [GO:0031639]; positive regulation of fibrinolysis [GO:0051919],extracellular space [GO:0005615],serine-type endopeptidase activity [GO:0004252],GO:0003824; GO:0005615; GO:0006954; GO:0016787; GO:0048856; GO:0051604; GO:0140096,"catalytic activity; extracellular space; inflammatory response; hydrolase activity; anatomical structure development; protein maturation; catalytic activity, acting on a protein"
OG_00301,0.1847871174216693,FUN_001099-T1,Peve_00003182,Pocillopora_meandrina_HIv1___RNAseq.g29378.t1,three_way,56.94566666666667,FUN_001099-T1,Q9Z0E1,,,,,31.4,369.0,1.7e-37,158.3,sp|Q9Z0E1|M1AP_MOUSE Meiosis 1 arrest protein OS=Mus musculus OX=10090 GN=M1ap PE=1 SV=2,,,,,,
OG_00312,0.2993150612414912,FUN_001115-T1,Peve_00029363,Pocillopora_meandrina_HIv1___RNAseq.g29357.t1,three_way,97.802,FUN_001115-T1,Q7ZUG0,RUXE_DANRE,,Small nuclear ribonucleoprotein E (snRNP-E) (Sm protein E) (Sm-E) (SmE),Danio rerio (Zebrafish) (Brachydanio rerio),86.5,89.0,6.1e-37,154.5,sp|Q7ZUG0|RUXE_DANRE Small nuclear ribonucleoprotein E OS=Danio rerio OX=7955 GN=snrpe PE=3 SV=1,GO:0000387; GO:0000398; GO:0003723; GO:0005634; GO:0005682; GO:0005684; GO:0005685; GO:0005686; GO:0005687; GO:0005829; GO:0034709; GO:0034715; GO:0034719; GO:0046540; GO:0071005; GO:0071007; GO:0071011,"mRNA splicing, via spliceosome [GO:0000398]; spliceosomal snRNP assembly [GO:0000387]",cytosol [GO:0005829]; methylosome [GO:0034709]; nucleus [GO:0005634]; pICln-Sm protein complex [GO:0034715]; precatalytic spliceosome [GO:0071011]; SMN-Sm protein complex [GO:0034719]; U1 snRNP [GO:0005685]; U2 snRNP [GO:0005686]; U2-type catalytic step 2 spliceosome [GO:0071007]; U2-type precatalytic spliceosome [GO:0071005]; U2-type spliceosomal complex [GO:0005684]; U4 snRNP [GO:0005687]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U5 snRNP [GO:0005682],RNA binding [GO:0003723],GO:0003723; GO:0005634; GO:0005829; GO:0016071; GO:0043226; GO:0065003,RNA binding; nucleus; cytosol; mRNA metabolic process; organelle; protein-containing complex assembly
OG_00553,0.2304679732575528,FUN_001596-T1,Peve_00004147,Pocillopora_meandrina_HIv1___RNAseq.g1984.t1,three_way,49.91966666666666,,,,,,,,,,,,,,,,,
OG_00563,0.1914498310319287,FUN_001618-T1,Peve_00045302,Pocillopora_meandrina_HIv1___RNAseq.g1946.t1,three_way,77.34833333333333,FUN_001618-T1,Q95JJ0,SG196_MACFA,,Protein O-mannose kinase (POMK) (EC 2.7.1.183) (Protein kinase-like protein SgK196) (Sugen kinase 196),Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey),45.8,297.0,7.7e-75,282.3,sp|Q95JJ0|SG196_MACFA Protein O-mannose kinase OS=Macaca fascicularis OX=9541 GN=POMK PE=2 SV=2,GO:0004672; GO:0005524; GO:0005789; GO:0006493; GO:0016773; GO:0019200; GO:0046835,carbohydrate phosphorylation [GO:0046835]; protein O-linked glycosylation [GO:0006493],endoplasmic reticulum membrane [GO:0005789],"ATP binding [GO:0005524]; carbohydrate kinase activity [GO:0019200]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]; protein kinase activity [GO:0004672]",GO:0003824; GO:0005975; GO:0009101; GO:0016740; GO:0140096; GO:1901135,"catalytic activity; carbohydrate metabolic process; glycoprotein biosynthetic process; transferase activity; catalytic activity, acting on a protein; carbohydrate derivative metabolic process"
OG_00578,0.1763080588927079,FUN_001640-T1,Peve_00020144,Pocillopora_meandrina_HIv1___RNAseq.g29421.t1,three_way,56.805166666666665,FUN_001640-T1,Q9EP86,,,,,27.3,322.0,5.5e-20,100.1,sp|Q9EP86|NPFF1_RAT Neuropeptide FF receptor 1 OS=Rattus norvegicus OX=10116 GN=Npffr1 PE=1 SV=1,,,,,,
OG_00688,0.1545309232443677,FUN_002360-T1,Peve_00029564,Pocillopora_meandrina_HIv1___RNAseq.g51.t1,three_way,43.132333333333335,,,,,,,,,,,,,,,,,
OG_00865,0.254193760635795,FUN_004131-T1,Peve_00009433,Pocillopora_meandrina_HIv1___RNAseq.g16790.t1,three_way,49.26166666666666,,,,,,,,,,,,,,,,,
OG_00943,0.452528077339709,FUN_004295-T1,Peve_00015845,Pocillopora_meandrina_HIv1___TS.g7893.t1,three_way,62.836666666666666,FUN_004295-T1,O96952,,,,,47.5,101.0,6.5e-21,101.7,sp|O96952|THIO_GEOCY Thioredoxin OS=Geodia cydonium OX=6047 GN=THIO PE=3 SV=1,,,,,,
OG_00995,0.2175055386435643,FUN_004404-T1,Peve_00009336,Pocillopora_meandrina_HIv1___RNAseq.g16887.t1,three_way,41.942,,,,,,,,,,,,,,,,,
OG_01142,0.2593260826486575,FUN_004722-T1,Peve_00005069,Pocillopora_meandrina_HIv1___RNAseq.g8838.t1,three_way,79.66,FUN_004722-T1,B0VYY5,COX5A_NOTPR,,"Cytochrome c oxidase subunit 5A, mitochondrial (Cytochrome c oxidase polypeptide Va)",Notamacropus parma (Parma wallaby) (Macropus parma),67.3,101.0,1.1e-34,147.1,"sp|B0VYY5|COX5A_NOTPR Cytochrome c oxidase subunit 5A, mitochondrial OS=Notamacropus parma OX=413582 GN=COX5A PE=2 SV=1",GO:0005743; GO:0006123; GO:0045277; GO:0046872,"mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]",mitochondrial inner membrane [GO:0005743]; respiratory chain complex IV [GO:0045277],metal ion binding [GO:0046872],GO:0006091,generation of precursor metabolites and energy
OG_01190,0.3397920814628739,FUN_004844-T1,Peve_00019431,Pocillopora_meandrina_HIv1___RNAseq.g8621.t1,three_way,65.215,,,,,,,,,,,,,,,,,
OG_01388,0.3169962584599652,FUN_005362-T1,Peve_00016034,Pocillopora_meandrina_HIv1___RNAseq.g8219.t1,three_way,76.58716666666668,FUN_005362-T1,Q96P56,,,,,38.1,546.0,1.8e-46,188.7,sp|Q96P56|CTSR2_HUMAN Cation channel sperm-associated protein 2 OS=Homo sapiens OX=9606 GN=CATSPER2 PE=1 SV=2,,,,,,
OG_01401,0.1984161741674054,FUN_005416-T1,Peve_00010106,Pocillopora_meandrina_HIv1___RNAseq.g6846.t1,three_way,58.453,,,,,,,,,,,,,,,,,
