group_id,Component_43,apul,peve,ptua,type,avg_identity,query,accession,id,reviewed,protein_name,organism,pident,length,evalue,bitscore,title,go_ids,go_bp,go_cc,go_mf,goslim_ids,goslim_names
OG_05071,1.0152561440188486,FUN_023293-T1,Peve_00003652,Pocillopora_meandrina_HIv1___RNAseq.g23035.t1,three_way,68.382,,,,,,,,,,,,,,,,,
OG_00531,0.8354436147843414,FUN_001545-T1,Peve_00033291,Pocillopora_meandrina_HIv1___RNAseq.g15386.t1,three_way,49.809666666666665,,,,,,,,,,,,,,,,,
OG_00643,0.8173433384954918,FUN_001887-T1,Peve_00030489,Pocillopora_meandrina_HIv1___RNAseq.g29129.t1,three_way,64.38266666666667,FUN_001887-T1,Q7RTY7,OVCH1_HUMAN,,Ovochymase-1 (EC 3.4.21.-),Homo sapiens (Human),40.6,286.0,1.8000000000000002e-44,181.8,sp|Q7RTY7|OVCH1_HUMAN Ovochymase-1 OS=Homo sapiens OX=9606 GN=OVCH1 PE=1 SV=3,GO:0004252; GO:0005576; GO:0006508; GO:0046872,proteolysis [GO:0006508],extracellular region [GO:0005576],metal ion binding [GO:0046872]; serine-type endopeptidase activity [GO:0004252],GO:0003824; GO:0005576; GO:0016787; GO:0140096,"catalytic activity; extracellular region; hydrolase activity; catalytic activity, acting on a protein"
OG_09295,0.7072579923254247,FUN_040146-T1,Peve_00038108,Pocillopora_meandrina_HIv1___RNAseq.g8511.t1,three_way,40.80866666666667,,,,,,,,,,,,,,,,,
OG_06218,0.6864779338933903,FUN_028160-T1,Peve_00000617,Pocillopora_meandrina_HIv1___RNAseq.g29828.t1,three_way,77.55183333333333,,,,,,,,,,,,,,,,,
OG_02101,0.6683552642928308,FUN_008377-T1,Peve_00024686,Pocillopora_meandrina_HIv1___RNAseq.g18396.t1,three_way,53.3375,,,,,,,,,,,,,,,,,
OG_09826,0.6682003113733994,FUN_042659-T1,Peve_00031591,Pocillopora_meandrina_HIv1___RNAseq.g4898.t1,three_way,46.13633333333333,,,,,,,,,,,,,,,,,
OG_09021,0.6518045315870359,FUN_038610-T1,Peve_00002803,Pocillopora_meandrina_HIv1___RNAseq.g988.t1,three_way,58.11266666666667,FUN_038610-T1,Q60437,BAIP2_CRIGR,,BAR/IMD domain-containing adapter protein 2 (Brain-specific angiogenesis inhibitor 1-associated protein 2) (BAI-associated protein 2) (BAI1-associated protein 2) (Insulin receptor substrate protein of 53 kDa) (IRSp53) (Insulin receptor substrate p53) (Insulin receptor tyrosine kinase 53 kDa substrate) (p58/p53),Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus),31.7,221.0,2.2e-23,111.7,sp|Q60437|BAIP2_CRIGR BAR/IMD domain-containing adapter protein 2 OS=Cricetulus griseus OX=10029 GN=BAIAP2 PE=1 SV=1,GO:0001726; GO:0005654; GO:0005829; GO:0005856; GO:0007009; GO:0008093; GO:0008360; GO:0016020; GO:0030175; GO:0030838; GO:0032956; GO:0051017; GO:0051764; GO:0070064,actin crosslink formation [GO:0051764]; actin filament bundle assembly [GO:0051017]; plasma membrane organization [GO:0007009]; positive regulation of actin filament polymerization [GO:0030838]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cell shape [GO:0008360],cytoskeleton [GO:0005856]; cytosol [GO:0005829]; filopodium [GO:0030175]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; ruffle [GO:0001726],cytoskeletal anchor activity [GO:0008093]; proline-rich region binding [GO:0070064],GO:0005654; GO:0005829; GO:0005856; GO:0043226; GO:0060090; GO:0061024,nucleoplasm; cytosol; cytoskeleton; organelle; molecular adaptor activity; membrane organization
OG_00499,0.6484499789070909,FUN_001472-T1,Peve_00026259,Pocillopora_meandrina_HIv1___RNAseq.g1911.t1,three_way,72.17666666666666,FUN_001472-T1,Q8VHT6,AS3MT_RAT,,Arsenite methyltransferase (EC 2.1.1.137) (Methylarsonite methyltransferase) (S-adenosyl-L-methionine:arsenic(III) methyltransferase),Rattus norvegicus (Rat),46.2,366.0,6.1e-86,319.3,sp|Q8VHT6|AS3MT_RAT Arsenite methyltransferase OS=Rattus norvegicus OX=10116 GN=As3mt PE=1 SV=1,GO:0005829; GO:0008276; GO:0008757; GO:0009404; GO:0018872; GO:0030791; GO:0032259; GO:0046685,arsonoacetate metabolic process [GO:0018872]; methylation [GO:0032259]; response to arsenic-containing substance [GO:0046685]; toxin metabolic process [GO:0009404],cytosol [GO:0005829],arsenite methyltransferase activity [GO:0030791]; protein methyltransferase activity [GO:0008276]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757],GO:0003824; GO:0005829; GO:0016740; GO:0140096,"catalytic activity; cytosol; transferase activity; catalytic activity, acting on a protein"
OG_09783,0.6481506975560949,FUN_042583-T1,Peve_00034294,Pocillopora_meandrina_HIv1___RNAseq.g16882.t1,three_way,83.662,FUN_042583-T1,P09132,SRP19_HUMAN,,Signal recognition particle 19 kDa protein (SRP19),Homo sapiens (Human),47.1,140.0,3.1000000000000002e-27,122.9,sp|P09132|SRP19_HUMAN Signal recognition particle 19 kDa protein OS=Homo sapiens OX=9606 GN=SRP19 PE=1 SV=3,GO:0003723; GO:0005730; GO:0005786; GO:0005829; GO:0006613; GO:0006617; GO:0008312; GO:0016604; GO:0048500,"cotranslational protein targeting to membrane [GO:0006613]; SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition [GO:0006617]","cytosol [GO:0005829]; nuclear body [GO:0016604]; nucleolus [GO:0005730]; signal recognition particle [GO:0048500]; signal recognition particle, endoplasmic reticulum targeting [GO:0005786]",7S RNA binding [GO:0008312]; RNA binding [GO:0003723],GO:0003723; GO:0005730; GO:0005829; GO:0043226; GO:0065003,RNA binding; nucleolus; cytosol; organelle; protein-containing complex assembly
