group_id,max_val,apul,peve,ptua,type,avg_identity,query,accession,id,reviewed,protein_name,organism,pident,length,evalue,bitscore,title,go_ids,go_bp,go_cc,go_mf,goslim_ids,goslim_names
OG_01095,1.324562693820134,FUN_004591-T2,Peve_00012404,Pocillopora_meandrina_HIv1___RNAseq.g6591.t1,three_way,63.417,,,,,,,,,,,,,,,,,
OG_01155,1.537607910445812,FUN_004766-T1,Peve_00019319,Pocillopora_meandrina_HIv1___RNAseq.g6698.t2,three_way,68.8935,FUN_004766-T1,Q5R4N8,,,,,40.4,779.0,6.3e-146,519.6,sp|Q5R4N8|A2MG_PONAB Alpha-2-macroglobulin OS=Pongo abelii OX=9601 GN=A2M PE=2 SV=1,,,,,,
OG_01177,1.163337304330483,FUN_004816-T1,Peve_00023831,Pocillopora_meandrina_HIv1___RNAseq.g8574.t1,three_way,59.54533333333333,FUN_004816-T1,Q25490,,,,,22.5,1034.0,1.1999999999999999e-35,155.2,sp|Q25490|APLP_MANSE Apolipophorins OS=Manduca sexta OX=7130 PE=2 SV=1,,,,,,
OG_01466,1.0000959980639488,FUN_006002-T1,Peve_00036060,Pocillopora_meandrina_HIv1___RNAseq.g19927.t1,three_way,76.86133333333333,FUN_006002-T1,A0A1U8QWA2,ATR12_EMENI,,Glycine betaine reductase ATRR (Nonribosomal peptide synthetase-like protein ATRR) [Includes: Carboxylic acid reductase (EC 1.2.1.-); Aldehyde reductase (EC 1.1.1.-)],Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),38.2,1317.0,3.3e-237,823.5,sp|A0A1U8QWA2|ATR12_EMENI Glycine betaine reductase ATRR OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=ATRR PE=1 SV=1,GO:0009058; GO:0016491; GO:0031177,biosynthetic process [GO:0009058],,oxidoreductase activity [GO:0016491]; phosphopantetheine binding [GO:0031177],GO:0003824; GO:0016491,catalytic activity; oxidoreductase activity
OG_01630,1.1150555664762252,FUN_006744-T1,Peve_00039581,Pocillopora_meandrina_HIv1___RNAseq.g20530.t1,three_way,63.90916666666666,FUN_006744-T1,Q8BNA6,FAT3_MOUSE,,Protocadherin Fat 3 (FAT tumor suppressor homolog 3),Mus musculus (Mouse),33.8,4122.0,0.0,2094.3,sp|Q8BNA6|FAT3_MOUSE Protocadherin Fat 3 OS=Mus musculus OX=10090 GN=Fat3 PE=1 SV=2,GO:0005509; GO:0005886; GO:0007156; GO:0010842; GO:0016358; GO:0030425; GO:0048667; GO:1904936; GO:2000171,cell morphogenesis involved in neuron differentiation [GO:0048667]; dendrite development [GO:0016358]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; interneuron migration [GO:1904936]; negative regulation of dendrite development [GO:2000171]; retina layer formation [GO:0010842],dendrite [GO:0030425]; plasma membrane [GO:0005886],calcium ion binding [GO:0005509],GO:0005886; GO:0007155; GO:0048856; GO:0048870,plasma membrane; cell adhesion; anatomical structure development; cell motility
OG_02502,1.0153704273510331,FUN_009857-T2,Peve_00009100,Pocillopora_meandrina_HIv1___RNAseq.g24506.t1,three_way,84.31183333333333,FUN_009857-T2,Q92005,,,,,85.1,462.0,2.1999999999999998e-231,802.7,sp|Q92005|EF1A_DANRE Elongation factor 1-alpha OS=Danio rerio OX=7955 GN=eef1a PE=2 SV=1,,,,,,
OG_02517,1.0517651418010598,FUN_010576-T1,Peve_00032735,Pocillopora_meandrina_HIv1___RNAseq.g21522.t1,three_way,61.242666666666665,,,,,,,,,,,,,,,,,
OG_03116,1.0568456384355005,FUN_012430-T1,Peve_00026925,Pocillopora_meandrina_HIv1___RNAseq.g23681.t1,three_way,55.942,FUN_012430-T1,Q7TXL8,,,,,25.4,2226.0,7.9e-140,501.5,sp|Q7TXL8|PPSC_MYCBO Phenolphthiocerol/phthiocerol polyketide synthase subunit C OS=Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) OX=233413 GN=ppsC PE=1 SV=1,,,,,,
OG_03914,1.0784444545846872,FUN_015998-T1,Peve_00023991,Pocillopora_meandrina_HIv1___RNAseq.g21377.t2,three_way,83.981,FUN_015998-T1,Q00944,,,,,41.0,1143.0,8.4e-229,795.4,sp|Q00944|FAK1_CHICK Focal adhesion kinase 1 OS=Gallus gallus OX=9031 GN=PTK2 PE=1 SV=2,,,,,,
OG_03948,1.173058308272254,FUN_016087-T1,Peve_00010774,Pocillopora_meandrina_HIv1___RNAseq.g21606.t1,three_way,69.82266666666666,FUN_016087-T1,Q92667,AKAP1_HUMAN,,"A-kinase anchor protein 1, mitochondrial (A-kinase anchor protein 149 kDa) (AKAP 149) (Dual specificity A-kinase-anchoring protein 1) (D-AKAP-1) (Protein kinase A-anchoring protein 1) (PRKA1) (Spermatid A-kinase anchor protein 84) (S-AKAP84)",Homo sapiens (Human),36.7,316.0,8.2e-45,183.0,"sp|Q92667|AKAP1_HUMAN A-kinase anchor protein 1, mitochondrial OS=Homo sapiens OX=9606 GN=AKAP1 PE=1 SV=1",GO:0003723; GO:0005739; GO:0005741; GO:0005829; GO:0006915; GO:0016020; GO:0034237; GO:0140374,antiviral innate immune response [GO:0140374]; apoptotic process [GO:0006915],cytosol [GO:0005829]; membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739],protein kinase A regulatory subunit binding [GO:0034237]; RNA binding [GO:0003723],GO:0002376; GO:0003723; GO:0005739; GO:0005829; GO:0012501; GO:0043226; GO:0098542,immune system process; RNA binding; mitochondrion; cytosol; programmed cell death; organelle; defense response to other organism
OG_03986,1.0040229678187695,FUN_016151-T3,Peve_00022570,Pocillopora_meandrina_HIv1___RNAseq.g21228.t1,three_way,51.66783333333333,FUN_016151-T3,Q5SW75,SSH2_MOUSE,,Protein phosphatase Slingshot homolog 2 (EC 3.1.3.16) (EC 3.1.3.48) (SSH-like protein 2) (SSH-2L) (mSSH-2L),Mus musculus (Mouse),48.9,509.0,4.7e-124,448.0,sp|Q5SW75|SSH2_MOUSE Protein phosphatase Slingshot homolog 2 OS=Mus musculus OX=10090 GN=Ssh2 PE=1 SV=2,GO:0001669; GO:0003779; GO:0004722; GO:0004725; GO:0005856; GO:0005925; GO:0007283; GO:0030154; GO:0030837,cell differentiation [GO:0030154]; negative regulation of actin filament polymerization [GO:0030837]; spermatogenesis [GO:0007283],acrosomal vesicle [GO:0001669]; cytoskeleton [GO:0005856]; focal adhesion [GO:0005925],actin binding [GO:0003779]; protein serine/threonine phosphatase activity [GO:0004722]; protein tyrosine phosphatase activity [GO:0004725],GO:0003824; GO:0005856; GO:0008092; GO:0016787; GO:0022414; GO:0030154; GO:0031410; GO:0043226; GO:0140096,"catalytic activity; cytoskeleton; cytoskeletal protein binding; hydrolase activity; reproductive process; cell differentiation; cytoplasmic vesicle; organelle; catalytic activity, acting on a protein"
OG_04032,1.0669584134680663,FUN_016340-T1,Peve_00044576,Pocillopora_meandrina_HIv1___RNAseq.g9730.t1,three_way,73.72266666666667,FUN_016340-T1,Q6P7A2,UBE4A_RAT,,Ubiquitin conjugation factor E4 A (EC 2.3.2.27) (RING-type E3 ubiquitin transferase E4 A),Rattus norvegicus (Rat),39.6,1095.0,2.2e-194,681.0,sp|Q6P7A2|UBE4A_RAT Ubiquitin conjugation factor E4 A OS=Rattus norvegicus OX=10116 GN=Ube4a PE=2 SV=1,GO:0000151; GO:0000209; GO:0005634; GO:0005737; GO:0006511; GO:0034450; GO:0036503; GO:0061630,ERAD pathway [GO:0036503]; protein polyubiquitination [GO:0000209]; ubiquitin-dependent protein catabolic process [GO:0006511],cytoplasm [GO:0005737]; nucleus [GO:0005634]; ubiquitin ligase complex [GO:0000151],ubiquitin protein ligase activity [GO:0061630]; ubiquitin-ubiquitin ligase activity [GO:0034450],GO:0003824; GO:0005634; GO:0016740; GO:0030163; GO:0043226; GO:0140096,"catalytic activity; nucleus; transferase activity; protein catabolic process; organelle; catalytic activity, acting on a protein"
OG_04165,1.026372827735559,FUN_016646-T1,Peve_00042745,Pocillopora_meandrina_HIv1___RNAseq.g199.t1,three_way,51.387166666666666,FUN_016646-T1,P30173,,,,,42.1,378.0,2.2e-80,302.4,sp|P30173|ACT13_SOLTU Actin-101 OS=Solanum tuberosum OX=4113 GN=AC101 PE=3 SV=1,,,,,,
