group_id,max_val,apul,peve,ptua,type,avg_identity,query,accession,id,reviewed,protein_name,organism,pident,length,evalue,bitscore,title,go_ids,go_bp,go_cc,go_mf,goslim_ids,goslim_names
OG_00069,2.090922002398492,FUN_000391-T1,Peve_00033595,Pocillopora_meandrina_HIv1___RNAseq.g2525.t1,three_way,47.93233333333333,,,,,,,,,,,,,,,,,
OG_00082,1.3079166358506484,FUN_000411-T1,Peve_00010961,Pocillopora_meandrina_HIv1___RNAseq.g2317.t1,three_way,32.01166666666666,,,,,,,,,,,,,,,,,
OG_00109,1.267639568596188,FUN_000501-T1,Peve_00043828,Pocillopora_meandrina_HIv1___RNAseq.g2406.t1,three_way,59.06433333333334,FUN_000501-T1,P11616,,,,,23.7,299.0,1.8e-08,61.6,sp|P11616|AA1R_CANLF Adenosine receptor A1 OS=Canis lupus familiaris OX=9615 GN=ADORA1 PE=2 SV=1,,,,,,
OG_00117,1.0937124745852371,FUN_000535-T1,Peve_00039805,Pocillopora_meandrina_HIv1___TS.g4883.t1,three_way,45.208,FUN_000535-T1,Q9Z2D7,,,,,27.8,399.0,2.5e-21,104.4,sp|Q9Z2D7|MBD4_MOUSE Methyl-CpG-binding domain protein 4 OS=Mus musculus OX=10090 GN=Mbd4 PE=1 SV=1,,,,,,
OG_00129,1.1698824382084263,FUN_000556-T1,Peve_00039813,Pocillopora_meandrina_HIv1___RNAseq.g2463.t1,three_way,76.964,FUN_000556-T1,P47747,,,,,27.6,322.0,1.8e-17,91.7,sp|P47747|HRH2_CAVPO Histamine H2 receptor OS=Cavia porcellus OX=10141 GN=HRH2 PE=3 SV=1,,,,,,
OG_00162,1.1348313650810706,FUN_000620-T1,Peve_00017114,Pocillopora_meandrina_HIv1___RNAseq.g1866.t1,three_way,76.233,FUN_000620-T1,O95427,PIGN_HUMAN,,GPI ethanolamine phosphate transferase 1 (EC 2.-.-.-) (GPI-ethanolamine transferase I) (GPI-ETI) (MCD4 homolog) (Phosphatidylinositol-glycan biosynthesis class N protein) (PIG-N),Homo sapiens (Human),53.5,939.0,5.1999999999999995e-264,912.1,sp|O95427|PIGN_HUMAN GPI ethanolamine phosphate transferase 1 OS=Homo sapiens OX=9606 GN=PIGN PE=1 SV=1,GO:0005789; GO:0005829; GO:0005886; GO:0006506; GO:0016020; GO:0051377,GPI anchor biosynthetic process [GO:0006506],cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; plasma membrane [GO:0005886],mannose-ethanolamine phosphotransferase activity [GO:0051377],GO:0003824; GO:0005829; GO:0005886; GO:0006629; GO:0016740; GO:1901135,catalytic activity; cytosol; plasma membrane; lipid metabolic process; transferase activity; carbohydrate derivative metabolic process
OG_00225,1.4908399289914729,FUN_000960-T1,Peve_00021379,Pocillopora_meandrina_HIv1___RNAseq.13437_t,three_way,86.795,FUN_000960-T1,P28271,ACOHC_MOUSE,,Cytoplasmic aconitate hydratase (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase) (Iron regulatory protein 1) (IRP1) (Iron-responsive element-binding protein 1) (IRE-BP 1),Mus musculus (Mouse),71.1,869.0,0.0,1303.1,sp|P28271|ACOHC_MOUSE Cytoplasmic aconitate hydratase OS=Mus musculus OX=10090 GN=Aco1 PE=1 SV=3,GO:0003994; GO:0005737; GO:0005739; GO:0005783; GO:0005794; GO:0005829; GO:0006099; GO:0006101; GO:0006417; GO:0006740; GO:0006879; GO:0009791; GO:0010040; GO:0010468; GO:0030350; GO:0046872; GO:0050892; GO:0051538; GO:0051539,citrate metabolic process [GO:0006101]; intestinal absorption [GO:0050892]; intracellular iron ion homeostasis [GO:0006879]; NADPH regeneration [GO:0006740]; post-embryonic development [GO:0009791]; regulation of gene expression [GO:0010468]; regulation of translation [GO:0006417]; response to iron(II) ion [GO:0010040]; tricarboxylic acid cycle [GO:0006099],cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; mitochondrion [GO:0005739],"3 iron, 4 sulfur cluster binding [GO:0051538]; 4 iron, 4 sulfur cluster binding [GO:0051539]; aconitate hydratase activity [GO:0003994]; iron-responsive element binding [GO:0030350]; metal ion binding [GO:0046872]",GO:0003723; GO:0003824; GO:0005739; GO:0005783; GO:0005794; GO:0005829; GO:0006091; GO:0016829; GO:0022600; GO:0043226; GO:0055086,RNA binding; catalytic activity; mitochondrion; endoplasmic reticulum; Golgi apparatus; cytosol; generation of precursor metabolites and energy; lyase activity; digestive system process; organelle; nucleobase-containing small molecule metabolic process
OG_00356,1.4114288099276442,FUN_001188-T1,Peve_00009673,Pocillopora_meandrina_HIv1___TS.g6724.t2,three_way,43.03966666666667,,,,,,,,,,,,,,,,,
OG_00376,1.5477381535163075,FUN_001219-T1,Peve_00035350,Pocillopora_meandrina_HIv1___RNAseq.g2554.t1,three_way,81.54166666666667,FUN_001219-T1,Q8BGF9,,,,,47.2,307.0,1.1e-74,281.6,sp|Q8BGF9|S2544_MOUSE Solute carrier family 25 member 44 OS=Mus musculus OX=10090 GN=Slc25a44 PE=1 SV=1,,,,,,
OG_00403,1.6256184131602192,FUN_001290-T1,Peve_00037014,Pocillopora_meandrina_HIv1___TS.g4708.t1b,three_way,90.79066666666668,FUN_001290-T1,P10860,DHE3_RAT,,"Glutamate dehydrogenase 1, mitochondrial (GDH 1) (EC 1.4.1.3) (Memory-related gene 2 protein) (MRG-2)",Rattus norvegicus (Rat),65.2,500.0,6.2e-198,691.8,"sp|P10860|DHE3_RAT Glutamate dehydrogenase 1, mitochondrial OS=Rattus norvegicus OX=10116 GN=Glud1 PE=1 SV=2",GO:0004352; GO:0004353; GO:0004354; GO:0005524; GO:0005525; GO:0005737; GO:0005739; GO:0005759; GO:0005783; GO:0006537; GO:0006538; GO:0006541; GO:0007616; GO:0010044; GO:0019899; GO:0021549; GO:0032024; GO:0042803; GO:0043531; GO:0070403; GO:0070728; GO:0072350,cerebellum development [GO:0021549]; glutamate biosynthetic process [GO:0006537]; glutamate catabolic process [GO:0006538]; glutamine metabolic process [GO:0006541]; long-term memory [GO:0007616]; positive regulation of insulin secretion [GO:0032024]; response to aluminum ion [GO:0010044]; tricarboxylic acid metabolic process [GO:0072350],cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],ADP binding [GO:0043531]; ATP binding [GO:0005524]; enzyme binding [GO:0019899]; glutamate dehydrogenase (NAD+) activity [GO:0004352]; glutamate dehydrogenase (NADP+) activity [GO:0004354]; glutamate dehydrogenase [NAD(P)+] activity [GO:0004353]; GTP binding [GO:0005525]; L-leucine binding [GO:0070728]; NAD+ binding [GO:0070403]; protein homodimerization activity [GO:0042803],GO:0003824; GO:0005739; GO:0005783; GO:0006520; GO:0016491; GO:0043226; GO:0048856; GO:0050877,catalytic activity; mitochondrion; endoplasmic reticulum; amino acid metabolic process; oxidoreductase activity; organelle; anatomical structure development; nervous system process
OG_00453,2.087357321137999,FUN_001377-T1,Peve_00021886,Pocillopora_meandrina_HIv1___RNAseq.g2136.t1,three_way,56.78516666666667,,,,,,,,,,,,,,,,,
OG_00491,1.3706942622971827,FUN_001461-T1,Peve_00027130,Pocillopora_meandrina_HIv1___TS.g4468.t1,three_way,90.859,FUN_001461-T1,Q8BTQ0,PCGF3_MOUSE,,Polycomb group RING finger protein 3 (RING finger protein 3A),Mus musculus (Mouse),57.9,242.0,6.200000000000001e-73,275.4,sp|Q8BTQ0|PCGF3_MOUSE Polycomb group RING finger protein 3 OS=Mus musculus OX=10090 GN=PcgF3 PE=1 SV=1,GO:0005654; GO:0008270; GO:0031519; GO:0060816; GO:0140862,random inactivation of X chromosome [GO:0060816],nucleoplasm [GO:0005654]; PcG protein complex [GO:0031519],histone H2AK119 ubiquitin ligase activity [GO:0140862]; zinc ion binding [GO:0008270],GO:0003824; GO:0005654; GO:0006325; GO:0016740; GO:0140096,"catalytic activity; nucleoplasm; chromatin organization; transferase activity; catalytic activity, acting on a protein"
OG_00501,1.1267024598289992,FUN_001476-T1,Peve_00044705,Pocillopora_meandrina_HIv1___RNAseq.g1913.t1,three_way,79.40833333333333,FUN_001476-T1,O73742,,,,,51.9,605.0,1.0000000000000001e-159,565.1,sp|O73742|COE3_XENLA Transcription factor COE3 OS=Xenopus laevis OX=8355 GN=coe3 PE=2 SV=2,,,,,,
OG_00615,2.044487582221041,FUN_001781-T1,Peve_00011615,Pocillopora_meandrina_HIv1___RNAseq.g2692.t1,three_way,85.85766666666667,FUN_001781-T1,A0A2R8QP51,DPP9_DANRE,,Dipeptidyl peptidase 9 (EC 3.4.14.5),Danio rerio (Zebrafish) (Brachydanio rerio),46.4,852.0,7.8e-219,761.9,sp|A0A2R8QP51|DPP9_DANRE Dipeptidyl peptidase 9 OS=Danio rerio OX=7955 GN=dpp9 PE=3 SV=1,GO:0004177; GO:0005634; GO:0006508; GO:0008236; GO:0008239; GO:0050727,proteolysis [GO:0006508]; regulation of inflammatory response [GO:0050727],nucleus [GO:0005634],aminopeptidase activity [GO:0004177]; dipeptidyl-peptidase activity [GO:0008239]; serine-type peptidase activity [GO:0008236],GO:0003824; GO:0005634; GO:0016787; GO:0043226; GO:0140096,"catalytic activity; nucleus; hydrolase activity; organelle; catalytic activity, acting on a protein"
OG_00802,1.1352616278745205,FUN_004000-T1,Peve_00034331,Pocillopora_meandrina_HIv1___RNAseq.g11698.t1,three_way,63.14333333333333,FUN_004000-T1,Q8CJ12,AGRG2_MOUSE,,"Adhesion G-protein coupled receptor G2 (G-protein coupled receptor 64) (Mouse epididymis-specific protein 6) (Me6) [Cleaved into: Adhesion G-protein coupled receptor G2, N-terminal fragment (ADGRG2 N-terminal fragment); Adhesion G-protein coupled receptor G2, C-terminal fragment (ADGRG2 C-terminal fragment)]",Mus musculus (Mouse),34.0,379.0,1.9e-50,203.4,sp|Q8CJ12|AGRG2_MOUSE Adhesion G-protein coupled receptor G2 OS=Mus musculus OX=10090 GN=Adgrg2 PE=1 SV=1,GO:0004930; GO:0005829; GO:0007166; GO:0007189; GO:0007286; GO:0016324,adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; cell surface receptor signaling pathway [GO:0007166]; spermatid development [GO:0007286],apical plasma membrane [GO:0016324]; cytosol [GO:0005829],G protein-coupled receptor activity [GO:0004930],GO:0005829; GO:0022414; GO:0048856; GO:0060089,cytosol; reproductive process; anatomical structure development; molecular transducer activity
OG_00811,2.4681767718025385,FUN_004011-T1,Peve_00044901,Pocillopora_meandrina_HIv1___RNAseq.g24674.t1,three_way,43.192,,,,,,,,,,,,,,,,,
OG_00952,1.6299472661152925,FUN_004312-T1,Peve_00033934,Pocillopora_meandrina_HIv1___RNAseq.g16986.t1,three_way,70.072,FUN_004312-T1,Q98864,,,,,42.5,1133.0,1.3999999999999999e-244,847.8,sp|Q98864|PTC1_DANRE Protein patched homolog 1 OS=Danio rerio OX=7955 GN=ptch1 PE=2 SV=1,,,,,,
OG_01040,1.8491229182292144,FUN_004477-T1,Peve_00033228,Pocillopora_meandrina_HIv1___RNAseq.g4945.t1,three_way,66.27733333333333,FUN_004477-T1,Q8BLA8,TRPA1_MOUSE,,Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor),Mus musculus (Mouse),27.2,949.0,1.1e-65,253.4,sp|Q8BLA8|TRPA1_MOUSE Transient receptor potential cation channel subfamily A member 1 OS=Mus musculus OX=10090 GN=Trpa1 PE=1 SV=1,GO:0005216; GO:0005245; GO:0005262; GO:0005886; GO:0006816; GO:0006874; GO:0007166; GO:0009409; GO:0009410; GO:0014832; GO:0015267; GO:0015278; GO:0016020; GO:0016324; GO:0030424; GO:0032421; GO:0034605; GO:0035774; GO:0042542; GO:0042802; GO:0046872; GO:0048265; GO:0050955; GO:0050966; GO:0050968; GO:0050974; GO:0051289; GO:0070301; GO:0070417; GO:0071240; GO:0071244; GO:0071313; GO:0097237; GO:0097553; GO:0097604; GO:0098908; GO:1903522; GO:1903793; GO:1990760,calcium ion transmembrane import into cytosol [GO:0097553]; calcium ion transport [GO:0006816]; cell surface receptor signaling pathway [GO:0007166]; cellular response to caffeine [GO:0071313]; cellular response to carbon dioxide [GO:0071244]; cellular response to cold [GO:0070417]; cellular response to food [GO:0071240]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to toxic substance [GO:0097237]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of mechanical stimulus involved in sensory perception [GO:0050974]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; intracellular calcium ion homeostasis [GO:0006874]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of monoatomic anion transport [GO:1903793]; protein homotetramerization [GO:0051289]; regulation of blood circulation [GO:1903522]; regulation of neuronal action potential [GO:0098908]; response to cold [GO:0009409]; response to hydrogen peroxide [GO:0042542]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; thermoception [GO:0050955]; urinary bladder smooth muscle contraction [GO:0014832],apical plasma membrane [GO:0016324]; axon [GO:0030424]; membrane [GO:0016020]; plasma membrane [GO:0005886]; stereocilium bundle [GO:0032421],calcium channel activity [GO:0005262]; channel activity [GO:0015267]; identical protein binding [GO:0042802]; intracellularly gated calcium channel activity [GO:0015278]; metal ion binding [GO:0046872]; monoatomic ion channel activity [GO:0005216]; osmolarity-sensing monoatomic cation channel activity [GO:1990760]; temperature-gated cation channel activity [GO:0097604]; voltage-gated calcium channel activity [GO:0005245],GO:0003012; GO:0005215; GO:0005886; GO:0050877; GO:0055085; GO:0060089; GO:0065003; GO:0098772; GO:0140299,muscle system process; transporter activity; plasma membrane; nervous system process; transmembrane transport; molecular transducer activity; protein-containing complex assembly; molecular function regulator activity; molecular sensor activity
OG_01060,2.5126489284578897,FUN_004515-T1,Peve_00044063,Pocillopora_meandrina_HIv1___RNAseq.g11318.t1,three_way,65.01150000000001,FUN_004515-T1,Q9Z1P7,,,,,39.5,253.0,1.3e-45,186.8,sp|Q9Z1P7|KANK3_MOUSE KN motif and ankyrin repeat domain-containing protein 3 OS=Mus musculus OX=10090 GN=Kank3 PE=1 SV=1,,,,,,
OG_01078,1.2731840340716765,FUN_004566-T1,Peve_00016038,Pocillopora_meandrina_HIv1___RNAseq.g8224.t1,three_way,70.882,FUN_004566-T1,P16393,,,,,46.1,915.0,5.000000000000001e-208,726.1,sp|P16393|HMDH_STRPU 3-hydroxy-3-methylglutaryl-coenzyme A reductase OS=Strongylocentrotus purpuratus OX=7668 GN=HMGCR PE=2 SV=2,,,,,,
OG_01166,1.251486882654861,FUN_004786-T1,Peve_00037743,Pocillopora_meandrina_HIv1___RNAseq.g8520.t1,three_way,93.30766666666666,FUN_004786-T1,Q8C4X2,,,,,80.6,330.0,1.9e-155,550.1,sp|Q8C4X2|KC1G3_MOUSE Casein kinase I isoform gamma-3 OS=Mus musculus OX=10090 GN=Csnk1g3 PE=1 SV=2,,,,,,
OG_01177,3.066879730220569,FUN_004816-T1,Peve_00023831,Pocillopora_meandrina_HIv1___RNAseq.g8574.t1,three_way,59.54533333333333,FUN_004816-T1,Q25490,,,,,22.5,1034.0,1.1999999999999999e-35,155.2,sp|Q25490|APLP_MANSE Apolipophorins OS=Manduca sexta OX=7130 PE=2 SV=1,,,,,,
OG_01235,1.0406632124275057,FUN_004920-T1,Peve_00044504,Pocillopora_meandrina_HIv1___RNAseq.g8353.t1,three_way,57.138666666666666,FUN_004920-T1,Q06441,,,,,45.8,938.0,1.4e-86,322.8,sp|Q06441|TSP4_XENLA Thrombospondin-4 OS=Xenopus laevis OX=8355 GN=thbs4 PE=2 SV=1,,,,,,
OG_01333,1.259228807749559,FUN_005230-T1,Peve_00042881,Pocillopora_meandrina_HIv1___RNAseq.g8115.t1,three_way,67.631,FUN_005230-T1,Q8C9M2,,,,,67.3,49.0,1.1e-13,79.7,sp|Q8C9M2|CCD15_MOUSE Coiled-coil domain-containing protein 15 OS=Mus musculus OX=10090 GN=Ccdc15 PE=2 SV=2,,,,,,
OG_01354,1.884241852624243,FUN_005267-T1,Peve_00003352,Pocillopora_meandrina_HIv1___RNAseq.g8154.t1,three_way,58.39033333333333,FUN_005267-T1,B5X4E0,,,,,38.4,289.0,2.6000000000000003e-44,180.6,sp|B5X4E0|CALUB_SALSA Calumenin-B OS=Salmo salar OX=8030 GN=calub PE=2 SV=1,,,,,,
OG_01399,1.918315160377157,FUN_005387-T1,Peve_00044223,Pocillopora_meandrina_HIv1___RNAseq.g6614.t1,three_way,86.572,FUN_005387-T1,Q32LQ4,,,,,68.3,262.0,1.9e-105,384.0,sp|Q32LQ4|BHMT1_DANRE Betaine--homocysteine S-methyltransferase 1 OS=Danio rerio OX=7955 GN=bhmt PE=2 SV=1,,,,,,
OG_01403,1.367502817489961,FUN_005467-T1,Peve_00002034,Pocillopora_meandrina_HIv1___TS.g362.t1,three_way,65.028,FUN_005467-T1,Q25197,,,,,37.8,1370.0,2.5e-238,827.4,sp|Q25197|HTK7_HYDVU Putative insulin-like peptide receptor OS=Hydra vulgaris OX=6087 GN=HTK7 PE=2 SV=1,,,,,,
OG_01408,1.923337496057094,FUN_005479-T1,Peve_00001976,Pocillopora_meandrina_HIv1___RNAseq.g6643.t1,three_way,83.39633333333333,FUN_005479-T1,P50904,,,,,47.7,900.0,1.4e-237,824.3,sp|P50904|RASA1_RAT Ras GTPase-activating protein 1 OS=Rattus norvegicus OX=10116 GN=Rasa1 PE=1 SV=1,,,,,,
OG_01424,1.421182786512573,FUN_005808-T1,Peve_00004975,Pocillopora_meandrina_HIv1___RNAseq.g19447.t1,three_way,71.41199999999999,FUN_005808-T1,Q2HJE4,UBP15_BOVIN,,Ubiquitin carboxyl-terminal hydrolase 15 (EC 3.4.19.12) (Deubiquitinating enzyme 15) (Ubiquitin thioesterase 15) (Ubiquitin-specific-processing protease 15),Bos taurus (Bovine),56.1,919.0,3.100000000000001e-277,956.1,sp|Q2HJE4|UBP15_BOVIN Ubiquitin carboxyl-terminal hydrolase 15 OS=Bos taurus OX=9913 GN=USP15 PE=2 SV=1,GO:0004197; GO:0004843; GO:0005634; GO:0005737; GO:0005739; GO:0006508; GO:0030509; GO:0030512; GO:0035520; GO:0140673; GO:1905035; GO:1990167,BMP signaling pathway [GO:0030509]; monoubiquitinated protein deubiquitination [GO:0035520]; negative regulation of antifungal innate immune response [GO:1905035]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; protein K27-linked deubiquitination [GO:1990167]; proteolysis [GO:0006508]; transcription elongation-coupled chromatin remodeling [GO:0140673],cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; nucleus [GO:0005634],cysteine-type deubiquitinase activity [GO:0004843]; cysteine-type endopeptidase activity [GO:0004197],GO:0003824; GO:0005634; GO:0005739; GO:0006325; GO:0016787; GO:0043226; GO:0140096,"catalytic activity; nucleus; mitochondrion; chromatin organization; hydrolase activity; organelle; catalytic activity, acting on a protein"
OG_01464,1.0690035677644287,FUN_006000-T1,Peve_00036040,Pocillopora_meandrina_HIv1___RNAseq.3462_t,three_way,85.708,FUN_006000-T1,Q8CIH9,PUR1_MOUSE,,Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPAT),Mus musculus (Mouse),60.8,533.0,4.7e-179,629.0,sp|Q8CIH9|PUR1_MOUSE Amidophosphoribosyltransferase OS=Mus musculus OX=10090 GN=Ppat PE=1 SV=1,GO:0004044; GO:0006177; GO:0006189; GO:0009113; GO:0044208; GO:0046872; GO:0051539; GO:0097294,'de novo' AMP biosynthetic process [GO:0044208]; 'de novo' IMP biosynthetic process [GO:0006189]; 'de novo' XMP biosynthetic process [GO:0097294]; GMP biosynthetic process [GO:0006177]; purine nucleobase biosynthetic process [GO:0009113],,"4 iron, 4 sulfur cluster binding [GO:0051539]; amidophosphoribosyltransferase activity [GO:0004044]; metal ion binding [GO:0046872]",GO:0003824; GO:0016740; GO:0055086; GO:1901135,catalytic activity; transferase activity; nucleobase-containing small molecule metabolic process; carbohydrate derivative metabolic process
