group_id,max_val,apul,peve,ptua,type,avg_identity,query,accession,id,reviewed,protein_name,organism,pident,length,evalue,bitscore,title,go_ids,go_bp,go_cc,go_mf,goslim_ids,goslim_names
OG_00045,0.2149580587316323,FUN_000276-T1,Peve_00044046,Pocillopora_meandrina_HIv1___RNAseq.g28996.t1,three_way,70.16666666666667,FUN_000276-T1,Q4N4N8,TXND_THEPA,,Thioredoxin domain-containing protein (Membrane protein 23) (mp23),Theileria parva (East coast fever infection agent),31.8,173.0,3.6e-17,90.1,sp|Q4N4N8|TXND_THEPA Thioredoxin domain-containing protein OS=Theileria parva OX=5875 GN=TP02_0602 PE=1 SV=1,GO:0005788; GO:0005789; GO:0015035; GO:0034976,response to endoplasmic reticulum stress [GO:0034976],endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789],protein-disulfide reductase activity [GO:0015035],GO:0003824; GO:0016491; GO:0140096,"catalytic activity; oxidoreductase activity; catalytic activity, acting on a protein"
OG_00337,0.4081371128718772,FUN_001158-T1,Peve_00043471,Pocillopora_meandrina_HIv1___RNAseq.g29220.t1,three_way,76.751,FUN_001158-T1,Q7ZXG7,,,,,68.5,232.0,3.9e-96,352.4,sp|Q7ZXG7|GAMTA_XENLA Guanidinoacetate N-methyltransferase A OS=Xenopus laevis OX=8355 GN=gamt-a PE=2 SV=1,,,,,,
OG_00431,0.1966202019099658,FUN_001341-T1,Peve_00036939,Pocillopora_meandrina_HIv1___RNAseq.g2290.t1,three_way,95.667,FUN_001341-T1,P25867,UBCD1_DROME,,Ubiquitin-conjugating enzyme E2-17 kDa (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme D1) (Protein effete) (Ubiquitin carrier protein) (Ubiquitin-protein ligase),Drosophila melanogaster (Fruit fly),95.2,147.0,5.000000000000001e-81,301.6,sp|P25867|UBCD1_DROME Ubiquitin-conjugating enzyme E2-17 kDa OS=Drosophila melanogaster OX=7227 GN=eff PE=1 SV=1,GO:0000209; GO:0000278; GO:0001745; GO:0001751; GO:0005524; GO:0005634; GO:0005829; GO:0006511; GO:0007140; GO:0016322; GO:0016567; GO:0030718; GO:0031145; GO:0031625; GO:0031647; GO:0045676; GO:0045879; GO:0048132; GO:0051276; GO:0061057; GO:0061631; GO:0097039,anaphase-promoting complex-dependent catabolic process [GO:0031145]; chromosome organization [GO:0051276]; compound eye morphogenesis [GO:0001745]; compound eye photoreceptor cell differentiation [GO:0001751]; female germ-line stem cell asymmetric division [GO:0048132]; germ-line stem cell population maintenance [GO:0030718]; male meiotic nuclear division [GO:0007140]; mitotic cell cycle [GO:0000278]; negative regulation of smoothened signaling pathway [GO:0045879]; neuron remodeling [GO:0016322]; peptidoglycan recognition protein signaling pathway [GO:0061057]; protein linear polyubiquitination [GO:0097039]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; regulation of protein stability [GO:0031647]; regulation of R7 cell differentiation [GO:0045676]; ubiquitin-dependent protein catabolic process [GO:0006511],cytosol [GO:0005829]; nucleus [GO:0005634],ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin protein ligase binding [GO:0031625],GO:0000278; GO:0002376; GO:0003824; GO:0005634; GO:0005829; GO:0016740; GO:0022414; GO:0030154; GO:0030163; GO:0043226; GO:0140013; GO:0140096,"mitotic cell cycle; immune system process; catalytic activity; nucleus; cytosol; transferase activity; reproductive process; cell differentiation; protein catabolic process; organelle; meiotic nuclear division; catalytic activity, acting on a protein"
OG_00937,0.2679597517761342,FUN_004286-T1,Peve_00018586,Pocillopora_meandrina_HIv1___RNAseq.g11765.t1,three_way,67.23033333333333,FUN_004286-T1,Q6NU91,,,,,42.3,515.0,5.9e-106,386.3,sp|Q6NU91|NOC4B_XENLA Nucleolar complex protein 4 homolog B OS=Xenopus laevis OX=8355 GN=noc4l-b PE=2 SV=1,,,,,,
OG_01083,0.2285282992086821,FUN_004573-T1,Peve_00041481,Pocillopora_meandrina_HIv1___RNAseq.g6645.t1,three_way,57.525666666666666,FUN_004573-T1,P12394,,,,,34.0,509.0,1.3e-72,275.4,"sp|P12394|CP17A_CHICK Steroid 17-alpha-hydroxylase/17,20 lyase OS=Gallus gallus OX=9031 GN=CYP17A1 PE=2 SV=1",,,,,,
OG_01525,0.3118102791171928,FUN_006321-T1,Peve_00021265,Pocillopora_meandrina_HIv1___RNAseq.g20358.t1,three_way,74.99366666666667,FUN_006321-T1,Q3KNI6,DAAF6_MOUSE,,Dynein axonemal assembly factor 6 (PIH1 domain-containing protein 3),Mus musculus (Mouse),34.6,185.0,4.4e-21,102.8,sp|Q3KNI6|DAAF6_MOUSE Dynein axonemal assembly factor 6 OS=Mus musculus OX=10090 GN=Dnaaf6 PE=1 SV=1,GO:0003341; GO:0005737; GO:0005802; GO:0030317; GO:0036158; GO:0036159; GO:0045505; GO:0051087; GO:0070286,axonemal dynein complex assembly [GO:0070286]; cilium movement [GO:0003341]; flagellated sperm motility [GO:0030317]; inner dynein arm assembly [GO:0036159]; outer dynein arm assembly [GO:0036158],cytoplasm [GO:0005737]; trans-Golgi network [GO:0005802],dynein intermediate chain binding [GO:0045505]; protein-folding chaperone binding [GO:0051087],GO:0007018; GO:0022414; GO:0048870; GO:0065003,microtubule-based movement; reproductive process; cell motility; protein-containing complex assembly
OG_01735,0.3908112183228023,FUN_007054-T1,Peve_00003799,Pocillopora_meandrina_HIv1___RNAseq.g20071.t1,three_way,78.438,FUN_007054-T1,Q01664,TFAP4_HUMAN,,Transcription factor AP-4 (Activating enhancer-binding protein 4) (Class C basic helix-loop-helix protein 41) (bHLHc41),Homo sapiens (Human),53.6,140.0,7.5e-27,122.5,sp|Q01664|TFAP4_HUMAN Transcription factor AP-4 OS=Homo sapiens OX=9606 GN=TFAP4 PE=1 SV=2,GO:0000785; GO:0000976; GO:0000978; GO:0000981; GO:0001228; GO:0003677; GO:0005634; GO:0005654; GO:0005739; GO:0006357; GO:0008285; GO:0010629; GO:0017053; GO:0030330; GO:0042803; GO:0042826; GO:0043065; GO:0043392; GO:0043565; GO:0043922; GO:0043923; GO:0045736; GO:0045892; GO:0045893; GO:0065003; GO:0070888; GO:0071549; GO:1901990; GO:1990837,"cellular response to dexamethasone stimulus [GO:0071549]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; negative regulation by host of viral transcription [GO:0043922]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0045736]; negative regulation of DNA binding [GO:0043392]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of gene expression [GO:0010629]; positive regulation by host of viral transcription [GO:0043923]; positive regulation of apoptotic process [GO:0043065]; positive regulation of DNA-templated transcription [GO:0045893]; protein-containing complex assembly [GO:0065003]; regulation of mitotic cell cycle phase transition [GO:1901990]; regulation of transcription by RNA polymerase II [GO:0006357]",chromatin [GO:0000785]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription repressor complex [GO:0017053],"DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; E-box binding [GO:0070888]; histone deacetylase binding [GO:0042826]; protein homodimerization activity [GO:0042803]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription cis-regulatory region binding [GO:0000976]",GO:0003677; GO:0005634; GO:0005654; GO:0005739; GO:0006355; GO:0043226; GO:0065003; GO:0140110,DNA binding; nucleus; nucleoplasm; mitochondrion; regulation of DNA-templated transcription; organelle; protein-containing complex assembly; transcription regulator activity
OG_01907,0.3180350941983288,FUN_007921-T1,Peve_00040678,Pocillopora_meandrina_HIv1___RNAseq.g30088.t1,three_way,83.092,FUN_007921-T1,P02513,,,,,42.2,90.0,6.3e-14,79.3,sp|P02513|HSP17_CAEEL Heat shock protein Hsp-16.48/Hsp-16.49 OS=Caenorhabditis elegans OX=6239 GN=hsp-16.48 PE=2 SV=1,,,,,,
OG_02513,0.2017482124846414,FUN_010557-T1,Peve_00032715,Pocillopora_meandrina_HIv1___TS.g26164.t1,three_way,92.39433333333334,FUN_010557-T1,Q2KII4,ELOC_BOVIN,,Elongin-C (EloC) (Elongin 15 kDa subunit) (RNA polymerase II transcription factor SIII subunit C) (SIII p15) (Transcription elongation factor B polypeptide 1),Bos taurus (Bovine),88.0,108.0,5.8e-51,201.4,sp|Q2KII4|ELOC_BOVIN Elongin-C OS=Bos taurus OX=9913 GN=ELOC PE=1 SV=1,GO:0006511; GO:0016567; GO:0030674; GO:0031466; GO:0070449,protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511],Cul5-RING ubiquitin ligase complex [GO:0031466]; elongin complex [GO:0070449],protein-macromolecule adaptor activity [GO:0030674],GO:0060090,molecular adaptor activity
OG_02745,0.3747311648417802,FUN_011322-T1,Peve_00039481,Pocillopora_meandrina_HIv1___TS.g19552.t1,three_way,71.28733333333334,,,,,,,,,,,,,,,,,
