group_id,max_val,apul,peve,ptua,type,avg_identity,query,accession,id,reviewed,protein_name,organism,pident,length,evalue,bitscore,title,go_ids,go_bp,go_cc,go_mf,goslim_ids,goslim_names
OG_00002,2.69298295988786,FUN_000189-T1,Peve_00038462,Pocillopora_meandrina_HIv1___RNAseq.g28888.t3,three_way,68.72583333333334,FUN_000189-T1,Q9DCT6,,,,,38.0,171.0,4.6e-18,92.8,sp|Q9DCT6|BAP18_MOUSE BPTF-associated chromatin complex component 1 OS=Mus musculus OX=10090 GN=Bacc1 PE=1 SV=1,,,,,,
OG_00009,1.014437487146458,FUN_000197-T1,Peve_00027182,Pocillopora_meandrina_HIv1___RNAseq.g28901.t1,three_way,56.498333333333335,FUN_000197-T1,Q8TCT7,,,,,44.7,488.0,1.6e-89,331.6,sp|Q8TCT7|SPP2B_HUMAN Signal peptide peptidase-like 2B OS=Homo sapiens OX=9606 GN=SPPL2B PE=1 SV=2,,,,,,
OG_00010,2.1118464008825244,FUN_000198-T1,Peve_00027181,Pocillopora_meandrina_HIv1___RNAseq.g28902.t1,three_way,59.28266666666666,,,,,,,,,,,,,,,,,
OG_00015,1.5286459602991664,FUN_000208-T1,Peve_00027726,Pocillopora_meandrina_HIv1___RNAseq.g28911.t2,three_way,63.83766666666666,FUN_000208-T1,Q6NXR4,TTI2_HUMAN,,TELO2-interacting protein 2,Homo sapiens (Human),42.4,184.0,9.700000000000001e-34,144.8,sp|Q6NXR4|TTI2_HUMAN TELO2-interacting protein 2 OS=Homo sapiens OX=9606 GN=TTI2 PE=1 SV=1,GO:0005634; GO:0050821; GO:0110078; GO:2000003,positive regulation of DNA damage checkpoint [GO:2000003]; protein stabilization [GO:0050821],nucleus [GO:0005634]; TTT Hsp90 cochaperone complex [GO:0110078],,GO:0005634; GO:0043226,nucleus; organelle
OG_00016,1.3188019218546967,FUN_000210-T1,Peve_00022649,Pocillopora_meandrina_HIv1___TS.g6133.t2,three_way,62.794,FUN_000210-T1,Q9EQH2,ERAP1_MOUSE,,Endoplasmic reticulum aminopeptidase 1 (EC 3.4.11.-) (ARTS-1) (Adipocyte-derived leucine aminopeptidase) (A-LAP) (Aminopeptidase PILS) (Puromycin-insensitive leucyl-specific aminopeptidase) (PILS-AP) (VEGF-induced aminopeptidase),Mus musculus (Mouse),40.9,694.0,1.1e-145,518.8,sp|Q9EQH2|ERAP1_MOUSE Endoplasmic reticulum aminopeptidase 1 OS=Mus musculus OX=10090 GN=Erap1 PE=1 SV=2,GO:0002250; GO:0004177; GO:0005138; GO:0005576; GO:0005737; GO:0005789; GO:0006508; GO:0006509; GO:0008233; GO:0008235; GO:0008270; GO:0045766,adaptive immune response [GO:0002250]; membrane protein ectodomain proteolysis [GO:0006509]; positive regulation of angiogenesis [GO:0045766]; proteolysis [GO:0006508],cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; extracellular region [GO:0005576],aminopeptidase activity [GO:0004177]; interleukin-6 receptor binding [GO:0005138]; metalloexopeptidase activity [GO:0008235]; peptidase activity [GO:0008233]; zinc ion binding [GO:0008270],GO:0002376; GO:0003824; GO:0005576; GO:0016787; GO:0140096,"immune system process; catalytic activity; extracellular region; hydrolase activity; catalytic activity, acting on a protein"
OG_00020,4.033783001266159,FUN_000216-T1,Peve_00018873,Pocillopora_meandrina_HIv1___RNAseq.g28926.t1,three_way,52.28366666666667,,,,,,,,,,,,,,,,,
OG_00026,1.3134287720191344,FUN_000229-T1,Peve_00012013,Pocillopora_meandrina_HIv1___RNAseq.g28944.t1,three_way,74.97,FUN_000229-T1,Q3ZBL9,,,,,41.9,284.0,2.3e-51,204.1,sp|Q3ZBL9|CCNH_BOVIN Cyclin-H OS=Bos taurus OX=9913 GN=CCNH PE=2 SV=1,,,,,,
OG_00028,1.5387528248580904,FUN_000231-T1,Peve_00012025,Pocillopora_meandrina_HIv1___RNAseq.g28946.t1,three_way,54.33083333333334,FUN_000231-T1,Q1ZXH8,GXCDD_DICDI,,Guanine exchange factor for Rac 30,Dictyostelium discoideum (Social amoeba),36.5,203.0,4.3e-26,122.5,sp|Q1ZXH8|GXCDD_DICDI Guanine exchange factor for Rac 30 OS=Dictyostelium discoideum OX=44689 GN=gxcDD PE=4 SV=3,GO:0005085; GO:0005096; GO:0005547; GO:0005737; GO:0005856; GO:0005938; GO:0008270; GO:0016020; GO:0030587; GO:0030670; GO:0031152; GO:0031267; GO:0032009; GO:0035556,aggregation involved in sorocarp development [GO:0031152]; intracellular signal transduction [GO:0035556]; sorocarp development [GO:0030587],cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; early phagosome [GO:0032009]; membrane [GO:0016020]; phagocytic vesicle membrane [GO:0030670],"GTPase activator activity [GO:0005096]; guanyl-nucleotide exchange factor activity [GO:0005085]; phosphatidylinositol-3,4,5-trisphosphate binding [GO:0005547]; small GTPase binding [GO:0031267]; zinc ion binding [GO:0008270]",GO:0005856; GO:0008289; GO:0031410; GO:0043226; GO:0048856; GO:0098772,cytoskeleton; lipid binding; cytoplasmic vesicle; organelle; anatomical structure development; molecular function regulator activity
OG_00029,1.0777188733509877,FUN_000232-T1,Peve_00033351,Pocillopora_meandrina_HIv1___RNAseq.g28949.t1,three_way,73.66199999999999,FUN_000232-T1,Q9R111,GUAD_MOUSE,,Guanine deaminase (Guanase) (Guanine aminase) (EC 3.5.4.3) (Guanine aminohydrolase) (GAH),Mus musculus (Mouse),50.3,441.0,2.3e-118,427.2,sp|Q9R111|GUAD_MOUSE Guanine deaminase OS=Mus musculus OX=10090 GN=Gda PE=1 SV=1,GO:0000255; GO:0005829; GO:0006147; GO:0006161; GO:0008270; GO:0008892; GO:0043605; GO:0046038; GO:0046055,allantoin metabolic process [GO:0000255]; amide catabolic process [GO:0043605]; deoxyguanosine catabolic process [GO:0006161]; dGMP catabolic process [GO:0046055]; GMP catabolic process [GO:0046038]; guanine catabolic process [GO:0006147],cytosol [GO:0005829],guanine deaminase activity [GO:0008892]; zinc ion binding [GO:0008270],GO:0003824; GO:0005829; GO:0016787; GO:0055086; GO:1901135,catalytic activity; cytosol; hydrolase activity; nucleobase-containing small molecule metabolic process; carbohydrate derivative metabolic process
OG_00034,2.2301207120426407,FUN_000240-T1,Peve_00033355,Pocillopora_meandrina_HIv1___TS.g6176.t1,three_way,44.82333333333333,,,,,,,,,,,,,,,,,
