gene	module	V1	V3	Protein.names	Organism	Gene.Ontology..biological.process.	Gene.Ontology.IDs
FUN_002363	ME30	NA	NA	NA	NA	NA	NA
FUN_002411	ME30	NA	NA	NA	NA	NA	NA
FUN_002413	ME30	NA	NA	NA	NA	NA	NA
FUN_002415	ME30	NA	NA	NA	NA	NA	NA
FUN_002416	ME30	NA	NA	NA	NA	NA	NA
FUN_002418	ME30	NA	NA	NA	NA	NA	NA
FUN_002419	ME30	NA	NA	NA	NA	NA	NA
FUN_002409	ME30	NA	NA	NA	NA	NA	NA
FUN_002437	ME30	NA	NA	NA	NA	NA	NA
FUN_002532	ME30	NA	NA	NA	NA	NA	NA
FUN_002533	ME30	NA	NA	NA	NA	NA	NA
FUN_002543	ME30	NA	NA	NA	NA	NA	NA
FUN_002546	ME30	NA	NA	NA	NA	NA	NA
FUN_002558	ME30	NA	NA	NA	NA	NA	NA
FUN_003708	ME30	NA	NA	NA	NA	NA	NA
FUN_004117	ME30	ntLink_8:19494670-19508677	P70270	DNA repair and recombination protein RAD54-like (EC 3.6.4.12) (RAD54 homolog) (mHR54) (mRAD54)	Mus musculus (Mouse)	cellular response to DNA damage stimulus [GO:0006974]; chromosome organization [GO:0051276]; determination of adult lifespan [GO:0008340]; double-strand break repair [GO:0006302]; double-strand break repair via homologous recombination [GO:0000724]; double-strand break repair via synthesis-dependent strand annealing [GO:0045003]; reciprocal meiotic recombination [GO:0007131]; response to ionizing radiation [GO:0010212]; response to xenobiotic stimulus [GO:0009410]	GO:0000724; GO:0004386; GO:0005524; GO:0005634; GO:0005654; GO:0006302; GO:0006974; GO:0007131; GO:0008340; GO:0009410; GO:0010212; GO:0015616; GO:0016887; GO:0032991; GO:0036310; GO:0045003; GO:0046872; GO:0051276; GO:0140658
FUN_004170	ME45	NA	NA	NA	NA	NA	NA
FUN_004583	ME30	NA	NA	NA	NA	NA	NA
FUN_004587	ME30	NA	NA	NA	NA	NA	NA
FUN_004604	ME30	NA	NA	NA	NA	NA	NA
FUN_004831	ME30	NA	NA	NA	NA	NA	NA
FUN_005099	ME30	NA	NA	NA	NA	NA	NA
FUN_005073	ME30	NA	NA	NA	NA	NA	NA
FUN_005268	ME45	NA	NA	NA	NA	NA	NA
FUN_005449	ME53	NA	NA	NA	NA	NA	NA
FUN_000591	ME45	NA	NA	NA	NA	NA	NA
FUN_000892	ME45	NA	NA	NA	NA	NA	NA
FUN_000919	ME45	NA	NA	NA	NA	NA	NA
FUN_001048	ME45	NA	NA	NA	NA	NA	NA
FUN_001307	ME45	NA	NA	NA	NA	NA	NA
FUN_002199	ME30	NA	NA	NA	NA	NA	NA
FUN_005899	ME45	ptg000001l:5444445-5445601	Q63955	POU domain, class 4, transcription factor 3 (Brain-specific homeobox/POU domain protein 3C) (Brain-3C) (Brn-3C) (Brn-3.1)	Mus musculus (Mouse)	axon extension [GO:0048675]; inner ear auditory receptor cell differentiation [GO:0042491]; inner ear development [GO:0048839]; inner ear morphogenesis [GO:0042472]; inner ear receptor cell differentiation [GO:0060113]; neuromuscular process controlling balance [GO:0050885]; neuron apoptotic process [GO:0051402]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]; retinal ganglion cell axon guidance [GO:0031290]; sensory perception of sound [GO:0007605]; vestibulocochlear nerve development [GO:0021562]	GO:0000978; GO:0000981; GO:0001228; GO:0003700; GO:0005634; GO:0005654; GO:0005667; GO:0005737; GO:0006357; GO:0007605; GO:0021562; GO:0031290; GO:0042472; GO:0042491; GO:0043565; GO:0045944; GO:0048675; GO:0048839; GO:0050885; GO:0051402; GO:0060113; GO:1990837
FUN_005923	ME30	ptg000001l:5786732-5804003	O88575	Sodium- and chloride-dependent transporter XTRP3B (IMINO-K) (Solute carrier family 6 member 20B)	Mus musculus (Mouse)	amino acid transport [GO:0006865]; glycine import across plasma membrane [GO:1903804]; glycine transport [GO:0015816]; L-proline import across plasma membrane [GO:1904271]; proline import across plasma membrane [GO:1905647]; proline transport [GO:0015824]; sodium ion transmembrane transport [GO:0035725]	GO:0005298; GO:0005886; GO:0006865; GO:0015171; GO:0015175; GO:0015193; GO:0015370; GO:0015816; GO:0015824; GO:0016324; GO:0031526; GO:0035725; GO:1903804; GO:1904271; GO:1905647
FUN_006500	ME45	NA	NA	NA	NA	NA	NA
FUN_006795	ME45	NA	NA	NA	NA	NA	NA
FUN_006842	ME45	NA	NA	NA	NA	NA	NA
FUN_006894	ME53	NA	NA	NA	NA	NA	NA
FUN_006939	ME30	NA	NA	NA	NA	NA	NA
FUN_007191	ME53	NA	NA	NA	NA	NA	NA
FUN_007194	ME53	NA	NA	NA	NA	NA	NA
FUN_007195	ME53	NA	NA	NA	NA	NA	NA
FUN_007199	ME53	NA	NA	NA	NA	NA	NA
FUN_007200	ME53	NA	NA	NA	NA	NA	NA
FUN_007204	ME53	NA	NA	NA	NA	NA	NA
FUN_007205	ME53	NA	NA	NA	NA	NA	NA
FUN_007804	ME45	NA	NA	NA	NA	NA	NA
FUN_008382	ME30	NA	NA	NA	NA	NA	NA
FUN_008464	ME30	ptg000002l:11941814-11943428	Q4GZT3	Polycystin-2 (Polycystic kidney disease 2 protein homolog) (Transient receptor potential cation channel subfamily P member 2)	Bos taurus (Bovine)	calcium ion transmembrane transport [GO:0070588]; cell-cell signaling by wnt [GO:0198738]; cellular response to calcium ion [GO:0071277]; detection of mechanical stimulus [GO:0050982]; inorganic cation transmembrane transport [GO:0098662]; potassium ion transmembrane transport [GO:0071805]; protein heterotetramerization [GO:0051290]; protein tetramerization [GO:0051262]; regulation of ion transmembrane transport [GO:0034765]; release of sequestered calcium ion into cytosol [GO:0051209]; Wnt signaling pathway [GO:0016055]	GO:0002133; GO:0005102; GO:0005245; GO:0005248; GO:0005261; GO:0005262; GO:0005267; GO:0005509; GO:0005783; GO:0005789; GO:0005794; GO:0005886; GO:0005929; GO:0015271; GO:0016020; GO:0016055; GO:0016323; GO:0030659; GO:0034703; GO:0034765; GO:0050982; GO:0051209; GO:0051262; GO:0051290; GO:0051371; GO:0060170; GO:0070588; GO:0071277; GO:0071805; GO:0098662; GO:0198738
FUN_008795	ME30	ptg000002l:15700993-15707881	Q9BH05	Threonine synthase-like 1 (TSH1)	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)		
FUN_008842	ME30	NA	NA	NA	NA	NA	NA
FUN_009037	ME45	NA	NA	NA	NA	NA	NA
FUN_009113	ME53	ptg000004l:2853949-2862172	Q96AY4	Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)	Homo sapiens (Human)	cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]	GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301
FUN_009125	ME45	NA	NA	NA	NA	NA	NA
FUN_009222	ME45	ptg000004l:4130954-4136832	Q96AY4	Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)	Homo sapiens (Human)	cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]	GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301
FUN_009413	ME30	ptg000004l:6555187-6560755	B8VIU6	Uncharacterized skeletal organic matrix protein 5 (Uncharacterized SOMP-5)	Acropora millepora (Staghorn coral) (Heteropora millepora)		GO:0005576
FUN_009459	ME30	ptg000004l:7080667-7185956	P14381	Transposon TX1 uncharacterized 149 kDa protein (ORF 2)	Xenopus laevis (African clawed frog)		GO:0003824
FUN_009728	ME45	NA	NA	NA	NA	NA	NA
FUN_009817	ME30	ptg000004l:12057914-12083691	P42325	Neurocalcin homolog (DrosNCa)	Drosophila melanogaster (Fruit fly)	negative regulation of neuronal signal transduction [GO:1902848]; positive regulation of circadian sleep/wake cycle, sleep [GO:0045938]	GO:0005509; GO:0045938; GO:1902848
FUN_010608	ME30	NA	NA	NA	NA	NA	NA
FUN_010688	ME45	ptg000007l:1580189-1581068	P40639	SRY-related protein AES4	Alligator mississippiensis (American alligator)		GO:0003677; GO:0005634
FUN_011433	ME30	NA	NA	NA	NA	NA	NA
FUN_011775	ME45	ptg000008l:1243202-1262538	P29145	PC3-like endoprotease variant B (EC 3.4.21.-) (SPC3)	Hydra vulgaris (Hydra) (Hydra attenuata)	proteolysis [GO:0006508]	GO:0004252; GO:0006508
FUN_012007	ME30	NA	NA	NA	NA	NA	NA
FUN_012200	ME30	NA	NA	NA	NA	NA	NA
FUN_012687	ME45	NA	NA	NA	NA	NA	NA
FUN_012761	ME30	NA	NA	NA	NA	NA	NA
FUN_012925	ME30	NA	NA	NA	NA	NA	NA
FUN_013115	ME45	NA	NA	NA	NA	NA	NA
FUN_013116	ME45	ptg000008l:19719664-19756746	P0CT39	Transposon Tf2-6 polyprotein (Retrotransposable element Tf2 155 kDa protein)	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	DNA integration [GO:0015074]; DNA recombination [GO:0006310]; proteolysis [GO:0006508]	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0006310; GO:0006508; GO:0015074; GO:0046872
FUN_013550	ME30	NA	NA	NA	NA	NA	NA
FUN_013544	ME30	ptg000008l:23898662-23909640	Q7RTR2	NLR family CARD domain-containing protein 3 (CARD15-like protein) (Caterpiller protein 16.2) (CLR16.2) (NACHT, LRR and CARD domains-containing protein 3) (Nucleotide-binding oligomerization domain protein 3)	Homo sapiens (Human)	I-kappaB kinase/NF-kappaB signaling [GO:0007249]; intracellular signal transduction [GO:0035556]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of inflammatory response [GO:0050728]; negative regulation of innate immune response [GO:0045824]; negative regulation of interferon-alpha production [GO:0032687]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of NIK/NF-kappaB signaling [GO:1901223]; negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]; negative regulation of phosphatidylinositol 3-kinase signaling [GO:0014067]; negative regulation of tumor necrosis factor production [GO:0032720]; T cell activation [GO:0042110]	GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223
FUN_013547	ME30	ptg000008l:23944982-23950868	Q7RTR2	NLR family CARD domain-containing protein 3 (CARD15-like protein) (Caterpiller protein 16.2) (CLR16.2) (NACHT, LRR and CARD domains-containing protein 3) (Nucleotide-binding oligomerization domain protein 3)	Homo sapiens (Human)	I-kappaB kinase/NF-kappaB signaling [GO:0007249]; intracellular signal transduction [GO:0035556]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of inflammatory response [GO:0050728]; negative regulation of innate immune response [GO:0045824]; negative regulation of interferon-alpha production [GO:0032687]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of NIK/NF-kappaB signaling [GO:1901223]; negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]; negative regulation of phosphatidylinositol 3-kinase signaling [GO:0014067]; negative regulation of tumor necrosis factor production [GO:0032720]; T cell activation [GO:0042110]	GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223
FUN_013635	ME30	ptg000008l:24760337-24770349	Q96AY4	Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)	Homo sapiens (Human)	cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]	GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301
FUN_014428	ME30	NA	NA	NA	NA	NA	NA
FUN_014607	ME30	NA	NA	NA	NA	NA	NA
FUN_014881	ME45	ptg000009l:3878591-3888027	Q08DY9	Caspase-3 (CASP-3) (EC 3.4.22.56) [Cleaved into: Caspase-3 subunit p17; Caspase-3 subunit p12]	Bos taurus (Bovine)	positive regulation of amyloid-beta formation [GO:1902004]; proteolysis [GO:0006508]; regulation of protein stability [GO:0031647]	GO:0004175; GO:0005737; GO:0006508; GO:0031647; GO:0097153; GO:0097199; GO:0097200; GO:1902004
FUN_015039	ME30	NA	NA	NA	NA	NA	NA
FUN_015190	ME45	NA	NA	NA	NA	NA	NA
FUN_015210	ME30	NA	NA	NA	NA	NA	NA
FUN_015349	ME45	NA	NA	NA	NA	NA	NA
FUN_015350	ME45	NA	NA	NA	NA	NA	NA
FUN_015649	ME30	NA	NA	NA	NA	NA	NA
FUN_015745	ME53	NA	NA	NA	NA	NA	NA
FUN_016064	ME30	NA	NA	NA	NA	NA	NA
FUN_017255	ME30	NA	NA	NA	NA	NA	NA
FUN_017819	ME30	NA	NA	NA	NA	NA	NA
FUN_017820	ME30	NA	NA	NA	NA	NA	NA
FUN_018387	ME45	NA	NA	NA	NA	NA	NA
FUN_018367	ME30	NA	NA	NA	NA	NA	NA
FUN_018337	ME30	NA	NA	NA	NA	NA	NA
FUN_018338	ME30	NA	NA	NA	NA	NA	NA
FUN_018349	ME30	NA	NA	NA	NA	NA	NA
FUN_018351	ME30	NA	NA	NA	NA	NA	NA
FUN_018847	ME30	ptg000012l:14238753-14246068	P04323	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]	Drosophila melanogaster (Fruit fly)	DNA integration [GO:0015074]; proteolysis [GO:0006508]	GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
FUN_018874	ME30	NA	NA	NA	NA	NA	NA
FUN_019852	ME30	NA	NA	NA	NA	NA	NA
FUN_020955	ME30	NA	NA	NA	NA	NA	NA
FUN_022254	ME30	NA	NA	NA	NA	NA	NA
FUN_022692	ME30	NA	NA	NA	NA	NA	NA
FUN_022849	ME30	NA	NA	NA	NA	NA	NA
FUN_023043	ME30	NA	NA	NA	NA	NA	NA
FUN_023090	ME30	ptg000017l:3514193-3515132	C3ZQF9	QRFP-like peptide receptor	Branchiostoma floridae (Florida lancelet) (Amphioxus)	cellular response to peptide [GO:1901653]; G protein-coupled receptor signaling pathway [GO:0007186]	GO:0004930; GO:0004983; GO:0005886; GO:0007186; GO:1901653
FUN_023286	ME30	NA	NA	NA	NA	NA	NA
FUN_023287	ME30	NA	NA	NA	NA	NA	NA
FUN_023282	ME30	NA	NA	NA	NA	NA	NA
FUN_023284	ME30	NA	NA	NA	NA	NA	NA
FUN_023285	ME30	ptg000017l:5917067-5928887	A0A2B4SJA1	NA	NA	NA	NA
FUN_023288	ME30	NA	NA	NA	NA	NA	NA
FUN_023433	ME45	NA	NA	NA	NA	NA	NA
FUN_024166	ME45	NA	NA	NA	NA	NA	NA
FUN_024189	ME30	NA	NA	NA	NA	NA	NA
FUN_024772	ME30	ptg000018l:10865919-10869509	Q149M9	NACHT domain- and WD repeat-containing protein 1	Homo sapiens (Human)	negative regulation of NF-kappaB transcription factor activity [GO:0032088]; positive regulation of gene expression [GO:0010628]	GO:0005524; GO:0005730; GO:0005829; GO:0010628; GO:0032088
FUN_025248	ME45	NA	NA	NA	NA	NA	NA
FUN_025228	ME30	ptg000019l:225497-230625	Q96AY4	Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)	Homo sapiens (Human)	cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]	GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301
FUN_025704	ME30	NA	NA	NA	NA	NA	NA
FUN_025843	ME30	NA	NA	NA	NA	NA	NA
FUN_025981	ME30	NA	NA	NA	NA	NA	NA
