gene	module	V1	V3	Protein.names	Organism	Gene.Ontology..biological.process.	Gene.Ontology.IDs
FUN_002446	ME18	NA	NA	NA	NA	NA	NA
FUN_002720	ME18	NA	NA	NA	NA	NA	NA
FUN_003901	ME18	NA	NA	NA	NA	NA	NA
FUN_004078	ME18	NA	NA	NA	NA	NA	NA
FUN_004231	ME18	NA	NA	NA	NA	NA	NA
FUN_004310	ME18	NA	NA	NA	NA	NA	NA
FUN_004428	ME18	NA	NA	NA	NA	NA	NA
FUN_004454	ME18	NA	NA	NA	NA	NA	NA
FUN_004467	ME18	ntLink_8:23503490-23505071	Q96BR5	Cytochrome c oxidase assembly factor 7 (Beta-lactamase hcp-like protein) (Respiratory chain assembly factor 1) (Sel1 repeat-containing protein 1)	Homo sapiens (Human)		GO:0005654; GO:0005739; GO:0005758
FUN_004559	ME18	NA	NA	NA	NA	NA	NA
FUN_004674	ME18	NA	NA	NA	NA	NA	NA
FUN_004793	ME18	NA	NA	NA	NA	NA	NA
FUN_004908	ME18	ntLink_8:28611481-28614758	P56380	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical] (EC 3.6.1.17) (Diadenosine 5',5'''-P1,P4-tetraphosphate asymmetrical hydrolase) (Ap4A hydrolase) (Ap4Aase) (Diadenosine tetraphosphatase) (Nucleoside diphosphate-linked moiety X motif 2) (Nudix motif 2)	Mus musculus (Mouse)	AMP biosynthetic process [GO:0006167]; apoptotic process [GO:0006915]; ATP biosynthetic process [GO:0006754]	GO:0004081; GO:0005525; GO:0005739; GO:0006167; GO:0006754; GO:0006915
FUN_005038	ME18	NA	NA	NA	NA	NA	NA
FUN_005066	ME18	NA	NA	NA	NA	NA	NA
FUN_005120	ME18	ntLink_8:31312188-31316766	P24049	60S ribosomal protein L17 (Amino acid starvation-induced protein) (ASI) (L23)	Rattus norvegicus (Rat)	cellular response to amino acid starvation [GO:0034198]; cytoplasmic translation [GO:0002181]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; response to amino acid starvation [GO:1990928]	GO:0002181; GO:0003735; GO:0005634; GO:0005844; GO:0022625; GO:0022626; GO:0031672; GO:0034198; GO:0045202; GO:0070180; GO:1900087; GO:1990928
FUN_005186	ME18	NA	NA	NA	NA	NA	NA
FUN_005357	ME18	NA	NA	NA	NA	NA	NA
FUN_000206	ME18	NA	NA	NA	NA	NA	NA
FUN_000385	ME18	NA	NA	NA	NA	NA	NA
FUN_000476	ME18	NA	NA	NA	NA	NA	NA
FUN_001143	ME18	NA	NA	NA	NA	NA	NA
FUN_001198	ME18	NA	NA	NA	NA	NA	NA
FUN_001325	ME18	NA	NA	NA	NA	NA	NA
FUN_001337	ME18	NA	NA	NA	NA	NA	NA
FUN_001410	ME18	NA	NA	NA	NA	NA	NA
FUN_001429	ME18	ntLink_6:12382049-12387436	P58912	DELTA-alicitoxin-Pse2b (DELTA-ALTX-Pse2b) (Toxin PsTX-60B) (PTX60B)	Phyllodiscus semoni (Night anemone)	hemolysis in another organism [GO:0044179]	GO:0005576; GO:0042151; GO:0044179; GO:0090729
FUN_001773	ME18	NA	NA	NA	NA	NA	NA
FUN_001804	ME18	NA	NA	NA	NA	NA	NA
FUN_001882	ME18	NA	NA	NA	NA	NA	NA
FUN_001852	ME18	NA	NA	NA	NA	NA	NA
FUN_001879	ME18	NA	NA	NA	NA	NA	NA
FUN_005718	ME18	ptg000001l:3021906-3028590	P14381	Transposon TX1 uncharacterized 149 kDa protein (ORF 2)	Xenopus laevis (African clawed frog)		GO:0003824
FUN_005740	ME18	ptg000001l:3465741-3469633	A0A1L4BJ98	Dermonecrotic toxin Hl-PLD1 (EC 4.6.1.-) (Phospholipase D) (PLD) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D)	Hemiscorpius lepturus (Scorpion)	hemolysis in another organism [GO:0044179]; lipid catabolic process [GO:0016042]	GO:0005576; GO:0008081; GO:0016042; GO:0016829; GO:0044179; GO:0046872; GO:0090729
FUN_005741	ME18	ptg000001l:3471331-3472428	A0A1L4BJ98	Dermonecrotic toxin Hl-PLD1 (EC 4.6.1.-) (Phospholipase D) (PLD) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D)	Hemiscorpius lepturus (Scorpion)	hemolysis in another organism [GO:0044179]; lipid catabolic process [GO:0016042]	GO:0005576; GO:0008081; GO:0016042; GO:0016829; GO:0044179; GO:0046872; GO:0090729
FUN_005742	ME18	ptg000001l:3474126-3475223	A0A1L4BJ98	Dermonecrotic toxin Hl-PLD1 (EC 4.6.1.-) (Phospholipase D) (PLD) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D)	Hemiscorpius lepturus (Scorpion)	hemolysis in another organism [GO:0044179]; lipid catabolic process [GO:0016042]	GO:0005576; GO:0008081; GO:0016042; GO:0016829; GO:0044179; GO:0046872; GO:0090729
FUN_005900	ME18	NA	NA	NA	NA	NA	NA
FUN_005958	ME18	NA	NA	NA	NA	NA	NA
FUN_005987	ME18	ptg000001l:6479809-6480670	P35346	Somatostatin receptor type 5 (SS-5-R) (SS5-R) (SS5R) (SST5)	Homo sapiens (Human)	cellular response to glucocorticoid stimulus [GO:0071385]; G protein-coupled receptor signaling pathway [GO:0007186]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; glucose homeostasis [GO:0042593]; negative regulation of cell population proliferation [GO:0008285]; neuropeptide signaling pathway [GO:0007218]; positive regulation of cytokinesis [GO:0032467]; regulation of insulin secretion [GO:0050796]	GO:0004930; GO:0004994; GO:0005886; GO:0007186; GO:0007187; GO:0007218; GO:0008285; GO:0032467; GO:0042277; GO:0042593; GO:0042923; GO:0043005; GO:0050796; GO:0071385
FUN_006107	ME18	ptg000001l:7831948-7835519	P49116	Nuclear receptor subfamily 2 group C member 2 (Orphan nuclear receptor TAK1) (Orphan nuclear receptor TR4) (Testicular receptor 4)	Homo sapiens (Human)	anatomical structure development [GO:0048856]; cell differentiation [GO:0030154]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; positive regulation of embryonic development [GO:0040019]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of DNA-templated transcription [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]; spermatogenesis [GO:0007283]	GO:0000122; GO:0000785; GO:0000977; GO:0000978; GO:0000981; GO:0001228; GO:0003700; GO:0004879; GO:0005654; GO:0006355; GO:0006357; GO:0007283; GO:0007399; GO:0008270; GO:0030154; GO:0040019; GO:0043565; GO:0045944; GO:0048856; GO:1990837
FUN_006221	ME18	NA	NA	NA	NA	NA	NA
FUN_006170	ME18	NA	NA	NA	NA	NA	NA
FUN_006434	ME18	NA	NA	NA	NA	NA	NA
FUN_006567	ME18	NA	NA	NA	NA	NA	NA
FUN_006936	ME18	NA	NA	NA	NA	NA	NA
FUN_006929	ME18	NA	NA	NA	NA	NA	NA
FUN_007021	ME18	NA	NA	NA	NA	NA	NA
FUN_007162	ME18	NA	NA	NA	NA	NA	NA
FUN_007854	ME18	NA	NA	NA	NA	NA	NA
FUN_008028	ME18	NA	NA	NA	NA	NA	NA
FUN_008065	ME18	ptg000002l:7621689-7625076	Q75WE7	von Willebrand factor A domain-containing protein 5A (Loss of heterozygosity 11 chromosomal region 2 gene A protein homolog) (Mast cell surface antigen 1) (Masa-1)	Rattus norvegicus (Rat)		
FUN_008039	ME18	NA	NA	NA	NA	NA	NA
FUN_008041	ME18	NA	NA	NA	NA	NA	NA
FUN_008086	ME18	NA	NA	NA	NA	NA	NA
FUN_008193	ME18	NA	NA	NA	NA	NA	NA
FUN_008372	ME18	NA	NA	NA	NA	NA	NA
FUN_008441	ME18	NA	NA	NA	NA	NA	NA
FUN_008532	ME18	NA	NA	NA	NA	NA	NA
FUN_008579	ME18	NA	NA	NA	NA	NA	NA
FUN_008644	ME18	NA	NA	NA	NA	NA	NA
FUN_008711	ME18	NA	NA	NA	NA	NA	NA
FUN_008749	ME18	NA	NA	NA	NA	NA	NA
FUN_008781	ME18	NA	NA	NA	NA	NA	NA
FUN_008891	ME18	ptg000004l:326722-328362	P35406	D(1) dopamine receptor (Dopamine D1 receptor)	Carassius auratus (Goldfish)	regulation of biological quality [GO:0065008]	GO:0004930; GO:0005886; GO:0065008
FUN_008924	ME18	NA	NA	NA	NA	NA	NA
FUN_008951	ME18	ptg000004l:742527-745841	Q6IRP4	Protein ABHD13 (EC 3.-.-.-) (Alpha/beta hydrolase domain-containing protein 13) (Abhydrolase domain-containing protein 13)	Xenopus laevis (African clawed frog)		GO:0016020; GO:0016787
FUN_008958	ME18	NA	NA	NA	NA	NA	NA
FUN_008976	ME18	NA	NA	NA	NA	NA	NA
FUN_009302	ME18	NA	NA	NA	NA	NA	NA
FUN_009344	ME18	NA	NA	NA	NA	NA	NA
FUN_009771	ME18	NA	NA	NA	NA	NA	NA
