gene	module	V1	V3	Protein.names	Organism	Gene.Ontology..biological.process.	Gene.Ontology.IDs
FUN_002351	ME1	ntLink_8:416026-432037	Q95SX7	Probable RNA-directed DNA polymerase from transposon BS (EC 2.7.7.49) (Reverse transcriptase)	Drosophila melanogaster (Fruit fly)	transposition, DNA-mediated [GO:0006313]	GO:0003964; GO:0006313
FUN_002352	ME9	NA	NA	NA	NA	NA	NA
FUN_002350	ME6	NA	NA	NA	NA	NA	NA
FUN_002354	ME9	NA	NA	NA	NA	NA	NA
FUN_002355	ME1	NA	NA	NA	NA	NA	NA
FUN_002356	ME6	NA	NA	NA	NA	NA	NA
FUN_002342	ME6	NA	NA	NA	NA	NA	NA
FUN_002378	ME9	NA	NA	NA	NA	NA	NA
FUN_002379	ME9	NA	NA	NA	NA	NA	NA
FUN_002381	ME15	NA	NA	NA	NA	NA	NA
FUN_002382	ME6	NA	NA	NA	NA	NA	NA
FUN_002406	ME1	NA	NA	NA	NA	NA	NA
FUN_002451	ME1	NA	NA	NA	NA	NA	NA
FUN_002429	ME9	NA	NA	NA	NA	NA	NA
FUN_002431	ME1	NA	NA	NA	NA	NA	NA
FUN_002448	ME9	NA	NA	NA	NA	NA	NA
FUN_002458	ME9	NA	NA	NA	NA	NA	NA
FUN_002457	ME1	ntLink_8:1803380-1819565	Q3UHK1	Proton myo-inositol cotransporter (H(+)-myo-inositol cotransporter) (Hmit) (H(+)-myo-inositol symporter) (Solute carrier family 2 member 13)	Mus musculus (Mouse)	myo-inositol transport [GO:0015798]; positive regulation of amyloid-beta formation [GO:1902004]; transmembrane transport [GO:0055085]	GO:0002020; GO:0005365; GO:0005366; GO:0005737; GO:0005886; GO:0015798; GO:0016020; GO:0016324; GO:0022857; GO:0030426; GO:0031090; GO:0042995; GO:0043231; GO:0044297; GO:0051117; GO:0055085; GO:0071944; GO:0097450; GO:1902004
FUN_002472	ME15	NA	NA	NA	NA	NA	NA
FUN_002469	ME9	ntLink_8:1923224-1935684	Q7Z6Z7	E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (ARF-binding protein 1) (ARF-BP1) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Homologous to E6AP carboxyl terminus homologous protein 9) (HectH9) (Large structure of UREB1) (LASU1) (Mcl-1 ubiquitin ligase E3) (Mule) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)	Homo sapiens (Human)	base-excision repair [GO:0006284]; cell differentiation [GO:0030154]; circadian regulation of gene expression [GO:0032922]; Golgi organization [GO:0007030]; histone ubiquitination [GO:0016574]; membrane fusion [GO:0061025]; negative regulation of mitochondrial fusion [GO:0010637]; positive regulation of mitophagy in response to mitochondrial depolarization [GO:0098779]; positive regulation of protein targeting to mitochondrion [GO:1903955]; positive regulation of protein ubiquitination [GO:0031398]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein monoubiquitination [GO:0006513]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]	GO:0000139; GO:0000209; GO:0003677; GO:0003723; GO:0004842; GO:0005576; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0006284; GO:0006513; GO:0007030; GO:0010637; GO:0016020; GO:0016567; GO:0016574; GO:0030154; GO:0031398; GO:0032922; GO:0034774; GO:0043161; GO:0061025; GO:0061630; GO:0070062; GO:0098779; GO:1903955; GO:1904813
