gene	module	V1	V3	Protein.names	Organism	Gene.Ontology..biological.process.	Gene.Ontology.IDs
FUN_002438	ME28	NA	NA	NA	NA	NA	NA
FUN_002447	ME32	NA	NA	NA	NA	NA	NA
FUN_002494	ME28	NA	NA	NA	NA	NA	NA
FUN_002499	ME28	NA	NA	NA	NA	NA	NA
FUN_002503	ME28	NA	NA	NA	NA	NA	NA
FUN_002507	ME28	NA	NA	NA	NA	NA	NA
FUN_002508	ME28	ntLink_8:2613105-2686349	Q5F4A1	G2/M phase-specific E3 ubiquitin-protein ligase (EC 2.3.2.26) (G2/M phase-specific HECT-type E3 ubiquitin transferase)	Gallus gallus (Chicken)	apoptotic process [GO:0006915]	GO:0004842; GO:0005634; GO:0005730; GO:0005737; GO:0006915; GO:0046872
FUN_002519	ME28	NA	NA	NA	NA	NA	NA
FUN_002504	ME28	NA	NA	NA	NA	NA	NA
FUN_002515	ME52	NA	NA	NA	NA	NA	NA
FUN_002600	ME11	NA	NA	NA	NA	NA	NA
FUN_002663	ME28	NA	NA	NA	NA	NA	NA
FUN_002680	ME11	NA	NA	NA	NA	NA	NA
FUN_002681	ME11	NA	NA	NA	NA	NA	NA
FUN_002743	ME32	NA	NA	NA	NA	NA	NA
FUN_002744	ME32	NA	NA	NA	NA	NA	NA
FUN_002746	ME32	NA	NA	NA	NA	NA	NA
FUN_002760	ME32	NA	NA	NA	NA	NA	NA
FUN_002818	ME11	NA	NA	NA	NA	NA	NA
FUN_002821	ME32	ntLink_8:6628765-6643852	B8VIU6	Uncharacterized skeletal organic matrix protein 5 (Uncharacterized SOMP-5)	Acropora millepora (Staghorn coral) (Heteropora millepora)		GO:0005576
FUN_002836	ME11	NA	NA	NA	NA	NA	NA
FUN_002838	ME11	ntLink_8:6742783-6766371	P08548	LINE-1 reverse transcriptase homolog (EC 2.7.7.49)	Nycticebus coucang (Slow loris)		GO:0003964; GO:0046872
FUN_002851	ME11	NA	NA	NA	NA	NA	NA
FUN_002853	ME11	NA	NA	NA	NA	NA	NA
FUN_002866	ME11	NA	NA	NA	NA	NA	NA
FUN_002860	ME11	NA	NA	NA	NA	NA	NA
FUN_002950	ME11	NA	NA	NA	NA	NA	NA
FUN_002879	ME11	NA	NA	NA	NA	NA	NA
FUN_002901	ME11	NA	NA	NA	NA	NA	NA
FUN_002925	ME11	NA	NA	NA	NA	NA	NA
FUN_002926	ME11	NA	NA	NA	NA	NA	NA
FUN_003167	ME11	NA	NA	NA	NA	NA	NA
FUN_003388	ME11	NA	NA	NA	NA	NA	NA
FUN_003400	ME11	NA	NA	NA	NA	NA	NA
FUN_003454	ME28	NA	NA	NA	NA	NA	NA
FUN_003186	ME11	ntLink_8:8499473-8501247	Q9U7D0	Histone H4	Mastigamoeba balamuthi (Phreatamoeba balamuthi)		GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982
FUN_003195	ME11	ntLink_8:8605795-8607568	Q9U7D0	Histone H4	Mastigamoeba balamuthi (Phreatamoeba balamuthi)		GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982
FUN_003340	ME11	ntLink_8:9018827-9021030	Q9U7D0	Histone H4	Mastigamoeba balamuthi (Phreatamoeba balamuthi)		GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982
FUN_003352	ME11	NA	NA	NA	NA	NA	NA
FUN_003353	ME11	NA	NA	NA	NA	NA	NA
FUN_003365	ME11	NA	NA	NA	NA	NA	NA
FUN_003382	ME11	NA	NA	NA	NA	NA	NA
FUN_003444	ME32	NA	NA	NA	NA	NA	NA
FUN_003500	ME11	NA	NA	NA	NA	NA	NA
FUN_003508	ME11	NA	NA	NA	NA	NA	NA
FUN_003535	ME11	NA	NA	NA	NA	NA	NA
FUN_003549	ME11	NA	NA	NA	NA	NA	NA
FUN_003478	ME51	NA	NA	NA	NA	NA	NA
FUN_003614	ME11	NA	NA	NA	NA	NA	NA
FUN_003622	ME11	NA	NA	NA	NA	NA	NA
FUN_003640	ME11	NA	NA	NA	NA	NA	NA
FUN_003742	ME11	NA	NA	NA	NA	NA	NA
FUN_003783	ME11	NA	NA	NA	NA	NA	NA
FUN_003821	ME28	NA	NA	NA	NA	NA	NA
FUN_003882	ME11	NA	NA	NA	NA	NA	NA
FUN_003934	ME11	NA	NA	NA	NA	NA	NA
FUN_003944	ME11	NA	NA	NA	NA	NA	NA
FUN_003977	ME11	NA	NA	NA	NA	NA	NA
FUN_004067	ME11	NA	NA	NA	NA	NA	NA
FUN_004105	ME11	NA	NA	NA	NA	NA	NA
FUN_004307	ME51	NA	NA	NA	NA	NA	NA
FUN_004339	ME11	ntLink_8:22086347-22089342	E9Q3T6	PR domain zinc finger protein 14 (EC 2.1.1.-) (PR domain-containing protein 14)	Mus musculus (Mouse)	cell fate specification [GO:0001708]; cell morphogenesis [GO:0000902]; embryo implantation [GO:0007566]; epigenetic regulation of gene expression [GO:0040029]; fertilization [GO:0009566]; fibroblast growth factor receptor signaling pathway [GO:0008543]; germ cell development [GO:0007281]; germ-line stem cell population maintenance [GO:0030718]; histone H3-R26 methylation [GO:0034972]; homeostasis of number of cells within a tissue [GO:0048873]; inactivation of paternal X chromosome [GO:0060817]; inner cell mass cell fate commitment [GO:0001827]; negative regulation of fibroblast growth factor receptor signaling pathway [GO:0040037]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of flagellated sperm motility [GO:1902093]; positive regulation of stem cell population maintenance [GO:1902459]; regulation of DNA methylation [GO:0044030]; regulation of gene expression [GO:0010468]; regulation of transcription by RNA polymerase II [GO:0006357]; stem cell population maintenance [GO:0019827]	GO:0000122; GO:0000902; GO:0000977; GO:0001227; GO:0001708; GO:0001827; GO:0003723; GO:0005634; GO:0005654; GO:0006357; GO:0007281; GO:0007566; GO:0008168; GO:0008543; GO:0009566; GO:0010468; GO:0019827; GO:0030718; GO:0031490; GO:0034972; GO:0040029; GO:0040037; GO:0044030; GO:0046872; GO:0048873; GO:0060817; GO:1902093; GO:1902459
FUN_004380	ME11	NA	NA	NA	NA	NA	NA
FUN_004478	ME11	NA	NA	NA	NA	NA	NA
FUN_004504	ME11	NA	NA	NA	NA	NA	NA
FUN_004609	ME28	NA	NA	NA	NA	NA	NA
FUN_004645	ME11	NA	NA	NA	NA	NA	NA
FUN_004649	ME11	NA	NA	NA	NA	NA	NA
FUN_004654	ME28	NA	NA	NA	NA	NA	NA
FUN_004655	ME28	NA	NA	NA	NA	NA	NA
FUN_004792	ME11	NA	NA	NA	NA	NA	NA
FUN_004802	ME32	NA	NA	NA	NA	NA	NA
FUN_004950	ME11	NA	NA	NA	NA	NA	NA
FUN_004944	ME48	NA	NA	NA	NA	NA	NA
FUN_004943	ME11	NA	NA	NA	NA	NA	NA
FUN_005021	ME11	NA	NA	NA	NA	NA	NA
FUN_005043	ME11	NA	NA	NA	NA	NA	NA
FUN_005128	ME32	NA	NA	NA	NA	NA	NA
FUN_005146	ME11	NA	NA	NA	NA	NA	NA
FUN_005151	ME11	NA	NA	NA	NA	NA	NA
FUN_005164	ME11	NA	NA	NA	NA	NA	NA
FUN_005206	ME11	NA	NA	NA	NA	NA	NA
FUN_005309	ME11	NA	NA	NA	NA	NA	NA
FUN_005345	ME11	NA	NA	NA	NA	NA	NA
FUN_005434	ME11	NA	NA	NA	NA	NA	NA
FUN_005444	ME11	NA	NA	NA	NA	NA	NA
FUN_005483	ME32	NA	NA	NA	NA	NA	NA
FUN_005498	ME28	NA	NA	NA	NA	NA	NA
FUN_005494	ME32	NA	NA	NA	NA	NA	NA
FUN_005529	ME52	NA	NA	NA	NA	NA	NA
FUN_000009	ME11	NA	NA	NA	NA	NA	NA
FUN_000133	ME11	ntLink_4:197895-198207	Q6LAF1	Histone H4	Dendronephthya klunzingeri (Klunzinger's soft coral)		GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982
FUN_000141	ME11	ntLink_4:214123-215334	P35067	Histone H2B	Acropora formosa (Staghorn coral)		GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982
FUN_000142	ME11	ntLink_4:216959-220111	P35061	Histone H2A	Acropora formosa (Staghorn coral)		GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982
FUN_000149	ME11	ntLink_4:235183-237625	P35067	Histone H2B	Acropora formosa (Staghorn coral)		GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982
FUN_000278	ME51	NA	NA	NA	NA	NA	NA
FUN_000272	ME11	NA	NA	NA	NA	NA	NA
FUN_000273	ME28	NA	NA	NA	NA	NA	NA
FUN_000280	ME51	NA	NA	NA	NA	NA	NA
FUN_000316	ME28	ntLink_6:1407486-1426569	P0CT39	Transposon Tf2-6 polyprotein (Retrotransposable element Tf2 155 kDa protein)	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	DNA integration [GO:0015074]; DNA recombination [GO:0006310]; proteolysis [GO:0006508]	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0006310; GO:0006508; GO:0015074; GO:0046872
FUN_000349	ME11	NA	NA	NA	NA	NA	NA
FUN_000453	ME11	NA	NA	NA	NA	NA	NA
FUN_000487	ME11	NA	NA	NA	NA	NA	NA
FUN_000514	ME11	NA	NA	NA	NA	NA	NA
FUN_000557	ME32	NA	NA	NA	NA	NA	NA
FUN_000577	ME11	NA	NA	NA	NA	NA	NA
FUN_000603	ME32	ntLink_6:4895883-4900196	Q7RTR2	NLR family CARD domain-containing protein 3 (CARD15-like protein) (Caterpiller protein 16.2) (CLR16.2) (NACHT, LRR and CARD domains-containing protein 3) (Nucleotide-binding oligomerization domain protein 3)	Homo sapiens (Human)	I-kappaB kinase/NF-kappaB signaling [GO:0007249]; intracellular signal transduction [GO:0035556]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of inflammatory response [GO:0050728]; negative regulation of innate immune response [GO:0045824]; negative regulation of interferon-alpha production [GO:0032687]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of NIK/NF-kappaB signaling [GO:1901223]; negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]; negative regulation of phosphatidylinositol 3-kinase signaling [GO:0014067]; negative regulation of tumor necrosis factor production [GO:0032720]; T cell activation [GO:0042110]	GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223
FUN_000881	ME11	NA	NA	NA	NA	NA	NA
FUN_000887	ME28	NA	NA	NA	NA	NA	NA
FUN_000904	ME11	NA	NA	NA	NA	NA	NA
FUN_001037	ME32	NA	NA	NA	NA	NA	NA
FUN_001064	ME11	NA	NA	NA	NA	NA	NA
FUN_001127	ME11	NA	NA	NA	NA	NA	NA
FUN_001221	ME28	NA	NA	NA	NA	NA	NA
FUN_001231	ME11	NA	NA	NA	NA	NA	NA
FUN_001282	ME48	NA	NA	NA	NA	NA	NA
FUN_001340	ME11	NA	NA	NA	NA	NA	NA
FUN_001460	ME11	NA	NA	NA	NA	NA	NA
FUN_001547	ME11	ntLink_6:13534450-13623215	Q63164	Dynein axonemal heavy chain 1 (Axonemal beta dynein heavy chain 1) (Ciliary dynein heavy chain 1)	Rattus norvegicus (Rat)	cilium movement [GO:0003341]; cilium movement involved in cell motility [GO:0060294]; epithelial cilium movement involved in extracellular fluid movement [GO:0003351]; flagellated sperm motility [GO:0030317]; inner dynein arm assembly [GO:0036159]; microtubule-based movement [GO:0007018]; sperm axoneme assembly [GO:0007288]	GO:0003341; GO:0003351; GO:0005524; GO:0005576; GO:0005874; GO:0005930; GO:0007018; GO:0007288; GO:0008569; GO:0030286; GO:0030317; GO:0036126; GO:0036156; GO:0036159; GO:0045505; GO:0051959; GO:0060294
FUN_001712	ME11	NA	NA	NA	NA	NA	NA
FUN_001678	ME32	ntLink_6:14963591-14964419	Q8IN35	Neuropeptide SIFamide receptor	Drosophila melanogaster (Fruit fly)	determination of adult lifespan [GO:0008340]; G protein-coupled receptor signaling pathway [GO:0007186]; mating behavior, sex discrimination [GO:0048047]; neuropeptide signaling pathway [GO:0007218]	GO:0004930; GO:0004983; GO:0005886; GO:0007186; GO:0007218; GO:0008188; GO:0008340; GO:0008528; GO:0016020; GO:0042277; GO:0048047
FUN_001894	ME11	NA	NA	NA	NA	NA	NA
FUN_001896	ME11	NA	NA	NA	NA	NA	NA
FUN_001969	ME11	NA	NA	NA	NA	NA	NA
FUN_001984	ME11	NA	NA	NA	NA	NA	NA
FUN_001989	ME11	NA	NA	NA	NA	NA	NA
FUN_002047	ME11	NA	NA	NA	NA	NA	NA
FUN_002074	ME11	NA	NA	NA	NA	NA	NA
FUN_002094	ME11	NA	NA	NA	NA	NA	NA
FUN_002218	ME11	NA	NA	NA	NA	NA	NA
FUN_002231	ME11	ntLink_6:22681054-22682652	Q6LAF1	Histone H4	Dendronephthya klunzingeri (Klunzinger's soft coral)		GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982
FUN_002254	ME11	ntLink_6:22897596-22900614	Q6LAF1	Histone H4	Dendronephthya klunzingeri (Klunzinger's soft coral)		GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982
