Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KW_PTM	KW-0449~Lipoprotein	5	31.25	0.006380709587903607	P16157, P49961, Q7TNH6, Q5E9U6, Q07113	9	248	2312	5.17921146953405	0.0499201322479621	0.05742638629113246	0.05742638629113246
GOTERM_BP_DIRECT	GO:0032687~negative regulation of interferon-alpha production	2	12.5	0.006989930672664205	Q5DU56, Q7RTR2	13	2	3428	263.69230769230774	0.5750424132086522	0.3890099008693451	0.369878266400361
GOTERM_MF_DIRECT	GO:0036312~phosphatidylinositol 3-kinase regulatory subunit binding	2	12.5	0.012100127932478198	Q5DU56, Q7RTR2	15	3	3458	153.6888888888889	0.5735137408107844	0.8470089552734739	0.8470089552734739
GOTERM_BP_DIRECT	GO:1900016~negative regulation of cytokine production involved in inflammatory response	2	12.5	0.013935047692707984	Q5DU56, Q7RTR2	13	4	3428	131.84615384615387	0.8195014155769769	0.3890099008693451	0.369878266400361
GOTERM_BP_DIRECT	GO:0032688~negative regulation of interferon-beta production	2	12.5	0.013935047692707984	Q5DU56, Q7RTR2	13	4	3428	131.84615384615387	0.8195014155769769	0.3890099008693451	0.369878266400361
GOTERM_BP_DIRECT	GO:0050680~negative regulation of epithelial cell proliferation	2	12.5	0.017390882805909776	Q5DU56, Q7RTR2	13	5	3428	105.47692307692309	0.8823867334494514	0.3890099008693451	0.369878266400361
GOTERM_BP_DIRECT	GO:0048147~negative regulation of fibroblast proliferation	2	12.5	0.020835612401812004	Q5DU56, Q7RTR2	13	6	3428	87.8974358974359	0.9233725479588158	0.3890099008693451	0.369878266400361
GOTERM_BP_DIRECT	GO:0007249~canonical NF-kappaB signal transduction	2	12.5	0.02769188476884048	Q5DU56, Q7RTR2	13	8	3428	65.92307692307693	0.9674854995171822	0.3890099008693451	0.369878266400361
GOTERM_BP_DIRECT	GO:1900226~negative regulation of NLRP3 inflammasome complex assembly	2	12.5	0.034504123396648975	Q5DU56, Q7RTR2	13	10	3428	52.73846153846154	0.9862104006173236	0.3890099008693451	0.369878266400361
GOTERM_BP_DIRECT	GO:1901223~negative regulation of non-canonical NF-kappaB signal transduction	2	12.5	0.034504123396648975	Q5DU56, Q7RTR2	13	10	3428	52.73846153846154	0.9862104006173236	0.3890099008693451	0.369878266400361
GOTERM_BP_DIRECT	GO:0045824~negative regulation of innate immune response	2	12.5	0.034504123396648975	Q5DU56, Q7RTR2	13	10	3428	52.73846153846154	0.9862104006173236	0.3890099008693451	0.369878266400361
INTERPRO	IPR051261:NLR	2	12.5	0.036159996957808624	Q5DU56, Q7RTR2	16	9	3677	51.06944444444444	0.9320231325941839	1.0	1.0
GOTERM_BP_DIRECT	GO:0051898~negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	2	12.5	0.037893810500205384	Q5DU56, Q7RTR2	13	11	3428	47.94405594405595	0.9910214325684262	0.3890099008693451	0.369878266400361
GOTERM_BP_DIRECT	GO:0035556~intracellular signal transduction	3	18.75	0.041066800021336614	Q5DU56, Q5RCM6, Q7RTR2	13	94	3428	8.415711947626841	0.9939996124340046	0.3890099008693451	0.369878266400361
GOTERM_BP_DIRECT	GO:0042110~T cell activation	2	12.5	0.04127258552885338	Q5DU56, Q7RTR2	13	12	3428	43.94871794871795	0.9941546863777466	0.3890099008693451	0.369878266400361
GOTERM_BP_DIRECT	GO:0032715~negative regulation of interleukin-6 production	2	12.5	0.04464048042762977	Q5DU56, Q7RTR2	13	13	3428	40.56804733727811	0.9961950064593711	0.3890099008693451	0.369878266400361
GOTERM_BP_DIRECT	GO:0043124~negative regulation of canonical NF-kappaB signal transduction	2	12.5	0.04464048042762977	Q5DU56, Q7RTR2	13	13	3428	40.56804733727811	0.9961950064593711	0.3890099008693451	0.369878266400361
INTERPRO	IPR041075:NOD1/2_WH	2	12.5	0.05571779059974009	Q5DU56, Q7RTR2	16	14	3677	32.830357142857146	0.9847793938592929	1.0	1.0
UP_SEQ_FEATURE	REPEAT:TPR 11	2	12.5	0.05748658528693487	Q7TNH6, Q96AY4	15	15	3561	31.653333333333336	0.9997333337292116	0.7445441874370102	0.7445441874370102
UP_SEQ_FEATURE	REPEAT:LRR 16	2	12.5	0.05748658528693487	Q5DU56, Q7RTR2	15	15	3561	31.653333333333336	0.9997333337292116	0.7445441874370102	0.7445441874370102
UP_SEQ_FEATURE	REPEAT:TPR 10	2	12.5	0.0612077324408324	Q7TNH6, Q96AY4	15	16	3561	29.675	0.9998461274916245	0.7445441874370102	0.7445441874370102
GOTERM_BP_DIRECT	GO:0032720~negative regulation of tumor necrosis factor production	2	12.5	0.06131786512348802	Q5DU56, Q7RTR2	13	18	3428	29.299145299145298	0.9995561222335155	0.4927362333962865	0.4685033038849938
GOTERM_CC_DIRECT	GO:0034451~centriolar satellite	2	12.5	0.06398201639734935	Q5DU56, Q7RTR2	14	18	3554	28.206349206349206	0.9678798156593982	1.0	1.0
GOTERM_BP_DIRECT	GO:0032088~negative regulation of NF-kappaB transcription factor activity	2	12.5	0.06462114536344742	Q5DU56, Q7RTR2	13	19	3428	27.757085020242915	0.999711277354758	0.4927362333962865	0.4685033038849938
UP_SEQ_FEATURE	REPEAT:LRR 15	2	12.5	0.06491523363823247	Q5DU56, Q7RTR2	15	17	3561	27.92941176470588	0.9999112258583787	0.7445441874370102	0.7445441874370102
UP_SEQ_FEATURE	REPEAT:TPR 9	2	12.5	0.06491523363823247	Q7TNH6, Q96AY4	15	17	3561	27.92941176470588	0.9999112258583787	0.7445441874370102	0.7445441874370102
UP_SEQ_FEATURE	REPEAT:LRR 14	2	12.5	0.06491523363823247	Q5DU56, Q7RTR2	15	17	3561	27.92941176470588	0.9999112258583787	0.7445441874370102	0.7445441874370102
INTERPRO	IPR041267:NLRP_HD2	2	12.5	0.06727401230327135	Q5DU56, Q7RTR2	16	17	3677	27.03676470588235	0.993804909690435	1.0	1.0
GOTERM_CC_DIRECT	GO:0048471~perinuclear region of cytoplasm	3	18.75	0.06917696641638285	Q5DU56, Q07113, Q7RTR2	14	120	3554	6.3464285714285715	0.975951371145641	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:NACHT	2	12.5	0.07595632283327688	Q5DU56, Q7RTR2	15	20	3561	23.740000000000002	0.9999829683212608	0.7445441874370102	0.7445441874370102
GOTERM_BP_DIRECT	GO:0050728~negative regulation of inflammatory response	2	12.5	0.07772798998606047	Q5DU56, Q7RTR2	13	23	3428	22.929765886287626	0.999948381964529	0.5578126340176104	0.5303792257872361
INTERPRO	IPR007111:NACHT_NTPase	2	12.5	0.07869812831859857	Q5DU56, Q7RTR2	16	20	3677	22.98125	0.9974803361650083	1.0	1.0
UP_SEQ_FEATURE	REPEAT:LRR 13	2	12.5	0.07960970082812072	Q5DU56, Q7RTR2	15	21	3561	22.609523809523807	0.9999901799764109	0.7445441874370102	0.7445441874370102
UP_SEQ_FEATURE	REPEAT:ANK 9	2	12.5	0.08324966246314357	P16157, P97819	15	22	3561	21.581818181818182	0.9999943389118641	0.7445441874370102	0.7445441874370102
UP_SEQ_FEATURE	REPEAT:TPR 8	2	12.5	0.08324966246314357	Q7TNH6, Q96AY4	15	22	3561	21.581818181818182	0.9999943389118641	0.7445441874370102	0.7445441874370102
UP_SEQ_FEATURE	REPEAT:LRR 12	2	12.5	0.0940895034224881	Q5DU56, Q7RTR2	15	25	3561	18.992	0.9999989164335384	0.7445441874370102	0.7445441874370102
UP_SEQ_FEATURE	COMPBIAS:Polar residues	8	50.0	0.09808618271601394	P16157, Q2NKQ1, Q5DU56, Q8IYB1, P10978, Q5RCM6, Q7TNH6, Q96AY4	15	1081	3561	1.7568917668825161	0.9999994139419863	0.7445441874370102	0.7445441874370102
