"ortho_id","module","MM","GS","MM_p","GS_p","accession","id","protein_name","label"
"OG_00683","yellow",0.562062461217504,0.11971925409212,4.28566438416765e-11,0.198552081109055,"O76924",NA,NA,"OG_00683"
"OG_00987","yellow",0.665657020201886,0.150860186667424,2.66116010209162e-16,0.104463606296386,"Q8VIG3","RSPH1_MOUSE","Radial spoke head 1 homolog (Male meiotic metaphase chromosome-associated acidic protein) (Meichroacidin) (Testis-specific gene A2 protein)","RSPH1_MOUSE"
"OG_01053","yellow",0.696318747109946,0.205917224523994,2.88198962665458e-18,0.0259240133999294,"Q5VXU9","SHOC1_HUMAN","Protein shortage in chiasmata 1 ortholog (EC 3.6.-.-) (Protein ZIP2 homolog) (MZIP2)","SHOC1_HUMAN"
"OG_01101","yellow",0.583495076835854,0.202522539505568,5.05602842718662e-12,0.0285357244886742,"A6NNM8","TTL13_HUMAN","Tubulin polyglutamylase TTLL13 (EC 6.3.2.-) (Tubulin tyrosine ligase like 13) (Tubulin tyrosine ligase-like family member 13 pseudogene) (Tubulin--tyrosine ligase-like protein 13)","TTL13_HUMAN"
"OG_01228","yellow",0.626902199010435,0.1797989618768,3.99003503606067e-14,0.0524062904486348,"Q16959",NA,NA,"OG_01228"
"OG_01244","yellow",0.569730189393531,0.263912316218034,2.03050269075837e-11,0.00403828064640395,NA,NA,NA,"OG_01244"
"OG_01303","yellow",0.585372439498663,0.178326067418776,4.1615439877034e-12,0.0544010001247706,"Q9CQS5","RIOK2_MOUSE","Serine/threonine-protein kinase RIO2 (EC 2.7.11.1) (RIO kinase 2)","RIOK2_MOUSE"
"OG_00048","yellow",0.591961208267507,0.109543975460245,2.08052491870386e-12,0.239707009208715,"Q8BYH7",NA,NA,"OG_00048"
"OG_00166","yellow",0.583604642429225,0.177074345934751,4.99907435002855e-12,0.0561449336477427,"A6QLA0",NA,NA,"OG_00166"
"OG_00203","yellow",0.614586557820909,0.217098870173746,1.70007307470464e-13,0.0187136982287836,NA,NA,NA,"OG_00203"
"OG_00343","yellow",0.655657085781473,0.129534507735386,1.03983896262376e-15,0.16393497884549,"A4IJ21",NA,NA,"OG_00343"
"OG_00355","yellow",0.611385211988743,0.139039911545571,2.45269298057379e-13,0.134895838712062,"C0HL13","LRP2_PIG","Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin)","LRP2_PIG"
"OG_00437","yellow",0.565442107982424,0.0972337539550637,3.09067464870327e-11,0.296982913350285,NA,NA,NA,"OG_00437"
"OG_00455","yellow",0.667890300669345,0.186919263062282,1.94879748357992e-16,0.0435959237066041,NA,NA,NA,"OG_00455"
"OG_00584","yellow",0.596606137361039,0.00635128486600959,1.26411719374696e-12,0.945815306184113,"Q5ZK05",NA,NA,"OG_00584"
"OG_01455","yellow",0.655961470101742,0.138830402902038,9.98340712603035e-16,0.135490495422326,"Q922V4",NA,NA,"OG_01455"
"OG_01605","yellow",0.669589896361584,0.0496272723113021,1.53466281632198e-16,0.595165746500018,"Q9W7L4",NA,NA,"OG_01605"
"OG_01647","yellow",0.583205540769498,0.106032114332197,5.20957086160959e-12,0.255200034313567,"O08623","SQSTM_RAT","Sequestosome-1 (Protein kinase C-zeta-interacting protein) (PKC-zeta-interacting protein) (Ubiquitin-binding protein p62)","SQSTM_RAT"
"OG_01818","yellow",0.563317414617401,0.267078638748306,3.79742901816002e-11,0.00360329478362989,NA,NA,NA,"OG_01818"
"OG_01841","yellow",0.711586440060457,0.243105303338628,2.43335895106069e-19,0.0082637630662551,NA,NA,NA,"OG_01841"
"OG_01957","yellow",0.586385102321453,0.186795051427971,3.74472319306565e-12,0.0437383028974507,NA,NA,NA,"OG_01957"
"OG_01968","yellow",0.596897972011705,0.129320813933281,1.2248307142849e-12,0.164637424015629,"Q8AWD2","MOCS3_DANRE","Adenylyltransferase and sulfurtransferase MOCS3 (Molybdenum cofactor synthesis protein 3) [Includes: Molybdopterin-synthase adenylyltransferase (EC 2.7.7.80) (Adenylyltransferase MOCS3) (Sulfur carrier protein MOCS2A adenylyltransferase); Molybdopterin-synthase sulfurtransferase (EC 2.8.1.11) (Sulfur carrier protein MOCS2A sulfurtransferase) (Sulfurtransferase MOCS3)]","MOCS3_DANRE"
"OG_02366","yellow",0.584336673835571,0.152960871201988,4.63416477813031e-12,0.0996681007930981,"P70057",NA,NA,"OG_02366"
"OG_02427","yellow",0.717320104644696,0.155222172070622,9.22367083918558e-20,0.0947014179073755,"Q99K70","RRAGC_MOUSE","Ras-related GTP-binding protein C (Rag C) (RagC) (EC 3.6.5.-) (GTPase-interacting protein 2) (TIB929)","RRAGC_MOUSE"
"OG_02649","yellow",0.664609691525819,0.179459722061331,3.07698403540067e-16,0.0528602828345212,"P09057","DCOR_RAT","Ornithine decarboxylase (ODC) (EC 4.1.1.17)","DCOR_RAT"
"OG_02926","yellow",0.59248824317165,0.122489390534242,1.96695519032371e-12,0.188288096001894,"P32297","ACHA3_HUMAN","Neuronal acetylcholine receptor subunit alpha-3","ACHA3_HUMAN"
"OG_02951","yellow",0.645781907128676,0.110461481457678,3.80180715359123e-15,0.23576948550896,NA,NA,NA,"OG_02951"
"OG_03054","yellow",0.598475646779999,0.174422434955823,1.03207717622017e-12,0.0599915917638299,"Q5ZK88","PSPC1_CHICK","Paraspeckle component 1","PSPC1_CHICK"
"OG_03062","yellow",0.675968458139107,0.157332538987985,6.17260750228638e-17,0.0902447840826212,"Q64331","MYO6_MOUSE","Unconventional myosin-VI (Protein twist) (Unconventional myosin-6)","MYO6_MOUSE"
"OG_03367","yellow",0.582853732589505,0.0325661436606233,5.40221089375493e-12,0.727414308039373,"Q8NFJ9",NA,NA,"OG_03367"
"OG_03570","yellow",0.651067469114776,0.27050139345073,1.91083635358833e-15,0.0031808028943466,NA,NA,NA,"OG_03570"
"OG_03659","yellow",0.590453023917486,0.106895155846776,2.44169833229824e-12,0.251330427990308,"Q69ZX6","MOR2A_MOUSE","ATPase MORC2A (EC 3.6.1.-) (MORC family CW-type zinc finger protein 2A) (Zinc finger CW-type coiled-coil domain protein 1)","MOR2A_MOUSE"
"OG_03876","yellow",0.722589799323249,0.169244660157749,3.70184246427704e-20,0.0681235188357174,"P55088",NA,NA,"OG_03876"
"OG_03895","yellow",0.661467046844525,0.169686089222586,4.74043813189092e-16,0.0673970692143263,"Q12872","SFSWA_HUMAN","Splicing factor, suppressor of white-apricot homolog (Splicing factor, arginine/serine-rich 8) (Suppressor of white apricot protein homolog)","SFSWA_HUMAN"
"OG_03935","yellow",0.669040352239656,0.184424150584148,1.65819280716077e-16,0.0465311324289853,"Q06726",NA,NA,"OG_03935"
"OG_04220","yellow",0.614597822804292,0.0421425735394983,1.69786946235953e-13,0.651882929379554,"G3UYX5",NA,NA,"OG_04220"
"OG_04480","yellow",0.628317485375797,0.130964808188945,3.36391137263934e-14,0.159290637588583,"Q8R0S1","ATF7_MOUSE","Cyclic AMP-dependent transcription factor ATF-7 (cAMP-dependent transcription factor ATF-7) (Activating transcription factor 7) (Transcription factor ATF-A)","ATF7_MOUSE"
"OG_04591","yellow",0.637169240601555,0.134170092969999,1.13366478828964e-14,0.149240529346202,"Q13319","CD5R2_HUMAN","Cyclin-dependent kinase 5 activator 2 (CDK5 activator 2) (Cyclin-dependent kinase 5 regulatory subunit 2) (p39) (p39I)","CD5R2_HUMAN"
"OG_04727","yellow",0.672013853739087,0.0210817129030048,1.08856525326604e-16,0.821504495333373,NA,NA,NA,"OG_04727"
"OG_04783","yellow",0.564805684571323,0.0255588931146918,3.28783029755499e-11,0.784439596051396,NA,NA,NA,"OG_04783"
"OG_04911","yellow",0.745254265034453,0.174275811373052,5.66817382655422e-22,0.0602104139805242,"P29275","AA2BR_HUMAN","Adenosine receptor A2b","AA2BR_HUMAN"
"OG_04913","yellow",0.587488404648904,0.205405093021799,3.33658160544943e-12,0.0263044514544006,NA,NA,NA,"OG_04913"
"OG_04915","yellow",0.699757392248625,0.0967311238285392,1.67424678517479e-18,0.299498910541988,"P17124",NA,NA,"OG_04915"
"OG_05163","yellow",0.564654879497722,0.146726210641686,3.33629750575221e-11,0.114427154989533,"G3M4F8",NA,NA,"OG_05163"
"OG_05177","yellow",0.657982834580959,0.203134196802357,7.60857889376763e-16,0.0280492706251914,NA,NA,NA,"OG_05177"
"OG_05240","yellow",0.560313201336214,0.109447511041552,5.06840314487535e-11,0.240123633608408,"Q923Y6",NA,NA,"OG_05240"
"OG_05365","yellow",0.679967084152258,0.14119098666183,3.44690981313075e-17,0.128904974909654,"Q6PBL0",NA,NA,"OG_05365"
"OG_05414","yellow",0.56223786912798,0.126469293940785,4.21394955963959e-11,0.174225932362509,NA,NA,NA,"OG_05414"
"OG_05413","yellow",0.674275254261355,0.155002385228681,7.87819550020198e-17,0.095175395140288,"Q01804","OTUD4_HUMAN","OTU domain-containing protein 4 (EC 3.4.19.12) (HIV-1-induced protein HIN-1)","OTUD4_HUMAN"
