"ortho_id","module","MM","GS","MM_p","GS_p","accession","id","protein_name","label"
"OG_00702","red",0.403400196424728,0.0810353995354176,6.49009611020589e-06,0.38509307192316,"B9EJX3",NA,NA,"OG_00702"
"OG_00856","red",0.450599633122552,0.0751917081251626,3.43499468021617e-07,0.420397496844899,NA,NA,NA,"OG_00856"
"OG_00980","red",0.487320384015985,0.124624087655655,2.51787936868708e-08,0.180646202026281,NA,NA,NA,"OG_00980"
"OG_01016","red",0.48407635430774,0.181855934591308,3.21171899824308e-08,0.0497219258261575,NA,NA,NA,"OG_01016"
"OG_01110","red",0.464204918100754,0.0697152325138605,1.35163773896189e-07,0.455124775139962,"Q0MQA3",NA,NA,"OG_01110"
"OG_01280","red",0.485996148589979,0.0601901887618293,2.78173633599945e-08,0.519153293187173,"P62312","LSM6_HUMAN","U6 snRNA-associated Sm-like protein LSm6","LSM6_HUMAN"
"OG_01310","red",0.463708551371079,0.162095722123396,1.39942402721565e-07,0.0807978611087418,NA,NA,NA,"OG_01310"
"OG_00236","red",0.41807462283529,0.0968736956030864,2.72837197170892e-06,0.298783822820332,NA,NA,NA,"OG_00236"
"OG_00288","red",0.425821309992734,0.225805026278677,1.69809348798434e-06,0.014367767263901,NA,NA,NA,"OG_00288"
"OG_00306","red",0.405074363386239,0.0413955890142031,5.89124857198308e-06,0.657661340395083,"Q6PBP3",NA,NA,"OG_00306"
"OG_00336","red",0.441511402887446,0.00543630711216651,6.26443517225478e-07,0.953611835751455,"Q6DGV1","CELF4_DANRE","CUGBP Elav-like family member 4 (CELF-4) (Bruno-like protein 4) (CUG-BP- and ETR-3-like factor 4) (RNA-binding protein BRUNOL-4)","CELF4_DANRE"
"OG_00369","red",0.400395946264807,0.0716060471452977,7.71135348057647e-06,0.442958179145709,"O74362",NA,NA,"OG_00369"
"OG_00371","red",0.438500412413612,0.00173955833588893,7.61523141492892e-07,0.985148882910002,NA,NA,NA,"OG_00371"
"OG_00429","red",0.435261664435712,0.00323524750533659,9.37547940547336e-07,0.97238361794904,"C3ZWH9",NA,NA,"OG_00429"
"OG_00510","red",0.400639637901692,0.0438733625470956,7.60472900964155e-06,0.638573630060008,NA,NA,NA,"OG_00510"
"OG_00645","red",0.412449495124884,0.0136754292002371,3.82182558256691e-06,0.883652179047697,"Q32LN7","SKI8_BOVIN","Superkiller complex protein 8 (Ski8) (WD repeat-containing protein 61) [Cleaved into: Superkiller complex protein 8, N-terminally processed (WD repeat-containing protein 61, N-terminally processed)]","SKI8_BOVIN"
"OG_01497","red",0.427724086297435,0.0923411597959776,1.50865818185313e-06,0.322068579008384,"O00244","ATOX1_HUMAN","Copper transport protein ATOX1 (Metal transport protein ATX1)","ATOX1_HUMAN"
"OG_01540","red",0.40277001434534,0.11618890373304,6.73005074237768e-06,0.212209980151478,NA,NA,NA,"OG_01540"
"OG_01835","red",0.456670316684082,0.0577024863426058,2.27695446106028e-07,0.536600537290044,"Q9Y5K8",NA,NA,"OG_01835"
"OG_01901","red",0.517831723359568,0.101643064093131,2.24455721523198e-09,0.275510331853963,NA,NA,NA,"OG_01901"
"OG_01958","red",0.408894578079647,0.119314533444169,4.71428486989712e-06,0.200084827551897,"P48556","PSMD8_HUMAN","26S proteasome non-ATPase regulatory subunit 8 (26S proteasome regulatory subunit RPN12) (26S proteasome regulatory subunit S14) (p31)","PSMD8_HUMAN"
"OG_02072","red",0.446954291693393,0.110179156242115,4.38032457246396e-07,0.236976257772343,"C1C4M3","STN1_AQUCT","CST complex subunit STN1 (Oligonucleotide/oligosaccharide-binding fold-containing protein 1) (Suppressor of cdc thirteen homolog)","STN1_AQUCT"
"OG_02364","red",0.43183962215181,0.0915504415576299,1.16521296600374e-06,0.326247294395253,"Q9NWM8","FKB14_HUMAN","Peptidyl-prolyl cis-trans isomerase FKBP14 (PPIase FKBP14) (EC 5.2.1.8) (22 kDa FK506-binding protein) (22 kDa FKBP) (FKBP-22) (FK506-binding protein 14) (FKBP-14) (Rotamase)","FKB14_HUMAN"
"OG_02549","red",0.470940488946285,0.114276042085887,8.3893376197043e-08,0.219884054796288,"P0CB87",NA,NA,"OG_02549"
"OG_02567","red",0.497058954773919,0.0571667601362297,1.19410237521914e-08,0.54039552527645,"O04287",NA,NA,"OG_02567"
"OG_02724","red",0.471236854311529,0.106986637137801,8.21317791000032e-08,0.250922635678878,"P63271",NA,NA,"OG_02724"
"OG_02839","red",0.458772747569711,0.0273978578386647,1.97106255834509e-07,0.769349138303434,"Q24439",NA,NA,"OG_02839"
"OG_02844","red",0.414739325350101,0.060843648714693,3.33432352034928e-06,0.514618742654906,"Q9QXE2",NA,NA,"OG_02844"
"OG_02984","red",0.427856920543099,0.123310534500109,1.49621129984799e-06,0.185321138748421,NA,NA,NA,"OG_02984"
"OG_03033","red",0.437823219695103,0.14684432251158,7.95506039275642e-07,0.114132594873556,"Q9JJ80",NA,NA,"OG_03033"
"OG_03088","red",0.415015325652768,0.112773152503763,3.27970732100201e-06,0.22604974292115,"Q8BUB6",NA,NA,"OG_03088"
"OG_03194","red",0.522563632725907,0.183489614596868,1.50957635824802e-09,0.0476719450942924,"A2BIG9",NA,NA,"OG_03194"
"OG_03351","red",0.424369321222743,0.0580555394469051,1.85759988934671e-06,0.534106826093513,"A1A5V9",NA,NA,"OG_03351"
"OG_03425","red",0.483930259541803,0.00398446776356031,3.24692383853317e-08,0.965991666215247,"Q6AZJ9",NA,NA,"OG_03425"
"OG_03461","red",0.404012874079568,0.000136383763579447,6.2645679347397e-06,0.998835586065904,"Q7T0U5",NA,NA,"OG_03461"
"OG_03519","red",0.397715455956145,0.102348918450326,8.98110916870631e-06,0.272172583920632,"Q9D4V7","RABL3_MOUSE","Rab-like protein 3","RABL3_MOUSE"
"OG_03505","red",0.490902639984926,0.0120505876774812,1.91880092182981e-08,0.897395456818027,"Q15370","ELOB_HUMAN","Elongin-B (EloB) (Elongin 18 kDa subunit) (RNA polymerase II transcription factor SIII subunit B) (SIII p18) (Transcription elongation factor B polypeptide 2)","ELOB_HUMAN"
