OG_ID,loading,group_id,apul,peve,ptua,type,avg_identity,query,accession,id,reviewed,protein_name,organism,pident,length,evalue,bitscore,title,go_ids,go_bp,go_cc,go_mf,goslim_ids,goslim_names
OG_10157,0.3087698053987738,OG_10157,FUN_043552-T1,Peve_00009534,Pocillopora_meandrina_HIv1___RNAseq.g8003.t1,three_way,72.05633333333333,,,,,,,,,,,,,,,,,
OG_00487,0.2864028437413207,OG_00487,FUN_001453-T1,Peve_00018442,Pocillopora_meandrina_HIv1___RNAseq.g1954.t1,three_way,80.51,FUN_001453-T1,Q9UBR2,CATZ_HUMAN,,Cathepsin Z (EC 3.4.18.1) (Cathepsin P) (Cathepsin X),Homo sapiens (Human),61.6,297.0,1.4000000000000005e-111,404.1,sp|Q9UBR2|CATZ_HUMAN Cathepsin Z OS=Homo sapiens OX=9606 GN=CTSZ PE=1 SV=1,GO:0002003; GO:0004180; GO:0004197; GO:0005576; GO:0005615; GO:0005764; GO:0005783; GO:0005788; GO:0005886; GO:0005938; GO:0006508; GO:0008234; GO:0009986; GO:0010757; GO:0016807; GO:0030134; GO:0030426; GO:0031410; GO:0033116; GO:0035580; GO:0043231; GO:0051603; GO:0060441; GO:0062023; GO:0070062; GO:1904813,angiotensin maturation [GO:0002003]; epithelial tube branching involved in lung morphogenesis [GO:0060441]; negative regulation of plasminogen activation [GO:0010757]; proteolysis [GO:0006508]; proteolysis involved in protein catabolic process [GO:0051603],cell cortex [GO:0005938]; cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; cytoplasmic vesicle [GO:0031410]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule lumen [GO:1904813]; growth cone [GO:0030426]; intracellular membrane-bounded organelle [GO:0043231]; lysosome [GO:0005764]; plasma membrane [GO:0005886]; specific granule lumen [GO:0035580],carboxypeptidase activity [GO:0004180]; cysteine-type carboxypeptidase activity [GO:0016807]; cysteine-type endopeptidase activity [GO:0004197]; cysteine-type peptidase activity [GO:0008234],GO:0003824; GO:0005576; GO:0005615; GO:0005764; GO:0005773; GO:0005783; GO:0005886; GO:0016787; GO:0031410; GO:0043226; GO:0051604; GO:0140096,"catalytic activity; extracellular region; extracellular space; lysosome; vacuole; endoplasmic reticulum; plasma membrane; hydrolase activity; cytoplasmic vesicle; organelle; protein maturation; catalytic activity, acting on a protein"
OG_05226,0.2826153546541111,OG_05226,FUN_023639-T1,Peve_00027828,Pocillopora_meandrina_HIv1___RNAseq.g17814.t1c,three_way,45.796,,,,,,,,,,,,,,,,,
OG_04507,0.2762051360103132,OG_04507,FUN_022031-T1,Peve_00036254,Pocillopora_meandrina_HIv1___RNAseq.g3190.t1,three_way,65.41766666666666,FUN_022031-T1,Q86A72,,,,,24.7,178.0,1.5e-07,60.1,sp|Q86A72|Y4781_DICDI Recoverin family protein DDB_G0274781 OS=Dictyostelium discoideum OX=44689 GN=DDB_G0274781 PE=3 SV=1,,,,,,
OG_08842,0.2753692943915682,OG_08842,FUN_038187-T1,Peve_00006347,Pocillopora_meandrina_HIv1___RNAseq.g945.t1,three_way,61.87833333333334,FUN_038187-T1,Q80ZA4,PKHL1_MOUSE,,Fibrocystin-L (Polycystic kidney and hepatic disease 1-like protein 1) (PKHD1-like protein 1) (Protein D86),Mus musculus (Mouse),34.3,4297.0,0.0,2329.7,sp|Q80ZA4|PKHL1_MOUSE Fibrocystin-L OS=Mus musculus OX=10090 GN=Pkhd1l1 PE=1 SV=1,GO:0007605; GO:0032426; GO:0060171; GO:0120234,sensory perception of sound [GO:0007605],stereocilium coat [GO:0120234]; stereocilium membrane [GO:0060171]; stereocilium tip [GO:0032426],,GO:0030312; GO:0050877,external encapsulating structure; nervous system process
OG_04624,0.2634986625277866,OG_04624,FUN_022332-T1,Peve_00028602,Pocillopora_meandrina_HIv1___RNAseq.g4651.t2,three_way,52.3965,FUN_022332-T1,P26008,,,,,27.8,994.0,3.3000000000000003e-81,305.1,sp|P26008|ITAV_CHICK Integrin alpha-V OS=Gallus gallus OX=9031 GN=ITGAV PE=2 SV=1,,,,,,
OG_03845,0.2624540736112292,OG_03845,FUN_015318-T1,Peve_00023982,Pocillopora_meandrina_HIv1___RNAseq.g21728.t1,three_way,82.93366666666667,FUN_015318-T1,Q5QNI2,,,,,31.0,532.0,4.7999999999999997e-54,213.8,sp|Q5QNI2|NCL1_ORYSJ Sodium/calcium exchanger NCL1 OS=Oryza sativa subsp. japonica OX=39947 GN=NCL1 PE=2 SV=1,,,,,,
OG_08661,0.2585231264935366,OG_08661,FUN_037877-T1,Peve_00027466,Pocillopora_meandrina_HIv1___TS.g13174.t1,three_way,47.705333333333336,FUN_037877-T1,P86733,,,,,41.8,110.0,7.4e-27,125.6,sp|P86733|KCP_HALAI BPTI/Kunitz domain-containing protein (Fragment) OS=Haliotis asinina OX=109174 PE=1 SV=1,,,,,,
OG_09826,0.2574087151479093,OG_09826,FUN_042659-T1,Peve_00031591,Pocillopora_meandrina_HIv1___RNAseq.g4898.t1,three_way,46.13633333333333,,,,,,,,,,,,,,,,,
OG_00430,0.2561051885025318,OG_00430,FUN_001338-T1,Peve_00036941,Pocillopora_meandrina_HIv1___TS.g4798.t2,three_way,67.19033333333333,FUN_001338-T1,Q8C9W3,ATS2_MOUSE,,A disintegrin and metalloproteinase with thrombospondin motifs 2 (ADAM-TS 2) (ADAM-TS2) (ADAMTS-2) (EC 3.4.24.14) (Procollagen I N-proteinase) (PC I-NP) (Procollagen I/II amino propeptide-processing enzyme) (Procollagen N-endopeptidase) (pNPI),Mus musculus (Mouse),31.2,954.0,4.4e-135,484.6,sp|Q8C9W3|ATS2_MOUSE A disintegrin and metalloproteinase with thrombospondin motifs 2 OS=Mus musculus OX=10090 GN=Adamts2 PE=1 SV=2,GO:0004222; GO:0005576; GO:0007283; GO:0008233; GO:0008270; GO:0016485; GO:0030199; GO:0030324; GO:0030574; GO:0031012; GO:0043588,collagen catabolic process [GO:0030574]; collagen fibril organization [GO:0030199]; lung development [GO:0030324]; protein processing [GO:0016485]; skin development [GO:0043588]; spermatogenesis [GO:0007283],extracellular matrix [GO:0031012]; extracellular region [GO:0005576],metalloendopeptidase activity [GO:0004222]; peptidase activity [GO:0008233]; zinc ion binding [GO:0008270],GO:0003824; GO:0005576; GO:0016787; GO:0022414; GO:0030198; GO:0030312; GO:0031012; GO:0048856; GO:0051604; GO:0140096,"catalytic activity; extracellular region; hydrolase activity; reproductive process; extracellular matrix organization; external encapsulating structure; extracellular matrix; anatomical structure development; protein maturation; catalytic activity, acting on a protein"
OG_07251,0.2554688937448096,OG_07251,FUN_032993-T1,Peve_00014539,Pocillopora_meandrina_HIv1___RNAseq.g24472.t1,three_way,86.36833333333334,FUN_032993-T1,P47826,,,,,72.1,280.0,9.999999999999999e-116,417.9,sp|P47826|RLA0_CHICK Large ribosomal subunit protein uL10 OS=Gallus gallus OX=9031 GN=RPLP0 PE=1 SV=1,,,,,,
OG_01645,0.2548739219497188,OG_01645,FUN_006796-T1,Peve_00019185,Pocillopora_meandrina_HIv1___RNAseq.g20496.t1,three_way,33.34466666666667,FUN_006796-T1,Q96RW7,HMCN1_HUMAN,,Hemicentin-1 (Fibulin-6) (FIBL-6),Homo sapiens (Human),28.9,287.0,1.3e-17,92.4,sp|Q96RW7|HMCN1_HUMAN Hemicentin-1 OS=Homo sapiens OX=9606 GN=HMCN1 PE=1 SV=2,GO:0005201; GO:0005509; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007156; GO:0007157; GO:0007601; GO:0009617; GO:0030036; GO:0032154; GO:0051301; GO:0062023; GO:0070062; GO:0071711,actin cytoskeleton organization [GO:0030036]; basement membrane organization [GO:0071711]; cell division [GO:0051301]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; response to bacterium [GO:0009617]; visual perception [GO:0007601],adherens junction [GO:0005912]; basement membrane [GO:0005604]; cell cortex [GO:0005938]; cleavage furrow [GO:0032154]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; muscle tendon junction [GO:0005927],calcium ion binding [GO:0005509]; extracellular matrix structural constituent [GO:0005201],GO:0005198; GO:0007010; GO:0007155; GO:0030198; GO:0030312; GO:0031012; GO:0043226; GO:0050877,structural molecule activity; cytoskeleton organization; cell adhesion; extracellular matrix organization; external encapsulating structure; extracellular matrix; organelle; nervous system process
OG_01155,0.2527716864178085,OG_01155,FUN_004766-T1,Peve_00019319,Pocillopora_meandrina_HIv1___RNAseq.g6698.t2,three_way,68.8935,FUN_004766-T1,Q5R4N8,,,,,40.4,779.0,6.3e-146,519.6,sp|Q5R4N8|A2MG_PONAB Alpha-2-macroglobulin OS=Pongo abelii OX=9601 GN=A2M PE=2 SV=1,,,,,,
OG_07000,0.2488774131570658,OG_07000,FUN_032151-T1,Peve_00003236,Pocillopora_meandrina_HIv1___RNAseq.g5328.t1,three_way,63.626333333333335,FUN_032151-T1,Q9NPA2,MMP25_HUMAN,,Matrix metalloproteinase-25 (MMP-25) (EC 3.4.24.-) (Leukolysin) (Membrane-type matrix metalloproteinase 6) (MT-MMP 6) (MTMMP6) (Membrane-type-6 matrix metalloproteinase) (MT6-MMP) (MT6MMP),Homo sapiens (Human),36.2,384.0,6.7e-56,219.9,sp|Q9NPA2|MMP25_HUMAN Matrix metalloproteinase-25 OS=Homo sapiens OX=9606 GN=MMP25 PE=1 SV=1,GO:0004222; GO:0005615; GO:0005886; GO:0006508; GO:0006954; GO:0008270; GO:0016020; GO:0030198; GO:0030574; GO:0031012; GO:0035579; GO:0060022; GO:0098552,collagen catabolic process [GO:0030574]; extracellular matrix organization [GO:0030198]; hard palate development [GO:0060022]; inflammatory response [GO:0006954]; proteolysis [GO:0006508],extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; membrane [GO:0016020]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]; specific granule membrane [GO:0035579],metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270],GO:0003824; GO:0005615; GO:0005886; GO:0006954; GO:0016787; GO:0030198; GO:0030312; GO:0031012; GO:0048856; GO:0140096,"catalytic activity; extracellular space; plasma membrane; inflammatory response; hydrolase activity; extracellular matrix organization; external encapsulating structure; extracellular matrix; anatomical structure development; catalytic activity, acting on a protein"
OG_09806,0.2484667286167944,OG_09806,FUN_042624-T1,Peve_00016197,Pocillopora_meandrina_HIv1___RNAseq.g11511.t1,three_way,48.837833333333336,FUN_042624-T1,E9Q414,APOB_MOUSE,,Apolipoprotein B-100 (Apo B-100) [Cleaved into: Apolipoprotein B-48 (Apo B-48)],Mus musculus (Mouse),24.7,1102.0,3e-65,254.6,sp|E9Q414|APOB_MOUSE Apolipoprotein B-100 OS=Mus musculus OX=10090 GN=Apob PE=1 SV=1,GO:0001701; GO:0005543; GO:0005576; GO:0005783; GO:0005811; GO:0005829; GO:0006629; GO:0006642; GO:0007283; GO:0007399; GO:0008201; GO:0008203; GO:0009566; GO:0009615; GO:0009791; GO:0010628; GO:0010744; GO:0010886; GO:0016042; GO:0019433; GO:0030301; GO:0030317; GO:0033344; GO:0034359; GO:0034361; GO:0034362; GO:0034363; GO:0034374; GO:0034383; GO:0035473; GO:0042157; GO:0042158; GO:0042159; GO:0042632; GO:0042953; GO:0043025; GO:0045540; GO:0048018; GO:0048844; GO:0050750; GO:0051649; GO:0070971; GO:0071402; GO:0120020,artery morphogenesis [GO:0048844]; cellular response to lipoprotein particle stimulus [GO:0071402]; cholesterol efflux [GO:0033344]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; cholesterol transport [GO:0030301]; establishment of localization in cell [GO:0051649]; fertilization [GO:0009566]; flagellated sperm motility [GO:0030317]; in utero embryonic development [GO:0001701]; lipid catabolic process [GO:0016042]; lipid metabolic process [GO:0006629]; lipoprotein biosynthetic process [GO:0042158]; lipoprotein catabolic process [GO:0042159]; lipoprotein metabolic process [GO:0042157]; lipoprotein transport [GO:0042953]; low-density lipoprotein particle clearance [GO:0034383]; low-density lipoprotein particle remodeling [GO:0034374]; nervous system development [GO:0007399]; positive regulation of cholesterol storage [GO:0010886]; positive regulation of gene expression [GO:0010628]; positive regulation of macrophage derived foam cell differentiation [GO:0010744]; post-embryonic development [GO:0009791]; regulation of cholesterol biosynthetic process [GO:0045540]; response to virus [GO:0009615]; spermatogenesis [GO:0007283]; triglyceride catabolic process [GO:0019433]; triglyceride mobilization [GO:0006642],cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum exit site [GO:0070971]; extracellular region [GO:0005576]; intermediate-density lipoprotein particle [GO:0034363]; lipid droplet [GO:0005811]; low-density lipoprotein particle [GO:0034362]; mature chylomicron [GO:0034359]; neuronal cell body [GO:0043025]; very-low-density lipoprotein particle [GO:0034361],cholesterol transfer activity [GO:0120020]; heparin binding [GO:0008201]; lipase binding [GO:0035473]; low-density lipoprotein particle receptor binding [GO:0050750]; phospholipid binding [GO:0005543]; receptor ligand activity [GO:0048018],GO:0005215; GO:0005576; GO:0005783; GO:0005811; GO:0005829; GO:0006629; GO:0007018; GO:0008289; GO:0022414; GO:0030163; GO:0043226; GO:0048018; GO:0048856; GO:0048870; GO:0098772,transporter activity; extracellular region; endoplasmic reticulum; lipid droplet; cytosol; lipid metabolic process; microtubule-based movement; lipid binding; reproductive process; protein catabolic process; organelle; receptor ligand activity; anatomical structure development; cell motility; molecular function regulator activity
OG_01730,0.2481386080667737,OG_01730,FUN_007024-T1,Peve_00032896,Pocillopora_meandrina_HIv1___RNAseq.g20020.t1,three_way,90.27,FUN_007024-T1,O49447,ADT3_ARATH,,"ADP,ATP carrier protein 3, mitochondrial (ADP/ATP translocase 3) (Adenine nucleotide translocator 3) (ANT 3)",Arabidopsis thaliana (Mouse-ear cress),66.6,308.0,3.2e-110,399.8,"sp|O49447|ADT3_ARATH ADP,ATP carrier protein 3, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=AAC3 PE=1 SV=1",GO:0005471; GO:0005739; GO:0005743; GO:0005886; GO:0009941; GO:0015865; GO:0016020; GO:0140021; GO:1990544,mitochondrial ADP transmembrane transport [GO:0140021]; mitochondrial ATP transmembrane transport [GO:1990544]; purine nucleotide transport [GO:0015865],chloroplast envelope [GO:0009941]; membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886],ATP:ADP antiporter activity [GO:0005471],GO:0005215; GO:0005739; GO:0005886; GO:0043226; GO:0055085,transporter activity; mitochondrion; plasma membrane; organelle; transmembrane transport
OG_06779,0.2468442837490491,OG_06779,FUN_031646-T1,Peve_00043571,Pocillopora_meandrina_HIv1___RNAseq.g5683.t1,three_way,65.723,FUN_031646-T1,A6H7B1,,,,,54.9,144.0,2.7e-34,146.4,sp|A6H7B1|TOM20_BOVIN Mitochondrial import receptor subunit TOM20 homolog OS=Bos taurus OX=9913 GN=TOMM20 PE=2 SV=1,,,,,,
