OG_ID,loading,group_id,apul,peve,ptua,type,avg_identity,query,accession,id,reviewed,protein_name,organism,pident,length,evalue,bitscore,title,go_ids,go_bp,go_cc,go_mf,goslim_ids,goslim_names
OG_03116,0.3907958070655482,OG_03116,FUN_012430-T1,Peve_00026925,Pocillopora_meandrina_HIv1___RNAseq.g23681.t1,three_way,55.942,FUN_012430-T1,Q7TXL8,,,,,25.4,2226.0,7.9e-140,501.5,sp|Q7TXL8|PPSC_MYCBO Phenolphthiocerol/phthiocerol polyketide synthase subunit C OS=Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) OX=233413 GN=ppsC PE=1 SV=1,,,,,,
OG_02366,0.3561842607520677,OG_02366,FUN_008973-T1,Peve_00044338,Pocillopora_meandrina_HIv1___RNAseq.g3943.t1,three_way,66.187,FUN_008973-T1,P70057,,,,,37.0,573.0,1.5999999999999999e-83,312.4,sp|P70057|KCNQ1_XENLA Potassium voltage-gated channel subfamily KQT member 1 OS=Xenopus laevis OX=8355 GN=kcnq1 PE=1 SV=2,,,,,,
OG_01314,0.3490134111079002,OG_01314,FUN_005177-T1,Peve_00022720,Pocillopora_meandrina_HIv1___RNAseq.g7584.t1,three_way,78.689,FUN_005177-T1,Q7Z401,MYCPP_HUMAN,,C-myc promoter-binding protein (DENN domain-containing protein 4A),Homo sapiens (Human),34.8,1885.0,8.6e-282,971.8,sp|Q7Z401|MYCPP_HUMAN C-myc promoter-binding protein OS=Homo sapiens OX=9606 GN=DENND4A PE=1 SV=2,GO:0003677; GO:0005085; GO:0005634; GO:0005829; GO:0006355; GO:0031410; GO:0032483,regulation of DNA-templated transcription [GO:0006355]; regulation of Rab protein signal transduction [GO:0032483],cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; nucleus [GO:0005634],DNA binding [GO:0003677]; guanyl-nucleotide exchange factor activity [GO:0005085],GO:0003677; GO:0005634; GO:0005829; GO:0006355; GO:0031410; GO:0043226; GO:0098772,DNA binding; nucleus; cytosol; regulation of DNA-templated transcription; cytoplasmic vesicle; organelle; molecular function regulator activity
OG_08539,0.3477389986163733,OG_08539,FUN_037489-T1,Peve_00020410,Pocillopora_meandrina_HIv1___RNAseq.g1305.t1,three_way,76.29033333333334,FUN_037489-T1,A2VEI2,MICU1_DROME,,"Calcium uptake protein 1 homolog, mitochondrial (Mitochondrial calcium uptake 1)",Drosophila melanogaster (Fruit fly),53.7,376.0,1.5e-108,394.8,"sp|A2VEI2|MICU1_DROME Calcium uptake protein 1 homolog, mitochondrial OS=Drosophila melanogaster OX=7227 GN=MICU1 PE=2 SV=1",GO:0005509; GO:0005758; GO:0007615; GO:0036444; GO:0051560; GO:0051561; GO:0072375; GO:1990246,anesthesia-resistant memory [GO:0007615]; calcium import into the mitochondrion [GO:0036444]; medium-term memory [GO:0072375]; mitochondrial calcium ion homeostasis [GO:0051560]; positive regulation of mitochondrial calcium ion concentration [GO:0051561],mitochondrial intermembrane space [GO:0005758]; uniplex complex [GO:1990246],calcium ion binding [GO:0005509],GO:0050877; GO:0055085,nervous system process; transmembrane transport
OG_10186,0.3450448880674587,OG_10186,FUN_043601-T1,Peve_00040384,Pocillopora_meandrina_HIv1___RNAseq.g6949.t1,three_way,45.54,FUN_043601-T1,Q4LDE5,SVEP1_HUMAN,,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (CCP module-containing protein 22) (Polydom) (Selectin-like osteoblast-derived protein) (SEL-OB) (Serologically defined breast cancer antigen NY-BR-38)",Homo sapiens (Human),28.0,1276.0,2.1e-133,478.8,"sp|Q4LDE5|SVEP1_HUMAN Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3",GO:0003017; GO:0003682; GO:0005178; GO:0005509; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0008544; GO:0010467; GO:0010572; GO:0016020; GO:0036303; GO:0045906; GO:0048014; GO:0098640; GO:0120193,epidermis development [GO:0008544]; gene expression [GO:0010467]; lymph circulation [GO:0003017]; lymph vessel morphogenesis [GO:0036303]; negative regulation of vasoconstriction [GO:0045906]; positive regulation of platelet activation [GO:0010572]; Tie signaling pathway [GO:0048014]; tight junction organization [GO:0120193],cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; membrane [GO:0016020]; nucleus [GO:0005634],calcium ion binding [GO:0005509]; chromatin binding [GO:0003682]; integrin binding [GO:0005178]; integrin binding involved in cell-matrix adhesion [GO:0098640],GO:0003013; GO:0005576; GO:0005615; GO:0005634; GO:0034330; GO:0043226; GO:0048856; GO:0098631,circulatory system process; extracellular region; extracellular space; nucleus; cell junction organization; organelle; anatomical structure development; cell adhesion mediator activity
OG_10180,0.3383952261887036,OG_10180,FUN_043593-T1,Peve_00010457,Pocillopora_meandrina_HIv1___RNAseq.g6971.t1,three_way,55.73066666666666,FUN_043593-T1,Q96PZ7,,,,,29.0,497.0,3.2e-52,208.4,sp|Q96PZ7|CSMD1_HUMAN CUB and sushi domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CSMD1 PE=1 SV=3,,,,,,
OG_07037,0.3375788586610795,OG_07037,FUN_032232-T1,Peve_00043437,Pocillopora_meandrina_HIv1___RNAseq.g24836.t1,three_way,68.60266666666666,FUN_032232-T1,Q6DG22,ADA_DANRE,,Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase),Danio rerio (Zebrafish) (Brachydanio rerio),48.0,350.0,3.3e-91,336.7,sp|Q6DG22|ADA_DANRE Adenosine deaminase OS=Danio rerio OX=7955 GN=ada PE=2 SV=2,GO:0004000; GO:0005764; GO:0005829; GO:0006154; GO:0008270; GO:0009117; GO:0009168; GO:0009897; GO:0042110; GO:0043103; GO:0046103; GO:0046936; GO:0060169; GO:0060205; GO:0070161,adenosine catabolic process [GO:0006154]; hypoxanthine salvage [GO:0043103]; inosine biosynthetic process [GO:0046103]; negative regulation of adenosine receptor signaling pathway [GO:0060169]; nucleotide metabolic process [GO:0009117]; purine ribonucleoside monophosphate biosynthetic process [GO:0009168]; T cell activation [GO:0042110],anchoring junction [GO:0070161]; cytoplasmic vesicle lumen [GO:0060205]; cytosol [GO:0005829]; external side of plasma membrane [GO:0009897]; lysosome [GO:0005764],2'-deoxyadenosine deaminase activity [GO:0046936]; adenosine deaminase activity [GO:0004000]; zinc ion binding [GO:0008270],GO:0002376; GO:0003824; GO:0005764; GO:0005773; GO:0005829; GO:0016787; GO:0043226; GO:0055086; GO:1901135,immune system process; catalytic activity; lysosome; vacuole; cytosol; hydrolase activity; organelle; nucleobase-containing small molecule metabolic process; carbohydrate derivative metabolic process
OG_08101,0.3352112716072911,OG_08101,FUN_035845-T1,Peve_00032505,Pocillopora_meandrina_HIv1___RNAseq.g11954.t1,three_way,74.447,FUN_035845-T1,A0JMQ0,,,,,61.0,623.0,8.5e-230,798.1,sp|A0JMQ0|BOP1_DANRE Ribosome biogenesis protein bop1 OS=Danio rerio OX=7955 GN=bop1 PE=2 SV=1,,,,,,
OG_04241,0.3324637264901867,OG_04241,FUN_017762-T1,Peve_00003285,Pocillopora_meandrina_HIv1___RNAseq.g441.t1,three_way,80.27833333333334,FUN_017762-T1,Q8BPM2,,,,,46.1,857.0,7.6e-203,708.8,sp|Q8BPM2|M4K5_MOUSE Mitogen-activated protein kinase kinase kinase kinase 5 OS=Mus musculus OX=10090 GN=Map4k5 PE=1 SV=2,,,,,,
OG_08928,0.3316425046973735,OG_08928,FUN_038386-T1,Peve_00000061,Pocillopora_meandrina_HIv1___RNAseq.g28288.t1,three_way,58.09316666666667,FUN_038386-T1,P16065,,,,,37.9,1080.0,5.1e-181,636.7,sp|P16065|GCY_STRPU Speract receptor OS=Strongylocentrotus purpuratus OX=7668 PE=2 SV=1,,,,,,
