"ortho_id","module","MM","GS","MM_p","GS_p","accession","id","protein_name","label"
"OG_00707","pink",0.426917945988837,0.24618291214495,1.58632819816171e-06,0.00745967624576746,NA,NA,NA,"OG_00707"
"OG_00703","pink",0.601535549952509,0.405984226709784,7.38447722091397e-13,5.58807691847555e-06,NA,NA,NA,"OG_00703"
"OG_00756","pink",0.710634704697179,0.323004131464625,2.85199059885141e-19,0.00038229111733599,"Q21086","GNL3_CAEEL","Guanine nucleotide-binding protein-like 3 homolog (Nucleostemin-1)","GNL3_CAEEL"
"OG_00878","pink",0.0943527430356945,0.0702524511372773,0.311594081045742,0.451649241689489,"Q865S1",NA,NA,"OG_00878"
"OG_00918","pink",0.477375033223203,0.139655708811627,5.26807366962784e-08,0.133159519454461,NA,NA,NA,"OG_00918"
"OG_00982","pink",0.323398564565367,0.206169994271572,0.00037568192052839,0.0257379798289665,"Q6PC91",NA,NA,"OG_00982"
"OG_01085","pink",0.429412462357846,0.25938309843845,1.35751885393311e-06,0.00474230560872134,"Q712K3","UB2R2_HUMAN","Ubiquitin-conjugating enzyme E2 R2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme R2) (Ubiquitin carrier protein R2) (Ubiquitin-conjugating enzyme E2-CDC34B) (Ubiquitin-protein ligase R2)","UB2R2_HUMAN"
"OG_01124","pink",0.599737803056072,0.334413005394156,8.99346858592651e-13,0.00022863531987738,NA,NA,NA,"OG_01124"
"OG_01128","pink",0.728022994220521,0.256809066787813,1.41243198526873e-20,0.00518953724528657,NA,NA,NA,"OG_01128"
"OG_01129","pink",0.529004164988795,0.276401095972223,8.71130240176686e-10,0.00255599265232959,NA,NA,NA,"OG_01129"
"OG_01134","pink",0.00651774673641195,0.167888319871895,0.944397412603913,0.0703954546160071,"Q8CFW7","C2D2A_MOUSE","Coiled-coil and C2 domain-containing protein 2A","C2D2A_MOUSE"
"OG_01186","pink",0.40327454096937,0.222197344689736,6.53728768873238e-06,0.0160486328076963,"Q8WUQ7","CATIN_HUMAN","Splicing factor Cactin (Renal carcinoma antigen NY-REN-24)","CATIN_HUMAN"
"OG_01200","pink",0.391408567942414,0.17925630649438,1.27891940110771e-05,0.0531340586777793,NA,NA,NA,"OG_01200"
"OG_01238","pink",0.287445293722608,0.1951492558566,0.00167563438489355,0.0349864363082006,"Q92733","PRCC_HUMAN","Proline-rich protein PRCC (Papillary renal cell carcinoma translocation-associated gene protein)","PRCC_HUMAN"
"OG_01216","pink",0.313024403629995,0.0411680290818142,0.000589711565855451,0.659425704323297,"Q9Y3U8",NA,NA,"OG_01216"
"OG_01225","pink",0.588906255481899,0.338756289118064,2.87486273242046e-12,0.000187004163407423,"Q9WTY1",NA,NA,"OG_01225"
"OG_01257","pink",0.149900392582264,0.117077000498019,0.106713984911185,0.208712756649799,"Q3ZCK9",NA,NA,"OG_01257"
"OG_01390","pink",0.224978750524703,0.0203116564275879,0.0147385760424452,0.827921809190092,"O01727",NA,NA,"OG_01390"
"OG_00025","pink",0.148159527076071,0.133090731052911,0.11089226387118,0.152570069534902,"Q6P4K1",NA,NA,"OG_00025"
"OG_00025","pink",0.148159527076071,0.133090731052911,0.11089226387118,0.152570069534902,"Q6P4K1",NA,NA,"OG_00025"
"OG_00033","pink",0.0301843859805984,0.113846271681675,0.74664811188297,0.221634922687841,"Q2KHT7",NA,NA,"OG_00033"
"OG_00071","pink",0.419040346129448,0.14314747102241,2.57340641288292e-06,0.12363517804282,"P08429",NA,NA,"OG_00071"
"OG_00091","pink",0.410580302824915,0.214440169735805,4.26899068403252e-06,0.0202491883410938,"Q64378","FKBP5_MOUSE","Peptidyl-prolyl cis-trans isomerase FKBP5 (PPIase FKBP5) (EC 5.2.1.8) (51 kDa FK506-binding protein) (51 kDa FKBP) (FKBP-51) (FK506-binding protein 5) (FKBP-5) (Rotamase)","FKBP5_MOUSE"
"OG_00153","pink",0.789556945817492,0.311991110951234,3.83844839346263e-26,0.000616256512408177,"Q16543",NA,NA,"OG_00153"
"OG_00295","pink",0.286994703220986,0.297602791586781,0.0017053167875325,0.00111936340823648,"Q6DRG7","MYPT1_DANRE","Protein phosphatase 1 regulatory subunit 12A (Myosin phosphatase-targeting subunit 1) (Myosin phosphatase target subunit 1) (Protein phosphatase myosin-binding subunit)","MYPT1_DANRE"
