"ortho_id","module","MM","GS","MM_p","GS_p","accession","id","protein_name","label"
"OG_00713","turquoise",0.615942349114489,0.0582042751919536,1.45382283092491e-13,0.533057996331159,"Q6C7A6","NBP35_YARLI","Cytosolic Fe-S cluster assembly factor NBP35 (Nucleotide-binding protein 35)","NBP35_YARLI"
"OG_00769","turquoise",0.448140151839094,0.118986801129678,4.04850562301552e-07,0.201332239434231,"A7RX69","TIKI1_NEMVE","Metalloprotease TIKI homolog (EC 3.4.-.-)","TIKI1_NEMVE"
"OG_00805","turquoise",0.460876576178711,0.243227054646897,1.70444537751625e-07,0.00823055468107414,"O35819",NA,NA,"OG_00805"
"OG_00851","turquoise",0.612897826227143,0.145080337161841,2.06375274461622e-13,0.118593524731633,"Q5ZL21","MMAC_CHICK","Cyanocobalamin reductase / alkylcobalamin dealkylase (Alkylcobalamin:glutathione S-alkyltransferase) (EC 2.5.1.151) (CblC) (Cyanocobalamin reductase (cyanide-eliminating)) (EC 1.16.1.6) (Methylmalonic aciduria and homocystinuria type C protein) (MMACHC)","MMAC_CHICK"
"OG_00969","turquoise",0.556053456247902,0.0458107330942536,7.59482014901301e-11,0.623811078957088,"Q9Y5Q9",NA,NA,"OG_00969"
"OG_00996","turquoise",0.463757588793532,0.0857542314856497,1.3946322501929e-07,0.357933607609077,"P55809","SCOT1_HUMAN","Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial (SCOT) (EC 2.8.3.5) (3-oxoacid CoA-transferase 1) (Somatic-type succinyl-CoA:3-oxoacid CoA-transferase) (SCOT-s) (Succinyl-CoA:3-oxoacid CoA transferase)","SCOT1_HUMAN"
"OG_01002","turquoise",0.598877612198199,0.0783949872166205,9.87871621408848e-13,0.400818056319811,"F1NWE3",NA,NA,"OG_01002"
"OG_01199","turquoise",0.526401706934245,0.17792646902153,1.08934860961957e-09,0.0549528190344183,"Q9JJQ0",NA,NA,"OG_01199"
"OG_01246","turquoise",0.474000584988399,0.0846997544336673,6.73198605149222e-08,0.363897070742735,"A2RUC4","TYW5_HUMAN","tRNA wybutosine-synthesizing protein 5 (hTYW5) (tRNA yW-synthesizing protein 5) (EC 1.14.11.42) (tRNA(Phe) (7-(3-amino-3-carboxypropyl)wyosine(37)-C(2))-hydroxylase)","TYW5_HUMAN"
"OG_01277","turquoise",0.557576721997011,0.0607194525896916,6.5764644574694e-11,0.515479009652321,"Q8K596","NAC2_MOUSE","Sodium/calcium exchanger 2 (Na(+)/Ca(2+)-exchange protein 2) (Solute carrier family 8 member 2)","NAC2_MOUSE"
