"ortho_id","module","MM","GS","MM_p","GS_p","accession","id","protein_name","label"
"OG_00686","turquoise",0.357302834287298,0.057196422892626,7.66337290893236e-05,0.540185053743338,"Q0VCH3",NA,NA,"OG_00686"
"OG_00687","turquoise",0.231300732001339,0.2729383671083,0.0121018051187888,0.00290772985024571,"Q19297",NA,NA,"OG_00687"
"OG_00698","turquoise",0.0268313100167002,0.0874414251312097,0.773989310778603,0.348518979715291,NA,NA,NA,"OG_00698"
"OG_00701","turquoise",0.223216348212169,0.0964719302333377,0.0155574000710776,0.300801814366535,"P47897","SYQ_HUMAN","Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS)","SYQ_HUMAN"
"OG_00709","turquoise",0.0794495040670805,0.214104636373237,0.394492749085839,0.0204504731892446,"Q3SZH7","LKHA4_BOVIN","Leukotriene A-4 hydrolase (LTA-4 hydrolase) (EC 3.3.2.6) (Leukotriene A(4) hydrolase) (Tripeptide aminopeptidase LTA4H) (EC 3.4.11.4)","LKHA4_BOVIN"
"OG_00717","turquoise",0.408321001119414,0.0767652277479447,4.87555909570883e-06,0.410711246359595,NA,NA,NA,"OG_00717"
"OG_00722","turquoise",0.32941428513975,0.132601916110217,0.000287097476546447,0.154096156408321,"A8MY62",NA,NA,"OG_00722"
"OG_00712","turquoise",0.0245930877081835,0.227978411890393,0.792397496137842,0.0134309314584005,"Q6AZD4",NA,NA,"OG_00712"
"OG_00713","turquoise",0.615942349114489,0.0582042751919536,1.45382283092491e-13,0.533057996331159,"Q6C7A6","NBP35_YARLI","Cytosolic Fe-S cluster assembly factor NBP35 (Nucleotide-binding protein 35)","NBP35_YARLI"
"OG_00732","turquoise",0.0632751177189582,0.249435485936051,0.497926265843543,0.00668588877144386,"Q6IRB2","HES1A_XENLA","Transcription factor HES-1-A (Hairy and enhancer of split 1-A) (Protein hairy-1) (Xhairy-1) (Xhairy1) (Xlh1)","HES1A_XENLA"
"OG_00730","turquoise",0.387117456893051,0.111302364690173,1.61998332827507e-05,0.232200655786031,"Q9UP83","COG5_HUMAN","Conserved oligomeric Golgi complex subunit 5 (COG complex subunit 5) (13S Golgi transport complex 90 kDa subunit) (GTC-90) (Component of oligomeric Golgi complex 5) (Golgi transport complex 1)","COG5_HUMAN"
