"ortho_id","module","MM","GS","MM_p","GS_p","accession","id","protein_name","label"
"OG_01092","cyan",0.166831201429151,0.190879781413089,0.0722083934526709,0.0392546267471981,NA,NA,NA,"OG_01092"
"OG_00163","cyan",0.00119326287927653,0.154593416618221,0.989812459234139,0.0960623380903764,"O97125",NA,NA,"OG_00163"
"OG_00319","cyan",0.312703454418692,0.185784608714237,0.000597841985376757,0.044910995491326,"Q9Y345",NA,NA,"OG_00319"
"OG_00474","cyan",0.0189698703939221,0.0708317355240076,0.839130558647016,0.447918220638427,NA,NA,NA,"OG_00474"
"OG_00550","cyan",0.289543765869397,0.0196387652556258,0.00154348239574261,0.833538701882921,"Q9H0F5",NA,NA,"OG_00550"
"OG_01868","cyan",0.389582949772934,0.0765201315678068,1.41480673944544e-05,0.412211345025246,"Q3UFK8",NA,NA,"OG_01868"
"OG_01887","cyan",0.209493177919738,0.224720342891423,0.0233962085543272,0.0148562378075589,"Q07352","TISB_HUMAN","mRNA decay activator protein ZFP36L1 (Butyrate response factor 1) (EGF-response factor 1) (ERF-1) (TPA-induced sequence 11b) (Zinc finger protein 36, C3H1 type-like 1) (ZFP36-like 1)","TISB_HUMAN"
"OG_01895","cyan",0.450955548615914,0.0193071765044134,3.35391274755052e-07,0.836309711897789,NA,NA,NA,"OG_01895"
"OG_01897","cyan",0.0600666035853403,0.0439903334200208,0.520013170547996,0.637678226112693,"P06582",NA,NA,"OG_01897"
"OG_02998","cyan",0.283351818956014,0.0298383648282412,0.0019633826052887,0.749455721483558,"P18654","KS6A3_MOUSE","Ribosomal protein S6 kinase alpha-3 (S6K-alpha-3) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 3) (p90-RSK 3) (p90RSK3) (MAP kinase-activated protein kinase 1b) (MAPK-activated protein kinase 1b) (MAPKAP kinase 1b) (MAPKAPK-1b) (Ribosomal S6 kinase 2) (RSK-2) (pp90RSK2)","KS6A3_MOUSE"
"OG_03068","cyan",0.26851115801684,0.00349214407120131,0.00342069574683782,0.970191694374195,NA,NA,NA,"OG_03068"
"OG_03080","cyan",0.1028260426943,0.246973063398816,0.269931958999101,0.00726474706241738,"Q2KIT4",NA,NA,"OG_03080"
