"ortho_id","module","MM","GS","MM_p","GS_p","accession","id","protein_name","label"
"OG_00693","brown",0.244578092513172,0.177532525412049,0.00786988518006332,0.0555013292078404,"Q4R2Y9","ABHD2_MACFA","Monoacylglycerol lipase ABHD2 (EC 3.1.1.23) (2-arachidonoylglycerol hydrolase) (Abhydrolase domain-containing protein 2) (Acetylesterase) (EC 3.1.1.6) (Triacylglycerol lipase) (EC 3.1.1.79)","ABHD2_MACFA"
"OG_00696","brown",0.68903983776869,0.246064264906708,8.87574194963118e-18,0.00748934262525242,NA,NA,NA,"OG_00696"
"OG_00719","brown",0.602098873728542,0.324620786092746,6.94040012035539e-13,0.000355865581875032,"Q9NQU5","PAK6_HUMAN","Serine/threonine-protein kinase PAK 6 (EC 2.7.11.1) (PAK-5) (p21-activated kinase 6) (PAK-6)","PAK6_HUMAN"
"OG_00724","brown",0.278105278741932,0.129325674700578,0.0023973997479258,0.164621421086193,"Q5XGL1",NA,NA,"OG_00724"
"OG_00725","brown",0.410117526861383,0.288023102233161,4.38710468473201e-06,0.00163825813401375,"Q2KJ34",NA,NA,"OG_00725"
"OG_00711","brown",0.185070328165929,0.177167913886119,0.0457556616935362,0.056013002820657,"Q9JMA7",NA,NA,"OG_00711"
"OG_00766","brown",0.471149244729809,0.207841165495868,8.26488170087851e-08,0.0245364733181347,NA,NA,NA,"OG_00766"
"OG_00768","brown",0.56200815669594,0.141922766706643,4.30810440368774e-11,0.126914118636911,"A7SJ66",NA,NA,"OG_00768"
"OG_00767","brown",0.554042959269926,0.238639541303335,9.17401867251711e-11,0.00956651134820926,"P06582",NA,NA,"OG_00767"
"OG_00774","brown",0.601041924018296,0.309137490431463,7.79613067144351e-13,0.000695367119892291,NA,NA,NA,"OG_00774"
"OG_00794","brown",0.261117479437171,0.109159444580614,0.0044607028228746,0.24137077312414,NA,NA,NA,"OG_00794"
