"ortho_id","module","MM","GS","MM_p","GS_p","accession","id","protein_name","label"
"OG_00814","purple",0.465189800735255,0.012480325255951,1.26139220409349e-07,0.893757512218314,NA,NA,NA,"OG_00814"
"OG_01087","purple",0.632177050079025,0.0552614290851434,2.10255779791264e-14,0.553998947735811,"Q6NXI6","RPRD2_MOUSE","Regulation of nuclear pre-mRNA domain-containing protein 2","RPRD2_MOUSE"
"OG_00003","purple",0.707238966188712,0.0606177558607731,4.99899338449623e-19,0.516183978691529,NA,NA,NA,"OG_00003"
"OG_00089","purple",0.360159192108882,0.097110760218083,6.64649770147478e-05,0.297597285741955,NA,NA,NA,"OG_00089"
"OG_00232","purple",0.510920808573083,0.0884395394391963,3.96321493469732e-09,0.343023257351444,"Q99K85",NA,NA,"OG_00232"
"OG_00420","purple",0.563712961006767,0.234556275611362,3.65500240104954e-11,0.0109124608554428,"P81004",NA,NA,"OG_00420"
"OG_00532","purple",0.552747697777968,0.19930011209456,1.03544388614159e-10,0.0312185562770257,"Q02372",NA,NA,"OG_00532"
"OG_00639","purple",0.569574198131619,0.0230260369573251,2.06199104049611e-11,0.805354632044078,"Q6NZ06",NA,NA,"OG_00639"
"OG_00646","purple",0.475926566885861,0.222044998214495,5.85468203491344e-08,0.0161232190807773,NA,NA,NA,"OG_00646"
"OG_01588","purple",0.351761919177512,0.177356208543368,0.000100622461472597,0.0557482795718185,NA,NA,NA,"OG_01588"
"OG_01626","purple",0.470249052834894,0.149814299978561,8.81447139687333e-08,0.106917680571764,NA,NA,NA,"OG_01626"
"OG_02232","purple",0.653647206118325,0.127593428106178,1.35909497293615e-15,0.170397927202462,"Q3ZC89","MAP2_BOVIN","Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Initiation factor 2-associated 67 kDa glycoprotein) (p67) (p67eIF2) (Peptidase M)","MAP2_BOVIN"
"OG_02263","purple",0.57908205637231,0.0616903221441813,7.9516226698946e-12,0.508773788566748,"Q2KI14","NAA10_BOVIN","N-alpha-acetyltransferase 10 (EC 2.3.1.255) (N-terminal acetyltransferase complex ARD1 subunit homolog A) (NatA catalytic subunit Naa10)","NAA10_BOVIN"
"OG_02370","purple",0.723788546743467,0.0944604501330315,2.99881623621447e-20,0.311039564498245,"Q9XT06",NA,NA,"OG_02370"
"OG_02576","purple",0.328758691594432,0.274762173007907,0.000295715535983093,0.00271738104565797,"Q9CQN6",NA,NA,"OG_02576"
"OG_02685","purple",0.6258007332939,0.165366837426624,4.55418381448086e-14,0.0747818911831777,"P04636","MDHM_RAT","Malate dehydrogenase, mitochondrial (EC 1.1.1.37)","MDHM_RAT"
"OG_02783","purple",0.5241131816385,0.103461270472349,1.32392564048625e-09,0.26696829104011,"Q8K363",NA,NA,"OG_02783"
"OG_02937","purple",0.46986732878863,0.153358272333305,9.05791545685893e-08,0.0987807087432964,"Q3T022","SAP18_BOVIN","Histone deacetylase complex subunit SAP18 (18 kDa Sin3-associated polypeptide) (Sin3-associated polypeptide p18)","SAP18_BOVIN"
"OG_03249","purple",0.532559944174045,0.0586732626964598,6.39881129519361e-10,0.529757614289021,"Q02978","M2OM_HUMAN","Mitochondrial 2-oxoglutarate/malate carrier protein (OGCP) (alpha-oxoglutarate carrier) (Solute carrier family 25 member 11) (SLC25A11)","M2OM_HUMAN"
"OG_03335","purple",0.684789296369929,0.0881002987377633,1.68619746968773e-17,0.344884989268349,"Q6NR09","EGRAP_DROME","EGFR adapter protein","EGRAP_DROME"
"OG_03811","purple",0.552774911951835,0.0117612030278009,1.03281948526044e-10,0.899846447903754,"Q9CPV4",NA,NA,"OG_03811"
"OG_04027","purple",0.778579768382676,0.196421415154425,5.08366241262933e-25,0.0337929358614543,"P60467",NA,NA,"OG_04027"
"OG_04407","purple",0.532460840847302,0.105777787889581,6.45438172984845e-10,0.25634811059256,"Q9GT45",NA,NA,"OG_04407"
"OG_04468","purple",0.425830602581734,0.0158569887458792,1.69711579906608e-06,0.865254982175089,"Q90941",NA,NA,"OG_04468"
"OG_04561","purple",0.68294265396966,0.0192484047108242,2.22087406089621e-17,0.836801064337552,"Q7Z1B8",NA,NA,"OG_04561"
"OG_04633","purple",0.465132231740802,0.0663916791296615,1.26650500552311e-07,0.476953687563883,"Q3T057","RL23_BOVIN","Large ribosomal subunit protein uL14 (60S ribosomal protein L23)","RL23_BOVIN"
"OG_04945","purple",0.404470252793799,0.161520449154439,6.10105173609124e-06,0.0818948933945403,"Q86WZ0",NA,NA,"OG_04945"
"OG_05285","purple",0.771549763839801,0.202710794212591,2.46394002672177e-24,0.0283852464814726,"Q176V0",NA,NA,"OG_05285"
"OG_05336","purple",0.379140564596465,0.0438462809839213,2.49226317597342e-05,0.638781011784505,NA,NA,NA,"OG_05336"
