"ortho_id","module","MM","GS","MM_p","GS_p","accession","id","protein_name","label"
"OG_00799","greenyellow",0.12395529675239,0.314278533436663,0.183015512337636,0.000558905812080907,"Q0GGW5","STK11_CHICK","Serine/threonine-protein kinase STK11 (EC 2.7.11.1) (Liver kinase B1 homolog) (LKB1)","STK11_CHICK"
"OG_01056","greenyellow",0.0301380516209012,0.40099224070368,0.747023876609396,7.45291154944457e-06,NA,NA,NA,"OG_01056"
"OG_01155","greenyellow",0.175539329364982,0.161995073833277,0.058346006054566,0.0809889405231075,"Q5R4N8",NA,NA,"OG_01155"
"OG_01185","greenyellow",0.0101912341716816,0.216714473328083,0.91315940495288,0.0189292869756569,"Q96PU9",NA,NA,"OG_01185"
"OG_00082","greenyellow",0.241180631190812,0.20597696556181,0.00880467351459348,0.0258799419424446,NA,NA,NA,"OG_00082"
"OG_00210","greenyellow",0.159582091876462,0.286747950927386,0.0856793162086326,0.00172177293184964,"Q08BC4",NA,NA,"OG_00210"
"OG_00323","greenyellow",0.0787986021553838,0.271297030196066,0.398389983583752,0.00308921334914736,"Q91827",NA,NA,"OG_00323"
"OG_00607","greenyellow",0.0244545220550472,0.33837988587845,0.793541002642275,0.000190312423603304,NA,NA,NA,"OG_00607"
"OG_00611","greenyellow",0.270910030053921,0.246250518799714,0.00313346211716045,0.00744281853479218,"Q969G6","RIFK_HUMAN","Riboflavin kinase (EC 2.7.1.26) (ATP:riboflavin 5'-phosphotransferase) (Flavokinase)","RIFK_HUMAN"
"OG_00615","greenyellow",0.260773130151075,0.327989025344056,0.00451539318088763,0.000306138019311048,"A0A2R8QP51","DPP9_DANRE","Dipeptidyl peptidase 9 (EC 3.4.14.5)","DPP9_DANRE"
"OG_01583","greenyellow",0.170007943648921,0.324775222123707,0.0668713765247413,0.000353431490494401,"Q92598","HS105_HUMAN","Heat shock protein 105 kDa (Antigen NY-CO-25) (Heat shock 110 kDa protein) (Heat shock protein family H member 1)","HS105_HUMAN"
"OG_01592","greenyellow",0.106829360173328,0.413527177521935,0.251624004570187,3.58454181722602e-06,"Q8IYE0","CC146_HUMAN","Coiled-coil domain-containing protein 146","CC146_HUMAN"
"OG_01594","greenyellow",0.143106140762136,0.35240627085733,0.123744758368085,9.75107838587947e-05,"Q12756",NA,NA,"OG_01594"
"OG_01646","greenyellow",0.525980787471029,0.200420589198394,1.12925521730831e-09,0.0302624427982677,"Q32NR4",NA,NA,"OG_01646"
"OG_02190","greenyellow",0.0125430025856302,0.121749626863546,0.8932270995508,0.190990489047202,"Q99MD6","TRXR3_MOUSE","Thioredoxin reductase 3 (EC 1.8.1.9) (Thioredoxin and glutathione reductase) (Thioredoxin reductase TR2)","TRXR3_MOUSE"
"OG_02254","greenyellow",0.318258305598325,0.36448105461661,0.000470676750740089,5.34472420441242e-05,NA,NA,NA,"OG_02254"
"OG_02451","greenyellow",0.290152899937517,0.377314197018142,0.00150693666307624,2.74629431620164e-05,NA,NA,NA,"OG_02451"
"OG_02602","greenyellow",0.151166215327893,0.161454672670601,0.103753950979997,0.0820210836013444,"Q503V9",NA,NA,"OG_02602"
"OG_02666","greenyellow",0.14200568878656,0.166902679775595,0.126690021608783,0.0720846316426334,"Q5VXM1",NA,NA,"OG_02666"
"OG_02806","greenyellow",0.181100311081403,0.280535992041169,0.050694485662744,0.0021865598073202,"O75486",NA,NA,"OG_02806"
"OG_02807","greenyellow",0.202438411031085,0.346951161568339,0.0286031899743593,0.000126948090085091,"Q80Y75","DJB13_MOUSE","DnaJ homolog subfamily B member 13 (Testis and spermatogenesis cell-related protein 6) (Testis spermatocyte apoptosis-related gene 6 protein) (Testis spermatogenesis apoptosis-related gene 3 protein) (Testis spermatogenesis apoptosis-related gene 6 protein)","DJB13_MOUSE"
