"Predictor","MeanImportance","Type","Feature"
"CpG_Porites_evermani_scaffold_1469_73554",0.272937167683912,"CpG","gene-Peve_00002363"
"CpG_Porites_evermani_scaffold_844_127021",0.253483376382574,"CpG","gene-Peve_00002363"
"CpG_Porites_evermani_scaffold_4081_16088",0.174774623989443,"CpG","gene-Peve_00002363"
"CpG_Porites_evermani_scaffold_564_108893",0.158180412819523,"CpG","gene-Peve_00002363"
"CpG_Porites_evermani_scaffold_7_1005867",0.135418251408305,"CpG","gene-Peve_00002363"
"CpG_Porites_evermani_scaffold_8154_1223",0.133519658503199,"CpG","gene-Peve_00002363"
"CpG_Porites_evermani_scaffold_90_370073",0.126273737928293,"CpG","gene-Peve_00002363"
"CpG_Porites_evermani_scaffold_2111_2377",0.091183127632942,"CpG","gene-Peve_00002363"
"CpG_Porites_evermani_scaffold_2365_63156",0.0755786677372944,"CpG","gene-Peve_00002363"
"CpG_Porites_evermani_scaffold_830_4325",0.0735950937466502,"CpG","gene-Peve_00002363"
"CpG_Porites_evermani_scaffold_3861_28360",0.0702823656355324,"CpG","gene-Peve_00002363"
"CpG_Porites_evermani_scaffold_24_572009",0.0674726000881555,"CpG","gene-Peve_00002363"
"CpG_Porites_evermani_scaffold_2534_22849",0.0648582028192102,"CpG","gene-Peve_00002363"
"CpG_Porites_evermani_scaffold_1469_73560",0.0640492579200681,"CpG","gene-Peve_00002363"
"CpG_Porites_evermani_scaffold_1190_119097",0.0630087546991285,"CpG","gene-Peve_00002363"
"CpG_Porites_evermani_scaffold_136_319014",0.0623931286809699,"CpG","gene-Peve_00002363"
"CpG_Porites_evermani_scaffold_5912_1941",0.0621333005609098,"CpG","gene-Peve_00002363"
"CpG_Porites_evermani_scaffold_7_342004",0.0613229657127797,"CpG","gene-Peve_00002363"
"CpG_Porites_evermani_scaffold_284_156123",0.0596651833446448,"CpG","gene-Peve_00002363"
"CpG_Porites_evermani_scaffold_340_289866",0.059240553099373,"CpG","gene-Peve_00002363"
"CpG_Porites_evermani_scaffold_422_52048",1.25539339777384,"CpG","gene-Peve_00002553"
"CpG_Porites_evermani_scaffold_192_322603",1.1365316650625,"CpG","gene-Peve_00002553"
"CpG_Porites_evermani_scaffold_42_589245",0.832210162799211,"CpG","gene-Peve_00002553"
"CpG_Porites_evermani_scaffold_1451_15466",0.82140908471302,"CpG","gene-Peve_00002553"
"CpG_Porites_evermani_scaffold_2365_63156",0.771039449021853,"CpG","gene-Peve_00002553"
"CpG_Porites_evermani_scaffold_4730_9740",0.720705303577307,"CpG","gene-Peve_00002553"
"CpG_Porites_evermani_scaffold_4172_7511",0.643798355847493,"CpG","gene-Peve_00002553"
"CpG_Porites_evermani_scaffold_547_186063",0.60633190701929,"CpG","gene-Peve_00002553"
"CpG_Porites_evermani_scaffold_1025_116462",0.552104338540092,"CpG","gene-Peve_00002553"
"CpG_Porites_evermani_scaffold_2230_61734",0.532287261202588,"CpG","gene-Peve_00002553"
"CpG_Porites_evermani_scaffold_4081_16611",0.470216442163936,"CpG","gene-Peve_00002553"
"CpG_Porites_evermani_scaffold_1389_123835",0.462206336919533,"CpG","gene-Peve_00002553"
"CpG_Porites_evermani_scaffold_1231_14604",0.457024555145237,"CpG","gene-Peve_00002553"
"CpG_Porites_evermani_scaffold_42_588294",0.433917397131612,"CpG","gene-Peve_00002553"
"CpG_Porites_evermani_scaffold_830_20544",0.429651023174552,"CpG","gene-Peve_00002553"
"CpG_Porites_evermani_scaffold_1025_116436",0.427197437645781,"CpG","gene-Peve_00002553"
"CpG_Porites_evermani_scaffold_168_256754",0.396883150509705,"CpG","gene-Peve_00002553"
"CpG_Porites_evermani_scaffold_64_482370",0.378864288531531,"CpG","gene-Peve_00002553"
"CpG_Porites_evermani_scaffold_4391_12138",0.360390647231599,"CpG","gene-Peve_00002553"
"CpG_Porites_evermani_scaffold_547_186056",0.33163672863285,"CpG","gene-Peve_00002553"
"CpG_Porites_evermani_scaffold_4513_24723",0.215025267574841,"CpG","gene-Peve_00003240"
"CpG_Porites_evermani_scaffold_842_94566",0.135407067224444,"CpG","gene-Peve_00003240"
"CpG_Porites_evermani_scaffold_1898_71116",0.0718017993963636,"CpG","gene-Peve_00003240"
"CpG_Porites_evermani_scaffold_3195_15229",0.0579337990175815,"CpG","gene-Peve_00003240"
"CpG_Porites_evermani_scaffold_4558_19449",0.0577171947448373,"CpG","gene-Peve_00003240"
"lncRNA_2745",0.0510602267877361,"lncRNA","gene-Peve_00003240"
"CpG_Porites_evermani_scaffold_15_965044",0.0469813727432771,"CpG","gene-Peve_00003240"
"lncRNA_1578",0.0459592790372362,"lncRNA","gene-Peve_00003240"
"CpG_Porites_evermani_scaffold_607_87347",0.0452990510723714,"CpG","gene-Peve_00003240"
"CpG_Porites_evermani_scaffold_3182_15340",0.0443663410726357,"CpG","gene-Peve_00003240"
"CpG_Porites_evermani_scaffold_70_556217",0.041254869243956,"CpG","gene-Peve_00003240"
"lncRNA_11414",0.0361988792660364,"lncRNA","gene-Peve_00003240"
"CpG_Porites_evermani_scaffold_197_216167",0.0360032612751377,"CpG","gene-Peve_00003240"
"CpG_Porites_evermani_scaffold_3212_41937",0.0330815800492508,"CpG","gene-Peve_00003240"
"CpG_Porites_evermani_scaffold_1072_83749",0.0316241982752229,"CpG","gene-Peve_00003240"
"CpG_Porites_evermani_scaffold_664_32383",0.0314065001264427,"CpG","gene-Peve_00003240"
"CpG_Porites_evermani_scaffold_690_39066",0.0313027628315954,"CpG","gene-Peve_00003240"
"CpG_Porites_evermani_scaffold_1685_61140",0.0300904838083537,"CpG","gene-Peve_00003240"
"CpG_Porites_evermani_scaffold_124_449209",0.0294638094207607,"CpG","gene-Peve_00003240"
"CpG_Porites_evermani_scaffold_3294_1001",0.029378065237593,"CpG","gene-Peve_00003240"
"CpG_Porites_evermani_scaffold_279_181925",0.911262126477183,"CpG","gene-Peve_00007763"
"CpG_Porites_evermani_scaffold_1291_26834",0.643712948144656,"CpG","gene-Peve_00007763"
"CpG_Porites_evermani_scaffold_279_182228",0.501600234062512,"CpG","gene-Peve_00007763"
"CpG_Porites_evermani_scaffold_564_108954",0.476362936155817,"CpG","gene-Peve_00007763"
"CpG_Porites_evermani_scaffold_847_51361",0.402534033163738,"CpG","gene-Peve_00007763"
"CpG_Porites_evermani_scaffold_829_53968",0.385767294986743,"CpG","gene-Peve_00007763"
"CpG_Porites_evermani_scaffold_279_181971",0.381731211374334,"CpG","gene-Peve_00007763"
"CpG_Porites_evermani_scaffold_279_182666",0.364404058685233,"CpG","gene-Peve_00007763"
"CpG_Porites_evermani_scaffold_3643_29257",0.312104039986907,"CpG","gene-Peve_00007763"
"CpG_Porites_evermani_scaffold_847_49065",0.29025413317774,"CpG","gene-Peve_00007763"
