"group_id","absolute_loading","signed_loading","goslim_ids","goslim_names"
"OG_04737",5.12533583613027,5.12533583613027,"GO:0005886; GO:0030198; GO:0048856; GO:0060089; GO:0098772","plasma membrane; extracellular matrix organization; anatomical structure development; molecular transducer activity; molecular function regulator activity"
"OG_01261",4.64814871878563,4.64814871878563,"",""
"OG_07103",4.50564071881386,4.50564071881386,"GO:0003824; GO:0006629; GO:0016491","catalytic activity; lipid metabolic process; oxidoreductase activity"
"OG_01330",4.38392929370037,4.38392929370037,"",""
"OG_05395",4.35194054199696,4.35194054199696,"GO:0003677; GO:0005654; GO:0005794; GO:0006355; GO:0030154; GO:0043226; GO:0048856; GO:0140110","DNA binding; nucleoplasm; Golgi apparatus; regulation of DNA-templated transcription; cell differentiation; organelle; anatomical structure development; transcription regulator activity"
"OG_01437",4.3024572319272,4.3024572319272,"",""
"OG_01656",4.24211998091427,4.24211998091427,"",""
"OG_07956",4.1952356608121,4.1952356608121,"",""
"OG_01210",4.1832235437662,4.1832235437662,"GO:0002376; GO:0003013; GO:0003824; GO:0005730; GO:0005811; GO:0005829; GO:0006629; GO:0006914; GO:0016740; GO:0016787; GO:0043226; GO:0140096","immune system process; circulatory system process; catalytic activity; nucleolus; lipid droplet; cytosol; lipid metabolic process; autophagy; transferase activity; hydrolase activity; organelle; catalytic activity, acting on a protein"
"OG_04336",4.15798136504097,4.15798136504097,"",""
"OG_07762",4.10376263624117,4.10376263624117,"GO:0003824; GO:0005634; GO:0005815; GO:0006355; GO:0016740; GO:0022414; GO:0032200; GO:0043226; GO:0048856; GO:0098772","catalytic activity; nucleus; microtubule organizing center; regulation of DNA-templated transcription; transferase activity; reproductive process; telomere organization; organelle; anatomical structure development; molecular function regulator activity"
"OG_09611",4.05772139332893,4.05772139332893,"",""
"OG_03911",3.98150971767675,3.98150971767675,"",""
"OG_06522",3.97749510627082,3.97749510627082,"GO:0003824; GO:0005886; GO:0006355; GO:0016740; GO:0048856; GO:0050877; GO:0060089; GO:0140096","catalytic activity; plasma membrane; regulation of DNA-templated transcription; transferase activity; anatomical structure development; nervous system process; molecular transducer activity; catalytic activity, acting on a protein"
"OG_03671",3.95864482364163,3.95864482364163,"",""
"OG_09757",3.86837836159262,3.86837836159262,"",""
"OG_04439",3.76197823361063,3.76197823361063,"GO:0003774; GO:0003824; GO:0005929; GO:0007018; GO:0016787; GO:0016853; GO:0043226; GO:0140657","cytoskeletal motor activity; catalytic activity; cilium; microtubule-based movement; hydrolase activity; isomerase activity; organelle; ATP-dependent activity"
"OG_02090",3.72407975310282,3.72407975310282,"",""
"OG_05208",3.6900889045539,3.6900889045539,"GO:0003677; GO:0003723; GO:0005634; GO:0005694; GO:0005730; GO:0007059; GO:0022414; GO:0043226; GO:0060090","DNA binding; RNA binding; nucleus; chromosome; nucleolus; chromosome segregation; reproductive process; organelle; molecular adaptor activity"
"OG_08520",3.68536801552581,3.68536801552581,"",""
"OG_02599",3.66761621039429,3.66761621039429,"GO:0003677; GO:0005634; GO:0006351; GO:0006355; GO:0012501; GO:0030198; GO:0043226; GO:0048856; GO:0048870; GO:0050877; GO:0060090; GO:0140110","DNA binding; nucleus; DNA-templated transcription; regulation of DNA-templated transcription; programmed cell death; extracellular matrix organization; organelle; anatomical structure development; cell motility; nervous system process; molecular adaptor activity; transcription regulator activity"
"OG_04170",3.65393280172625,3.65393280172625,"GO:0002376; GO:0003824; GO:0005576; GO:0005783; GO:0016209; GO:0016491; GO:0043226","immune system process; catalytic activity; extracellular region; endoplasmic reticulum; antioxidant activity; oxidoreductase activity; organelle"
"OG_07408",3.63937594099838,3.63937594099838,"",""
"OG_05400",3.6274777220068,3.6274777220068,"GO:0003824; GO:0005739; GO:0005764; GO:0005768; GO:0005773; GO:0005794; GO:0007040; GO:0008289; GO:0016787; GO:0030154; GO:0030163; GO:0031410; GO:0043226; GO:0048856; GO:0050877; GO:0140096","catalytic activity; mitochondrion; lysosome; endosome; vacuole; Golgi apparatus; lysosome organization; lipid binding; hydrolase activity; cell differentiation; protein catabolic process; cytoplasmic vesicle; organelle; anatomical structure development; nervous system process; catalytic activity, acting on a protein"
"OG_05731",3.60532513485142,3.60532513485142,"",""
"OG_01941",3.54662616948411,3.54662616948411,"GO:0005198; GO:0007010; GO:0007155; GO:0030198; GO:0030312; GO:0031012; GO:0043226; GO:0050877","structural molecule activity; cytoskeleton organization; cell adhesion; extracellular matrix organization; external encapsulating structure; extracellular matrix; organelle; nervous system process"
"OG_04560",3.53600242701943,3.53600242701943,"",""
"OG_00252",3.49070605499019,3.49070605499019,"",""
"OG_00234",3.48694609371753,3.48694609371753,"",""
"OG_05757",3.48156150883716,3.48156150883716,"",""
"OG_08633",3.47869610443301,3.47869610443301,"",""
"OG_04195",3.45266290394669,3.45266290394669,"GO:0003824; GO:0005634; GO:0005654; GO:0005768; GO:0005886; GO:0005929; GO:0006355; GO:0012501; GO:0016740; GO:0022414; GO:0030154; GO:0030198; GO:0031410; GO:0043226; GO:0048856; GO:0048870; GO:0060089; GO:0140096","catalytic activity; nucleus; nucleoplasm; endosome; plasma membrane; cilium; regulation of DNA-templated transcription; programmed cell death; transferase activity; reproductive process; cell differentiation; extracellular matrix organization; cytoplasmic vesicle; organelle; anatomical structure development; cell motility; molecular transducer activity; catalytic activity, acting on a protein"
"OG_01489",3.44459037591343,3.44459037591343,"GO:0005886; GO:0007155; GO:0030154; GO:0048856; GO:0061024","plasma membrane; cell adhesion; cell differentiation; anatomical structure development; membrane organization"
"OG_10198",3.42629795796586,3.42629795796586,"GO:0003824; GO:0005615; GO:0016787; GO:0030163; GO:0048856","catalytic activity; extracellular space; hydrolase activity; protein catabolic process; anatomical structure development"
"OG_02853",3.41747987095234,3.41747987095234,"",""
"OG_07441",3.40574713356248,3.40574713356248,"GO:0003677; GO:0005634; GO:0005654; GO:0006355; GO:0030154; GO:0043226; GO:0048856; GO:0140110","DNA binding; nucleus; nucleoplasm; regulation of DNA-templated transcription; cell differentiation; organelle; anatomical structure development; transcription regulator activity"
"OG_07554",3.39380705676539,3.39380705676539,"",""
"OG_00361",3.37391391011184,3.37391391011184,"",""
"OG_06993",3.36457247806543,3.36457247806543,"",""
"OG_07861",3.36344608435378,3.36344608435378,"GO:0003677; GO:0005634; GO:0006355; GO:0030154; GO:0043226; GO:0048856; GO:0140110","DNA binding; nucleus; regulation of DNA-templated transcription; cell differentiation; organelle; anatomical structure development; transcription regulator activity"
"OG_03792",3.34943569386606,3.34943569386606,"",""
"OG_08704",3.32040163625563,3.32040163625563,"",""
"OG_03500",3.30915492079794,3.30915492079794,"",""
"OG_08095",3.28575799960258,3.28575799960258,"",""
"OG_07052",3.28025645828196,3.28025645828196,"",""
"OG_07835",3.27901925631707,3.27901925631707,"",""
"OG_09807",3.26661034486309,3.26661034486309,"GO:0005615; GO:0030154; GO:0048018; GO:0048856; GO:0098772","extracellular space; cell differentiation; receptor ligand activity; anatomical structure development; molecular function regulator activity"
"OG_07519",3.24951277251332,3.24951277251332,"GO:0005768; GO:0005829; GO:0007010; GO:0008289; GO:0016192; GO:0031410; GO:0043226; GO:0044782; GO:0061024","endosome; cytosol; cytoskeleton organization; lipid binding; vesicle-mediated transport; cytoplasmic vesicle; organelle; cilium organization; membrane organization"
