gene_id,total_importance,apul,peve,ptua,type,protein_name,organism,go_bp,go_cc,go_mf
OG_04737,31.466006755643605,FUN_022613-T1,Peve_00012263,Pocillopora_meandrina_HIv1___RNAseq.g4397.t1,three_way,Reversion-inducing cysteine-rich protein with Kazal motifs,Danio rerio (Zebrafish) (Brachydanio rerio),blood vessel maturation [GO:0001955]; canonical Wnt signaling pathway [GO:0060070]; dorsal root ganglion development [GO:1990791]; extracellular matrix organization [GO:0030198]; negative regulation of metalloendopeptidase activity [GO:1904684]; regulation of angiogenesis [GO:0045765]; regulation of canonical Wnt signaling pathway [GO:0060828]; regulation of cell cycle [GO:0051726]; regulation of cell migration involved in sprouting angiogenesis [GO:0090049]; regulation of establishment of blood-brain barrier [GO:0090210]; sprouting angiogenesis [GO:0002040]; vasculature development [GO:0001944]; Wnt signaling pathway [GO:0016055],plasma membrane [GO:0005886]; side of membrane [GO:0098552]; Wnt signalosome [GO:1990909],coreceptor activity [GO:0015026]; endopeptidase inhibitor activity [GO:0004866]; metalloendopeptidase inhibitor activity [GO:0008191]; serine-type endopeptidase inhibitor activity [GO:0004867]
OG_01210,25.85516857165292,FUN_004887-T1,Peve_00005850,Pocillopora_meandrina_HIv1___RNAseq.g10661.t1,three_way,E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha),Danio rerio (Zebrafish) (Brachydanio rerio),blood circulation [GO:0008015]; defense response to bacterium [GO:0042742]; immune system process [GO:0002376]; lipid droplet formation [GO:0140042]; lipid ubiquitination [GO:0120323]; negative regulation of non-canonical Wnt signaling pathway [GO:2000051]; protein K63-linked ubiquitination [GO:0070534]; regulation of angiogenesis [GO:0045765]; regulation of lipid metabolic process [GO:0019216]; sprouting angiogenesis [GO:0002040]; ubiquitin-dependent protein catabolic process [GO:0006511]; xenophagy [GO:0098792],cytosol [GO:0005829]; lipid droplet [GO:0005811]; nucleolus [GO:0005730],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
OG_07103,23.88844818071557,FUN_032365-T1,Peve_00020147,Pocillopora_meandrina_HIv1___RNAseq.g29821.t1,three_way,Stearoyl-CoA desaturase 5 (EC 1.14.19.1) (Acyl-CoA-desaturase 4) (Stearoyl-CoA 9-desaturase),Bos taurus (Bovine),unsaturated fatty acid biosynthetic process [GO:0006636],endoplasmic reticulum membrane [GO:0005789],iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; stearoyl-CoA 9-desaturase activity [GO:0004768]
OG_06522,23.47068340815173,FUN_029339-T1,Peve_00023361,Pocillopora_meandrina_HIv1___RNAseq.g17301.t1,three_way,"Inactive tyrosine-protein kinase transmembrane receptor ROR1 (Neurotrophic tyrosine kinase, receptor-related 1)",Homo sapiens (Human),astrocyte development [GO:0014002]; cell population proliferation [GO:0008283]; cell surface receptor protein tyrosine kinase signaling pathway [GO:0007169]; inner ear development [GO:0048839]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; sensory perception of sound [GO:0007605],axon [GO:0030424]; axon terminus [GO:0043679]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; stress fiber [GO:0001725],ATP binding [GO:0005524]; coreceptor activity [GO:0015026]; signaling receptor activity [GO:0038023]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; Wnt receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147]
OG_01437,23.411096726282263,FUN_005873-T1,Peve_00015756,Pocillopora_meandrina_HIv1___RNAseq.g19664.t1,three_way,,,,,
OG_05395,23.290026645788416,FUN_024222-T1,Peve_00031895,Pocillopora_meandrina_HIv1___RNAseq.g18914.t1,three_way,Krueppel-like factor 5 (Basic transcription element-binding protein 2) (BTE-binding protein 2) (Colon krueppel-like factor) (GC-box-binding protein 2) (Intestinal-enriched krueppel-like factor) (Transcription factor BTEB2),Homo sapiens (Human),angiogenesis [GO:0001525]; cellular response to leukemia inhibitory factor [GO:1990830]; cellular response to peptide [GO:1901653]; intestinal epithelial cell development [GO:0060576]; microvillus assembly [GO:0030033]; myotube differentiation involved in skeletal muscle regeneration [GO:0014908]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription by transcription factor localization [GO:0061586]; regulation of microvillus assembly [GO:0032534]; regulation of transcription by RNA polymerase II [GO:0006357]; satellite cell activation involved in skeletal muscle regeneration [GO:0014901]; skeletal muscle satellite cell differentiation [GO:0014816],chromatin [GO:0000785]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; transcription regulator complex [GO:0005667],"DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; MRF binding [GO:0043426]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]; zinc ion binding [GO:0008270]"
OG_01261,22.2556939637414,FUN_005023-T1,Peve_00028649,Pocillopora_meandrina_HIv1___RNAseq.g8329.t1,three_way,,,,,
OG_07956,22.033156110405617,FUN_035500-T1,Peve_00033958,Pocillopora_meandrina_HIv1___RNAseq.g26993.t1,three_way,,,,,
OG_03500,21.879735508585085,FUN_014610-T1,Peve_00027567,Pocillopora_meandrina_HIv1___TS.g27529.t1,three_way,,,,,
OG_04195,21.822861664700717,FUN_016720-T1,Peve_00014673,Pocillopora_meandrina_HIv1___RNAseq.g230.t1,three_way,TGF-beta receptor type-1 (TGFR-1) (EC 2.7.11.30) (ESK2) (Transforming growth factor-beta receptor type I) (TGF-beta receptor type I) (TbetaR-I),Mus musculus (Mouse),activin receptor signaling pathway [GO:0032924]; angiogenesis [GO:0001525]; angiogenesis involved in coronary vascular morphogenesis [GO:0060978]; anterior/posterior pattern specification [GO:0009952]; apoptotic process [GO:0006915]; artery morphogenesis [GO:0048844]; blastocyst development [GO:0001824]; cardiac epithelial to mesenchymal transition [GO:0060317]; cellular response to transforming growth factor beta stimulus [GO:0071560]; collagen fibril organization [GO:0030199]; coronary artery morphogenesis [GO:0060982]; embryonic cranial skeleton morphogenesis [GO:0048701]; endothelial cell activation [GO:0042118]; endothelial cell migration [GO:0043542]; endothelial cell proliferation [GO:0001935]; epicardium morphogenesis [GO:1905223]; filopodium assembly [GO:0046847]; germ cell migration [GO:0008354]; heart development [GO:0007507]; in utero embryonic development [GO:0001701]; intracellular signal transduction [GO:0035556]; kidney development [GO:0001822]; lens development in camera-type eye [GO:0002088]; male gonad development [GO:0008584]; mesenchymal cell differentiation [GO:0048762]; myofibroblast differentiation [GO:0036446]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell migration [GO:0030336]; negative regulation of chondrocyte differentiation [GO:0032331]; negative regulation of endothelial cell proliferation [GO:0001937]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; neuron fate commitment [GO:0048663]; parathyroid gland development [GO:0060017]; pharyngeal system development [GO:0060037]; positive regulation of apoptotic process [GO:0043065]; positive regulation of apoptotic signaling pathway [GO:2001235]; positive regulation of cell growth [GO:0030307]; positive regulation of cell migration [GO:0030335]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of epithelial to mesenchymal transition involved in endocardial cushion formation [GO:1905007]; positive regulation of extracellular matrix assembly [GO:1901203]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of gene expression [GO:0010628]; positive regulation of mesenchymal stem cell proliferation [GO:1902462]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of SMAD protein signal transduction [GO:0060391]; positive regulation of stress fiber assembly [GO:0051496]; positive regulation of tight junction disassembly [GO:1905075]; positive regulation of vasculature development [GO:1904018]; post-embryonic development [GO:0009791]; regulation of cardiac muscle cell proliferation [GO:0060043]; regulation of epithelial to mesenchymal transition [GO:0010717]; regulation of gene expression [GO:0010468]; regulation of protein ubiquitination [GO:0031396]; response to cholesterol [GO:0070723]; roof of mouth development [GO:0060021]; skeletal system development [GO:0001501]; skeletal system morphogenesis [GO:0048705]; SMAD protein signal transduction [GO:0060395]; thymus development [GO:0048538]; transforming growth factor beta receptor signaling pathway [GO:0007179]; trophoblast cell migration [GO:0061450]; ventricular compact myocardium morphogenesis [GO:0003223]; ventricular septum morphogenesis [GO:0060412]; ventricular trabecula myocardium morphogenesis [GO:0003222],bicellular tight junction [GO:0005923]; caveola [GO:0005901]; cell surface [GO:0009986]; cilium [GO:0005929]; endosome [GO:0005768]; membrane [GO:0016020]; membrane raft [GO:0045121]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; transforming growth factor beta ligand-receptor complex [GO:0070021],"ATP binding [GO:0005524]; I-SMAD binding [GO:0070411]; metal ion binding [GO:0046872]; signaling receptor binding [GO:0005102]; SMAD binding [GO:0046332]; transforming growth factor beta binding [GO:0050431]; transforming growth factor beta receptor activity [GO:0005024]; transforming growth factor beta receptor activity, type I [GO:0005025]; type II transforming growth factor beta receptor binding [GO:0005114]; ubiquitin protein ligase binding [GO:0031625]"
