group_id,apul,peve,ptua,type,avg_identity
OG_00001,FUN_000185-T1,Peve_00037402,Pocillopora_meandrina_HIv1___RNAseq.g28886.t1,three_way,71.059
OG_00002,FUN_000189-T1,Peve_00038462,Pocillopora_meandrina_HIv1___RNAseq.g28888.t3,three_way,68.72583333333334
OG_00003,FUN_000190-T1,Peve_00038463,Pocillopora_meandrina_HIv1___RNAseq.g28889.t1,three_way,55.1975
OG_00004,FUN_000191-T1,Peve_00038464,Pocillopora_meandrina_HIv1___RNAseq.g28890.t1,three_way,72.047
OG_00005,FUN_000192-T1,Peve_00038466,Pocillopora_meandrina_HIv1___RNAseq.g28893.t1,three_way,81.15866666666666
OG_00006,FUN_000193-T1,Peve_00038467,Pocillopora_meandrina_HIv1___RNAseq.g28894.t1,three_way,70.21933333333334
OG_00007,FUN_000194-T1,Peve_00038470,Pocillopora_meandrina_HIv1___RNAseq.g28898.t1,three_way,77.11833333333334
OG_00008,FUN_000195-T1,Peve_00038471,Pocillopora_meandrina_HIv1___RNAseq.g28899.t1,three_way,68.38
OG_00009,FUN_000197-T1,Peve_00027182,Pocillopora_meandrina_HIv1___RNAseq.g28901.t1,three_way,56.498333333333335
OG_00010,FUN_000198-T1,Peve_00027181,Pocillopora_meandrina_HIv1___RNAseq.g28902.t1,three_way,59.282666666666664
OG_00011,FUN_000200-T1,Peve_00027179,Pocillopora_meandrina_HIv1___RNAseq.g28904.t1,three_way,83.315
OG_00012,FUN_000202-T1,Peve_00024058,Pocillopora_meandrina_HIv1___RNAseq.g28907.t1,three_way,80.12266666666666
OG_00013,FUN_000203-T1,Peve_00019866,Pocillopora_meandrina_HIv1___RNAseq.g28908.t1,three_way,91.96433333333333
OG_00014,FUN_000206-T1,Peve_00027728,Pocillopora_meandrina_HIv1___RNAseq.g28910.t1,three_way,70.863
OG_00015,FUN_000208-T1,Peve_00027726,Pocillopora_meandrina_HIv1___RNAseq.g28911.t2,three_way,63.837666666666664
OG_00016,FUN_000210-T1,Peve_00022649,Pocillopora_meandrina_HIv1___TS.g6133.t2,three_way,62.794
OG_00017,FUN_000212-T1,Peve_00007289,Pocillopora_meandrina_HIv1___RNAseq.g28915.t1,three_way,63.1635
OG_00018,FUN_000213-T2,Peve_00002451,Pocillopora_meandrina_HIv1___RNAseq.g28916.t1,three_way,60.77916666666667
OG_00019,FUN_000215-T1,Peve_00002445,Pocillopora_meandrina_HIv1___RNAseq.g28918.t1,three_way,61.82416666666666
OG_00020,FUN_000216-T1,Peve_00018873,Pocillopora_meandrina_HIv1___RNAseq.g28926.t1,three_way,52.28366666666667
OG_00021,FUN_000217-T1,Peve_00019413,Pocillopora_meandrina_HIv1___RNAseq.g28927.t1,three_way,72.92583333333333
OG_00022,FUN_000219-T1,Peve_00019412,Pocillopora_meandrina_HIv1___RNAseq.g28928.t1,three_way,64.90866666666666
OG_00023,FUN_000220-T1,Peve_00012034,Pocillopora_meandrina_HIv1___RNAseq.g28929.t1,three_way,77.529
OG_00024,FUN_000223-T1,Peve_00012031,Pocillopora_meandrina_HIv1___RNAseq.g28933.t1,three_way,77.22633333333333
OG_00025,FUN_000226-T1,Peve_00012014,Pocillopora_meandrina_HIv1___RNAseq.g28941.t1,three_way,60.776
OG_00026,FUN_000229-T1,Peve_00012013,Pocillopora_meandrina_HIv1___RNAseq.g28944.t1,three_way,74.97
OG_00027,FUN_000230-T1,Peve_00012012,Pocillopora_meandrina_HIv1___RNAseq.g28945.t1,three_way,54.19533333333334
OG_00028,FUN_000231-T1,Peve_00012025,Pocillopora_meandrina_HIv1___RNAseq.g28946.t1,three_way,54.33083333333334
OG_00029,FUN_000232-T1,Peve_00033351,Pocillopora_meandrina_HIv1___RNAseq.g28949.t1,three_way,73.66199999999999
OG_00030,FUN_000236-T1,Peve_00033366,Pocillopora_meandrina_HIv1___TS.g6172.t1,three_way,51.7605
OG_00031,FUN_000237-T1,Peve_00033367,Pocillopora_meandrina_HIv1___RNAseq.g28953.t1,three_way,74.7705
OG_00032,FUN_000238-T1,Peve_00033352,Pocillopora_meandrina_HIv1___RNAseq.g28954.t1,three_way,62.998666666666665
OG_00033,FUN_000239-T1,Peve_00033353,Pocillopora_meandrina_HIv1___RNAseq.g28955.t1,three_way,97.61933333333333
OG_00034,FUN_000240-T1,Peve_00033355,Pocillopora_meandrina_HIv1___TS.g6176.t1,three_way,44.82333333333333
OG_00035,FUN_000243-T1,Peve_00033358,Pocillopora_meandrina_HIv1___RNAseq.g28959.t1,three_way,67.30566666666667
OG_00036,FUN_000245-T1,Peve_00033360,Pocillopora_meandrina_HIv1___RNAseq.g28960.t1,three_way,68.59933333333333
OG_00037,FUN_000247-T2,Peve_00033364,Pocillopora_meandrina_HIv1___RNAseq.g28974.t1,three_way,71.2625
OG_00038,FUN_000260-T1,Peve_00027791,Pocillopora_meandrina_HIv1___RNAseq.g28975.t1,three_way,62.275
OG_00039,FUN_000261-T1,Peve_00027784,Pocillopora_meandrina_HIv1___RNAseq.g28976.t1,three_way,77.24933333333334
OG_00040,FUN_000263-T1,Peve_00027785,Pocillopora_meandrina_HIv1___RNAseq.g28977.t2,three_way,82.65166666666667
OG_00041,FUN_000264-T1,Peve_00027786,Pocillopora_meandrina_HIv1___RNAseq.g28978.t1,three_way,65.873
OG_00042,FUN_000265-T1,Peve_00027789,Pocillopora_meandrina_HIv1___RNAseq.g28979.t1,three_way,91.15299999999999
OG_00043,FUN_000270-T1,Peve_00027796,Pocillopora_meandrina_HIv1___RNAseq.g28983.t1,three_way,78.31466666666667
OG_00044,FUN_000272-T1,Peve_00027798,Pocillopora_meandrina_HIv1___RNAseq.g28985.t1,three_way,70.59733333333334
OG_00045,FUN_000276-T1,Peve_00044046,Pocillopora_meandrina_HIv1___RNAseq.g28996.t1,three_way,70.16666666666667
OG_00046,FUN_000281-T1,Peve_00033554,Pocillopora_meandrina_HIv1___RNAseq.g29077.t1,three_way,55.50666666666667
OG_00047,FUN_000283-T1,Peve_00033555,Pocillopora_meandrina_HIv1___RNAseq.g29073.t1,three_way,79.09333333333333
OG_00048,FUN_000285-T1,Peve_00033562,Pocillopora_meandrina_HIv1___RNAseq.g29071.t1,three_way,75.66833333333334
OG_00049,FUN_000289-T1,Peve_00033565,Pocillopora_meandrina_HIv1___TS.g6289.t1,three_way,56.049
OG_00050,FUN_000319-T1,Peve_00033573,Pocillopora_meandrina_HIv1___RNAseq.g29015.t1,three_way,79.55166666666666
OG_00051,FUN_000320-T1,Peve_00033574,Pocillopora_meandrina_HIv1___RNAseq.g29014.t1,three_way,81.34316666666668
OG_00052,FUN_000322-T1,Peve_00012600,Pocillopora_meandrina_HIv1___RNAseq.g29012.t1,three_way,71.85166666666667
OG_00053,FUN_000323-T1,Peve_00012596,Pocillopora_meandrina_HIv1___RNAseq.g29002.t2,three_way,82.90066666666667
OG_00054,FUN_000329-T1,Peve_00033549,Pocillopora_meandrina_HIv1___RNAseq.g29081.t1,three_way,98.41266666666667
OG_00055,FUN_000330-T1,Peve_00033547,Pocillopora_meandrina_HIv1___RNAseq.g29083.t1,three_way,89.4465
OG_00056,FUN_000334-T1,Peve_00033540,Pocillopora_meandrina_HIv1___RNAseq.g29089.t1,three_way,52.14833333333333
OG_00057,FUN_000348-T1,Peve_00033538,Pocillopora_meandrina_HIv1___RNAseq.g29111.t1,three_way,42.8425
