Dnmt1-201	mRNA::ptg000047l:7043865-7069644	83.544	79	13	0	1460	1538	22967	23203	1.51e-35	151
Dnmt3a-201	mRNA::ptg000016l:3572833-3602528	60.294	68	26	1	721	788	21872	22072	2.54e-13	77.0
Dnmt3b-201	mRNA::ptg000016l:3572833-3602528	77.273	44	10	0	817	860	29558	29689	3.88e-15	83.2
Dnmt3l-201	mRNA::ptg000035l:5201084-5245691	80.328	61	12	0	2124	2184	33195	33377	1.90e-22	109
USP9Y-201	mRNA::ptg000035l:5201084-5245691	80.328	61	12	0	1674	1734	33195	33377	1.36e-22	109
USP10-201	mRNA::ptg000025l:143698-155448	52.308	65	30	1	734	798	198	7	4.64e-11	69.3
USP11-201	mRNA::ptg000001l:4140337-4173729	70.000	130	39	0	306	435	20300	19911	2.92e-47	187
USP12-201	mRNA::ptg000018l:3278210-3285212	61.069	131	22	1	13	114	74	466	1.26e-42	161
USP14-201	mRNA::ptg000009l:1054171-1073449	69.643	56	15	1	1	54	92	259	1.86e-14	79.0
USP15-201	mRNA::ptg000001l:4140337-4173729	67.974	153	49	0	286	438	20300	19842	4.01e-59	224
USP16-204	mRNA::ptg000008l:914143-926903	72.549	51	14	0	676	726	667	515	1.52e-14	80.9
USP19-205	mRNA::ptg000001l:4140337-4173729	53.383	133	62	0	594	726	20303	19905	7.83e-36	152
USP20-203	mRNA::ptg000001l:4140337-4173729	37.778	135	71	4	143	269	20297	19908	2.21e-16	87.4
USP21-203	mRNA::ptg000001l:4140337-4173729	35.862	145	84	4	183	323	20369	19950	1.60e-18	92.8
USP22-201	mRNA::ptg000027l:1704205-1714417	80.000	55	11	0	231	285	2839	3003	2.72e-20	97.8
USP6-205	mRNA::ptg000001l:4140337-4173729	65.116	129	45	0	530	658	20297	19911	2.36e-46	186
USP7-201	mRNA::ptg000024l:10891149-10969335	55.385	130	57	1	845	973	72468	72857	2.35e-34	146
USP8-201	mRNA::ptg000001l:4140337-4173729	51.639	122	58	1	774	895	20300	19938	3.36e-31	136
USP13-201	mRNA::ptg000008l:21800270-21820751	59.091	44	18	0	421	464	11626	11757	1.78e-10	67.8
USP1-201	mRNA::ptg000027l:7023909-7028459	49.573	117	55	2	426	540	2862	3206	2.02e-26	119
USP2-201	mRNA::ptg000001l:4140337-4173729	41.935	155	86	3	256	407	20327	19866	1.57e-26	118
USP3-202	mRNA::ntLink_8:31209858-31220645	50.000	88	20	2	253	338	6501	6698	1.05e-15	83.2
USP4-201	mRNA::ptg000001l:4140337-4173729	76.860	121	28	0	310	430	20267	19905	5.05e-51	199
USP5-201	mRNA::ptg000008l:21800270-21820751	73.810	42	11	0	409	450	11626	11751	3.87e-13	76.6
USP30-201	mRNA::ptg000009l:1649347-1655088	44.444	72	34	1	430	501	246	49	9.02e-10	63.9
USP31-201	mRNA::ptg000027l:1953408-1962906	52.899	138	63	1	275	412	4914	4507	8.28e-37	155
USP32-201	mRNA::ptg000001l:4140337-4173729	64.341	129	46	0	732	860	20297	19911	5.11e-46	186
USP33-204	mRNA::ptg000001l:4140337-4173729	42.727	110	52	3	152	253	20297	19977	2.96e-15	83.6
USP34-201	mRNA::ptg000011l:662573-673475	43.256	215	64	5	2062	2220	2050	2688	6.91e-37	157
USP35-203	mRNA::ptg000001l:12414833-12424059	26.899	316	223	3	1	313	1	933	9.45e-32	137
USP36-201	mRNA::ptg000024l:3690682-3706210	47.328	131	53	4	40	164	112	474	8.03e-25	115
USP37-201	mRNA::ptg000027l:1964091-1965212	30.233	129	77	4	340	457	459	79	2.74e-07	56.2
USP38-201	mRNA::ptg000001l:12414833-12424059	32.407	540	249	13	494	993	7312	8703	1.16e-61	233
USP39-201	mRNA::ptg000026l:5675081-5690854	75.000	44	7	1	103	146	13729	13610	3.35e-12	72.4
USP40-208	mRNA::ptg000020l:4345920-4375661	50.725	69	29	2	13	78	29741	29541	7.10e-09	63.2
USP42-201	mRNA::ptg000024l:3690682-3706210	61.667	60	23	0	89	148	280	459	6.75e-17	89.7
USP43-201	mRNA::ptg000027l:1953408-1962906	44.022	184	89	2	234	417	4917	4408	1.05e-33	144
USP44-201	mRNA::ptg000027l:7023909-7028459	28.571	231	126	8	414	628	2736	3359	5.80e-10	65.5
USP45-208	mRNA::ptg000008l:914143-926903	52.941	85	35	2	654	736	700	455	2.26e-14	80.5
USP27X-201	mRNA::ptg000027l:1704205-1714417	55.294	85	33	3	49	133	2051	2290	1.95e-18	90.9
USP28-201	mRNA::ptg000035l:5314716-5331604	33.449	287	159	8	581	852	12669	13478	8.94e-26	118
USP24-201	mRNA::ntLink_8:23309399-23348186	60.638	94	37	0	2480	2573	387	106	1.07e-27	126
USP25-204	mRNA::ptg000035l:5314716-5331604	47.101	138	53	3	567	704	12639	12992	2.69e-31	136
USP46-201	mRNA::ptg000018l:3278210-3285212	59.091	132	25	1	9	111	74	469	1.30e-41	158
USP47-207	mRNA::ptg000001l:12414833-12424059	30.097	206	121	5	322	505	7891	8505	3.76e-15	84.0
USP48-201	mRNA::ptg000019l:2614739-2634369	64.583	48	17	0	256	303	12211	12068	1.98e-10	67.8
USP49-206	mRNA::ptg000027l:7023909-7028459	32.370	173	90	7	390	556	2736	3191	3.77e-10	65.9
USP51-201	mRNA::ptg000027l:1704205-1714417	69.643	56	16	1	361	416	2120	2284	3.22e-15	82.8
USP50-203	mRNA::ptg000001l:4140337-4173729	41.964	112	60	1	42	148	20297	19962	4.67e-19	90.9
PAN2-201	mRNA::ptg000017l:790378-809674	56.701	97	26	1	1014	1094	17986	18276	2.64e-21	103
USP53-201	mRNA::ptg000023l:31090755-31105706	61.667	60	23	0	48	107	13072	12893	2.97e-15	84.0
